county,precinct,office,district,party,candidate,election_day,mail,canvass,votes
Sonoma,SONOMA CO CA,State Assembly,02,DEM,Jim Wood,3082,61641,16636,81359
Sonoma,1002 MB,State Assembly,02,REP,Charlotte Svolos,0,5,3,8
Sonoma,1003 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,1005 MB,State Assembly,02,REP,Charlotte Svolos,0,17,18,35
Sonoma,1006 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,1007 MB,State Assembly,02,REP,Charlotte Svolos,0,4,4,8
Sonoma,1008 MB,State Assembly,02,REP,Charlotte Svolos,2,24,6,32
Sonoma,1009 MB,State Assembly,02,REP,Charlotte Svolos,2,25,17,44
Sonoma,1012 MB,State Assembly,02,REP,Charlotte Svolos,0,5,1,6
Sonoma,1018 MB,State Assembly,02,REP,Charlotte Svolos,0,2,1,3
Sonoma,1022 MB,State Assembly,02,REP,Charlotte Svolos,0,10,7,17
Sonoma,1024 MB,State Assembly,02,REP,Charlotte Svolos,0,7,5,12
Sonoma,1027 MB,State Assembly,02,REP,Charlotte Svolos,1,0,0,1
Sonoma,1029 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,1031 MB,State Assembly,02,REP,Charlotte Svolos,1,43,19,63
Sonoma,1033 MB,State Assembly,02,REP,Charlotte Svolos,0,2,10,12
Sonoma,1043 MB,State Assembly,02,REP,Charlotte Svolos,0,1,6,7
Sonoma,1048 MB,State Assembly,02,REP,Charlotte Svolos,3,32,12,47
Sonoma,1055 MB,State Assembly,02,REP,Charlotte Svolos,3,31,18,52
Sonoma,1056 MB,State Assembly,02,REP,Charlotte Svolos,3,37,14,54
Sonoma,1062 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,1063 MB,State Assembly,02,REP,Charlotte Svolos,0,12,1,13
Sonoma,1064 MB,State Assembly,02,REP,Charlotte Svolos,1,23,3,27
Sonoma,1065 MB,State Assembly,02,REP,Charlotte Svolos,0,13,5,18
Sonoma,1086 MB,State Assembly,02,REP,Charlotte Svolos,1,7,1,9
Sonoma,1103,State Assembly,02,REP,Charlotte Svolos,12,144,69,225
Sonoma,1104,State Assembly,02,REP,Charlotte Svolos,21,115,81,217
Sonoma,1111,State Assembly,02,REP,Charlotte Svolos,22,217,85,324
Sonoma,1112,State Assembly,02,REP,Charlotte Svolos,5,51,20,76
Sonoma,1114 MB,State Assembly,02,REP,Charlotte Svolos,1,21,11,33
Sonoma,1115 MB,State Assembly,02,REP,Charlotte Svolos,3,22,4,29
Sonoma,1116,State Assembly,02,REP,Charlotte Svolos,55,268,164,487
Sonoma,1117,State Assembly,02,REP,Charlotte Svolos,14,65,48,127
Sonoma,1118,State Assembly,02,REP,Charlotte Svolos,19,128,85,232
Sonoma,1119 MB,State Assembly,02,REP,Charlotte Svolos,1,10,2,13
Sonoma,1120 MB,State Assembly,02,REP,Charlotte Svolos,0,0,2,2
Sonoma,1121,State Assembly,02,REP,Charlotte Svolos,27,302,133,462
Sonoma,1122,State Assembly,02,REP,Charlotte Svolos,8,148,40,196
Sonoma,1124,State Assembly,02,REP,Charlotte Svolos,21,259,63,343
Sonoma,1125 MB,State Assembly,02,REP,Charlotte Svolos,14,17,12,43
Sonoma,1126 MB,State Assembly,02,REP,Charlotte Svolos,0,1,0,1
Sonoma,1127,State Assembly,02,REP,Charlotte Svolos,9,67,16,92
Sonoma,1128,State Assembly,02,REP,Charlotte Svolos,34,236,89,359
Sonoma,1129 MB,State Assembly,02,REP,Charlotte Svolos,0,1,3,4
Sonoma,1130 MB,State Assembly,02,REP,Charlotte Svolos,4,26,11,41
Sonoma,1132,State Assembly,02,REP,Charlotte Svolos,14,108,50,172
Sonoma,1133 MB,State Assembly,02,REP,Charlotte Svolos,4,31,10,45
Sonoma,1134 MB,State Assembly,02,REP,Charlotte Svolos,6,15,9,30
Sonoma,1135 MB,State Assembly,02,REP,Charlotte Svolos,2,0,0,2
Sonoma,1136,State Assembly,02,REP,Charlotte Svolos,34,164,55,253
Sonoma,1137,State Assembly,02,REP,Charlotte Svolos,20,118,83,221
Sonoma,1144 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,1145 MB,State Assembly,02,REP,Charlotte Svolos,4,36,16,56
Sonoma,1146 MB,State Assembly,02,REP,Charlotte Svolos,0,43,16,59
Sonoma,1147 MB,State Assembly,02,REP,Charlotte Svolos,1,17,1,19
Sonoma,1148 MB,State Assembly,02,REP,Charlotte Svolos,3,23,22,48
Sonoma,3002 MB,State Assembly,02,REP,Charlotte Svolos,0,0,1,1
Sonoma,3006 MB,State Assembly,02,REP,Charlotte Svolos,0,4,2,6
Sonoma,3103,State Assembly,02,REP,Charlotte Svolos,42,309,130,481
Sonoma,3105 MB,State Assembly,02,REP,Charlotte Svolos,4,31,15,50
Sonoma,3108,State Assembly,02,REP,Charlotte Svolos,20,84,86,190
Sonoma,3114 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,3117 MB,State Assembly,02,REP,Charlotte Svolos,1,41,8,50
Sonoma,3118 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,3119 MB,State Assembly,02,REP,Charlotte Svolos,2,51,16,69
Sonoma,3121 MB,State Assembly,02,REP,Charlotte Svolos,0,6,1,7
Sonoma,3124,State Assembly,02,REP,Charlotte Svolos,16,80,53,149
Sonoma,3125 MB,State Assembly,02,REP,Charlotte Svolos,1,40,7,48
Sonoma,3126 MB,State Assembly,02,REP,Charlotte Svolos,0,34,8,42
Sonoma,3127 MB,State Assembly,02,REP,Charlotte Svolos,3,22,12,37
Sonoma,3128,State Assembly,02,REP,Charlotte Svolos,24,185,126,335
Sonoma,3130 MB,State Assembly,02,REP,Charlotte Svolos,0,3,0,3
Sonoma,3132,State Assembly,02,REP,Charlotte Svolos,11,27,26,64
Sonoma,3133 MB,State Assembly,02,REP,Charlotte Svolos,4,22,11,37
Sonoma,3134,State Assembly,02,REP,Charlotte Svolos,10,28,18,56
Sonoma,3139 MB,State Assembly,02,REP,Charlotte Svolos,1,34,14,49
Sonoma,3140 MB,State Assembly,02,REP,Charlotte Svolos,2,26,6,34
Sonoma,3141 MB,State Assembly,02,REP,Charlotte Svolos,5,51,29,85
Sonoma,3142,State Assembly,02,REP,Charlotte Svolos,42,244,133,419
Sonoma,3143 MB,State Assembly,02,REP,Charlotte Svolos,0,18,10,28
Sonoma,3145,State Assembly,02,REP,Charlotte Svolos,7,21,17,45
Sonoma,3146 MB,State Assembly,02,REP,Charlotte Svolos,3,35,19,57
Sonoma,3147 MB,State Assembly,02,REP,Charlotte Svolos,1,23,13,37
Sonoma,3148 MB,State Assembly,02,REP,Charlotte Svolos,2,38,14,54
Sonoma,3149 MB,State Assembly,02,REP,Charlotte Svolos,0,18,12,30
Sonoma,3150 MB,State Assembly,02,REP,Charlotte Svolos,1,19,8,28
Sonoma,3151 MB,State Assembly,02,REP,Charlotte Svolos,4,23,2,29
Sonoma,3152 MB,State Assembly,02,REP,Charlotte Svolos,1,27,10,38
Sonoma,3153 MB,State Assembly,02,REP,Charlotte Svolos,3,36,15,54
Sonoma,3154 MB,State Assembly,02,REP,Charlotte Svolos,0,7,0,7
Sonoma,3155 MB,State Assembly,02,REP,Charlotte Svolos,0,0,1,1
Sonoma,3156 MB,State Assembly,02,REP,Charlotte Svolos,0,5,0,5
Sonoma,3157 MB,State Assembly,02,REP,Charlotte Svolos,2,18,12,32
Sonoma,3158 MB,State Assembly,02,REP,Charlotte Svolos,0,1,1,2
Sonoma,4005 MB,State Assembly,02,REP,Charlotte Svolos,1,37,9,47
Sonoma,4012 MB,State Assembly,02,REP,Charlotte Svolos,0,0,2,2
Sonoma,4013 MB,State Assembly,02,REP,Charlotte Svolos,0,24,14,38
Sonoma,4015,State Assembly,02,REP,Charlotte Svolos,17,41,25,83
Sonoma,4017 MB,State Assembly,02,REP,Charlotte Svolos,0,19,9,28
Sonoma,4018 MB,State Assembly,02,REP,Charlotte Svolos,0,6,0,6
Sonoma,4019 MB,State Assembly,02,REP,Charlotte Svolos,0,1,0,1
Sonoma,4021 MB,State Assembly,02,REP,Charlotte Svolos,1,48,11,60
Sonoma,4023 MB,State Assembly,02,REP,Charlotte Svolos,0,1,0,1
Sonoma,4027 MB,State Assembly,02,REP,Charlotte Svolos,5,34,27,66
Sonoma,4030 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4037 MB,State Assembly,02,REP,Charlotte Svolos,0,16,10,26
Sonoma,4039 MB,State Assembly,02,REP,Charlotte Svolos,0,3,3,6
Sonoma,4051,State Assembly,02,REP,Charlotte Svolos,3,37,16,56
Sonoma,4052 MB,State Assembly,02,REP,Charlotte Svolos,1,2,1,4
Sonoma,4054 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4064 MB,State Assembly,02,REP,Charlotte Svolos,0,14,1,15
Sonoma,4065 MB,State Assembly,02,REP,Charlotte Svolos,0,5,1,6
Sonoma,4066 MB,State Assembly,02,REP,Charlotte Svolos,0,0,3,3
Sonoma,4067 MB,State Assembly,02,REP,Charlotte Svolos,1,8,3,12
Sonoma,4070 MB,State Assembly,02,REP,Charlotte Svolos,0,4,0,4
Sonoma,4072 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4073 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4074 MB,State Assembly,02,REP,Charlotte Svolos,4,10,8,22
Sonoma,4101 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4102 MB,State Assembly,02,REP,Charlotte Svolos,3,8,4,15
Sonoma,4103,State Assembly,02,REP,Charlotte Svolos,32,233,112,377
Sonoma,4104 MB,State Assembly,02,REP,Charlotte Svolos,2,42,9,53
Sonoma,4105,State Assembly,02,REP,Charlotte Svolos,29,72,40,141
Sonoma,4106 MB,State Assembly,02,REP,Charlotte Svolos,2,13,3,18
Sonoma,4107,State Assembly,02,REP,Charlotte Svolos,36,177,106,319
Sonoma,4108,State Assembly,02,REP,Charlotte Svolos,27,113,104,244
Sonoma,4109,State Assembly,02,REP,Charlotte Svolos,26,165,76,267
Sonoma,4110,State Assembly,02,REP,Charlotte Svolos,50,278,156,484
Sonoma,4111,State Assembly,02,REP,Charlotte Svolos,19,134,71,224
Sonoma,4112,State Assembly,02,REP,Charlotte Svolos,12,116,56,184
Sonoma,4113 MB,State Assembly,02,REP,Charlotte Svolos,3,23,18,44
Sonoma,4127,State Assembly,02,REP,Charlotte Svolos,41,197,135,373
Sonoma,4128 MB,State Assembly,02,REP,Charlotte Svolos,2,17,10,29
Sonoma,4129 MB,State Assembly,02,REP,Charlotte Svolos,1,19,8,28
Sonoma,4201,State Assembly,02,REP,Charlotte Svolos,80,250,170,500
Sonoma,4203,State Assembly,02,REP,Charlotte Svolos,41,162,120,323
Sonoma,4204,State Assembly,02,REP,Charlotte Svolos,58,302,170,530
Sonoma,4401,State Assembly,02,REP,Charlotte Svolos,69,211,136,416
Sonoma,4402,State Assembly,02,REP,Charlotte Svolos,70,251,123,444
Sonoma,4406,State Assembly,02,REP,Charlotte Svolos,54,177,85,316
Sonoma,4407 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,4902,State Assembly,02,REP,Charlotte Svolos,25,170,70,265
Sonoma,4903,State Assembly,02,REP,Charlotte Svolos,22,160,72,254
Sonoma,4904,State Assembly,02,REP,Charlotte Svolos,26,156,57,239
Sonoma,4905 MB,State Assembly,02,REP,Charlotte Svolos,2,33,22,57
Sonoma,4906,State Assembly,02,REP,Charlotte Svolos,31,193,78,302
Sonoma,4907,State Assembly,02,REP,Charlotte Svolos,20,105,54,179
Sonoma,4908,State Assembly,02,REP,Charlotte Svolos,25,94,70,189
Sonoma,4910,State Assembly,02,REP,Charlotte Svolos,25,127,60,212
Sonoma,4912 MB,State Assembly,02,REP,Charlotte Svolos,0,4,1,5
Sonoma,4913,State Assembly,02,REP,Charlotte Svolos,11,48,39,98
Sonoma,4914,State Assembly,02,REP,Charlotte Svolos,7,33,28,68
Sonoma,4915,State Assembly,02,REP,Charlotte Svolos,4,44,18,66
Sonoma,4916,State Assembly,02,REP,Charlotte Svolos,14,73,31,118
Sonoma,4917,State Assembly,02,REP,Charlotte Svolos,28,178,115,321
Sonoma,4918,State Assembly,02,REP,Charlotte Svolos,26,118,31,175
Sonoma,4919 MB,State Assembly,02,REP,Charlotte Svolos,0,13,0,13
Sonoma,4920,State Assembly,02,REP,Charlotte Svolos,28,188,64,280
Sonoma,4921,State Assembly,02,REP,Charlotte Svolos,8,42,35,85
Sonoma,4922,State Assembly,02,REP,Charlotte Svolos,10,47,26,83
Sonoma,4923,State Assembly,02,REP,Charlotte Svolos,19,150,105,274
Sonoma,4924,State Assembly,02,REP,Charlotte Svolos,20,64,57,141
Sonoma,4925,State Assembly,02,REP,Charlotte Svolos,17,160,96,273
Sonoma,4926 MB,State Assembly,02,REP,Charlotte Svolos,0,5,0,5
Sonoma,4927 MB,State Assembly,02,REP,Charlotte Svolos,0,0,1,1
Sonoma,4928,State Assembly,02,REP,Charlotte Svolos,16,95,46,157
Sonoma,4929 MB,State Assembly,02,REP,Charlotte Svolos,16,51,15,82
Sonoma,4930 MB,State Assembly,02,REP,Charlotte Svolos,8,28,20,56
Sonoma,4931 MB,State Assembly,02,REP,Charlotte Svolos,7,33,23,63
Sonoma,4932 MB,State Assembly,02,REP,Charlotte Svolos,2,0,0,2
Sonoma,4933,State Assembly,02,REP,Charlotte Svolos,23,103,51,177
Sonoma,4934,State Assembly,02,REP,Charlotte Svolos,2,69,22,93
Sonoma,5002 MB,State Assembly,02,REP,Charlotte Svolos,5,13,6,24
Sonoma,5005 MB,State Assembly,02,REP,Charlotte Svolos,4,20,19,43
Sonoma,5007 MB,State Assembly,02,REP,Charlotte Svolos,0,4,3,7
Sonoma,5009 MB,State Assembly,02,REP,Charlotte Svolos,0,1,0,1
Sonoma,5011 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5012 MB,State Assembly,02,REP,Charlotte Svolos,0,2,1,3
Sonoma,5013 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,5014 MB,State Assembly,02,REP,Charlotte Svolos,2,8,0,10
Sonoma,5015 MB,State Assembly,02,REP,Charlotte Svolos,0,7,6,13
Sonoma,5017 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5019 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5024 MB,State Assembly,02,REP,Charlotte Svolos,0,0,2,2
Sonoma,5025 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5026 MB,State Assembly,02,REP,Charlotte Svolos,0,1,1,2
Sonoma,5033 MB,State Assembly,02,REP,Charlotte Svolos,6,3,8,17
Sonoma,5037 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,5038 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5039 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5040 MB,State Assembly,02,REP,Charlotte Svolos,1,1,8,10
Sonoma,5043 MB,State Assembly,02,REP,Charlotte Svolos,1,7,4,12
Sonoma,5046 MB,State Assembly,02,REP,Charlotte Svolos,2,14,16,32
Sonoma,5048 MB,State Assembly,02,REP,Charlotte Svolos,5,13,2,20
Sonoma,5050 MB,State Assembly,02,REP,Charlotte Svolos,0,1,0,1
Sonoma,5052 MB,State Assembly,02,REP,Charlotte Svolos,1,31,5,37
Sonoma,5054 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5057 MB,State Assembly,02,REP,Charlotte Svolos,0,10,1,11
Sonoma,5059 MB,State Assembly,02,REP,Charlotte Svolos,0,4,1,5
Sonoma,5063 MB,State Assembly,02,REP,Charlotte Svolos,2,27,11,40
Sonoma,5064 MB,State Assembly,02,REP,Charlotte Svolos,0,7,5,12
Sonoma,5065 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,5067 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5068 MB,State Assembly,02,REP,Charlotte Svolos,0,0,2,2
Sonoma,5069 MB,State Assembly,02,REP,Charlotte Svolos,1,5,2,8
Sonoma,5070 MB,State Assembly,02,REP,Charlotte Svolos,1,8,2,11
Sonoma,5071 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5076 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,5078 MB,State Assembly,02,REP,Charlotte Svolos,4,13,4,21
Sonoma,5079 MB,State Assembly,02,REP,Charlotte Svolos,5,16,7,28
Sonoma,5080 MB,State Assembly,02,REP,Charlotte Svolos,4,17,9,30
Sonoma,5081 MB,State Assembly,02,REP,Charlotte Svolos,5,8,16,29
Sonoma,7101 MB,State Assembly,02,REP,Charlotte Svolos,1,42,10,53
Sonoma,7102,State Assembly,02,REP,Charlotte Svolos,11,59,34,104
Sonoma,7103 MB,State Assembly,02,REP,Charlotte Svolos,0,8,8,16
Sonoma,7118 MB,State Assembly,02,REP,Charlotte Svolos,9,32,25,66
Sonoma,7119 MB,State Assembly,02,REP,Charlotte Svolos,3,43,21,67
Sonoma,7120 MB,State Assembly,02,REP,Charlotte Svolos,0,4,2,6
Sonoma,7122 MB,State Assembly,02,REP,Charlotte Svolos,1,9,6,16
Sonoma,7123 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7124 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7141 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7144,State Assembly,02,REP,Charlotte Svolos,5,57,22,84
Sonoma,7145,State Assembly,02,REP,Charlotte Svolos,3,38,22,63
Sonoma,7146,State Assembly,02,REP,Charlotte Svolos,9,96,39,144
Sonoma,7147,State Assembly,02,REP,Charlotte Svolos,13,158,71,242
Sonoma,7154,State Assembly,02,REP,Charlotte Svolos,21,390,74,485
Sonoma,7301 MB,State Assembly,02,REP,Charlotte Svolos,0,1,3,4
Sonoma,7302 MB,State Assembly,02,REP,Charlotte Svolos,0,26,8,34
Sonoma,7303 MB,State Assembly,02,REP,Charlotte Svolos,0,2,1,3
Sonoma,7304 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,7305,State Assembly,02,REP,Charlotte Svolos,4,151,24,179
Sonoma,7306,State Assembly,02,REP,Charlotte Svolos,7,44,35,86
Sonoma,7307,State Assembly,02,REP,Charlotte Svolos,52,251,139,442
Sonoma,7311 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,7319,State Assembly,02,REP,Charlotte Svolos,20,133,46,199
Sonoma,7401 MB,State Assembly,02,REP,Charlotte Svolos,0,31,10,41
Sonoma,7402 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7403 MB,State Assembly,02,REP,Charlotte Svolos,1,10,1,12
Sonoma,7404 MB,State Assembly,02,REP,Charlotte Svolos,3,2,2,7
Sonoma,7405 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7406 MB,State Assembly,02,REP,Charlotte Svolos,1,22,7,30
Sonoma,7407,State Assembly,02,REP,Charlotte Svolos,46,231,87,364
Sonoma,7408 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7409 MB,State Assembly,02,REP,Charlotte Svolos,3,35,9,47
Sonoma,7410,State Assembly,02,REP,Charlotte Svolos,13,75,35,123
Sonoma,7411 MB,State Assembly,02,REP,Charlotte Svolos,2,28,7,37
Sonoma,7412,State Assembly,02,REP,Charlotte Svolos,12,49,29,90
Sonoma,7413,State Assembly,02,REP,Charlotte Svolos,11,122,49,182
Sonoma,7414,State Assembly,02,REP,Charlotte Svolos,20,94,56,170
Sonoma,7415 MB,State Assembly,02,REP,Charlotte Svolos,1,29,10,40
Sonoma,7416 MB,State Assembly,02,REP,Charlotte Svolos,0,5,6,11
Sonoma,7417 MB,State Assembly,02,REP,Charlotte Svolos,0,5,2,7
Sonoma,7418 MB,State Assembly,02,REP,Charlotte Svolos,0,42,21,63
Sonoma,7419 MB,State Assembly,02,REP,Charlotte Svolos,1,0,0,1
Sonoma,7420 MB,State Assembly,02,REP,Charlotte Svolos,0,16,10,26
Sonoma,7421 MB,State Assembly,02,REP,Charlotte Svolos,4,32,21,57
Sonoma,7422 MB,State Assembly,02,REP,Charlotte Svolos,4,42,11,57
Sonoma,7423,State Assembly,02,REP,Charlotte Svolos,4,44,11,59
Sonoma,7424 MB,State Assembly,02,REP,Charlotte Svolos,0,20,12,32
Sonoma,7425,State Assembly,02,REP,Charlotte Svolos,2,42,28,72
Sonoma,7426,State Assembly,02,REP,Charlotte Svolos,5,64,24,93
Sonoma,7427 MB,State Assembly,02,REP,Charlotte Svolos,2,41,13,56
Sonoma,7429,State Assembly,02,REP,Charlotte Svolos,26,129,70,225
Sonoma,7431,State Assembly,02,REP,Charlotte Svolos,21,118,94,233
Sonoma,7432,State Assembly,02,REP,Charlotte Svolos,57,179,118,354
Sonoma,7433 MB,State Assembly,02,REP,Charlotte Svolos,5,22,14,41
Sonoma,7434 MB,State Assembly,02,REP,Charlotte Svolos,1,1,0,2
Sonoma,7435 MB,State Assembly,02,REP,Charlotte Svolos,0,0,1,1
Sonoma,7436 MB,State Assembly,02,REP,Charlotte Svolos,2,2,1,5
Sonoma,7437,State Assembly,02,REP,Charlotte Svolos,28,254,86,368
Sonoma,7438,State Assembly,02,REP,Charlotte Svolos,16,126,46,188
Sonoma,7439,State Assembly,02,REP,Charlotte Svolos,56,256,174,486
Sonoma,7440 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7441 MB,State Assembly,02,REP,Charlotte Svolos,5,5,6,16
Sonoma,7442 MB,State Assembly,02,REP,Charlotte Svolos,0,3,0,3
Sonoma,7443 MB,State Assembly,02,REP,Charlotte Svolos,0,9,2,11
Sonoma,7444,State Assembly,02,REP,Charlotte Svolos,30,166,82,278
Sonoma,7445,State Assembly,02,REP,Charlotte Svolos,45,292,152,489
Sonoma,7446 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7447 MB,State Assembly,02,REP,Charlotte Svolos,2,3,1,6
Sonoma,7449,State Assembly,02,REP,Charlotte Svolos,51,202,72,325
Sonoma,7450,State Assembly,02,REP,Charlotte Svolos,9,44,39,92
Sonoma,7451,State Assembly,02,REP,Charlotte Svolos,13,138,75,226
Sonoma,7452 MB,State Assembly,02,REP,Charlotte Svolos,0,3,0,3
Sonoma,7453 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7501 MB,State Assembly,02,REP,Charlotte Svolos,0,2,2,4
Sonoma,7502 MB,State Assembly,02,REP,Charlotte Svolos,0,3,3,6
Sonoma,7518 MB,State Assembly,02,REP,Charlotte Svolos,0,2,0,2
Sonoma,7519,State Assembly,02,REP,Charlotte Svolos,25,99,58,182
Sonoma,7520 MB,State Assembly,02,REP,Charlotte Svolos,1,17,6,24
Sonoma,7521,State Assembly,02,REP,Charlotte Svolos,15,101,49,165
Sonoma,7522,State Assembly,02,REP,Charlotte Svolos,23,128,75,226
Sonoma,7523,State Assembly,02,REP,Charlotte Svolos,51,145,101,297
Sonoma,7524,State Assembly,02,REP,Charlotte Svolos,57,146,74,277
Sonoma,7525,State Assembly,02,REP,Charlotte Svolos,67,111,112,290
Sonoma,7526,State Assembly,02,REP,Charlotte Svolos,14,83,58,155
Sonoma,7529,State Assembly,02,REP,Charlotte Svolos,25,226,96,347
Sonoma,7530,State Assembly,02,REP,Charlotte Svolos,5,49,14,68
Sonoma,7531,State Assembly,02,REP,Charlotte Svolos,8,47,20,75
Sonoma,7540,State Assembly,02,REP,Charlotte Svolos,30,173,125,328
Sonoma,7541,State Assembly,02,REP,Charlotte Svolos,13,63,41,117
Sonoma,7542 MB,State Assembly,02,REP,Charlotte Svolos,0,0,0,0
Sonoma,7543,State Assembly,02,REP,Charlotte Svolos,30,143,51,224
Sonoma,7544 MB,State Assembly,02,REP,Charlotte Svolos,0,14,5,19
Sonoma,7547,State Assembly,02,REP,Charlotte Svolos,26,166,90,282
Sonoma,7548,State Assembly,02,REP,Charlotte Svolos,10,90,36,136
Sonoma,7549 MB,State Assembly,02,REP,Charlotte Svolos,0,10,3,13
Sonoma,7550,State Assembly,02,REP,Charlotte Svolos,11,60,24,95
Sonoma,7551 MB,State Assembly,02,REP,Charlotte Svolos,1,8,6,15
Sonoma,7552,State Assembly,02,REP,Charlotte Svolos,11,97,41,149
Sonoma,7553 MB,State Assembly,02,REP,Charlotte Svolos,1,28,19,48
Sonoma,7561 MB,State Assembly,02,REP,Charlotte Svolos,9,34,19,62
Sonoma,SONOMA CO CA,State Assembly,02,REP,Charlotte Svolos,2862,17293,8702,28857
Sonoma,1017,State Assembly,04,REP,Matthew Nelson,16,93,53,162
Sonoma,1023,State Assembly,04,REP,Matthew Nelson,3,72,31,106
Sonoma,1032 MB,State Assembly,04,REP,Matthew Nelson,1,27,7,35
Sonoma,1039 MB,State Assembly,04,REP,Matthew Nelson,0,1,0,1
Sonoma,1040 MB,State Assembly,04,REP,Matthew Nelson,0,12,3,15
Sonoma,1041 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1044 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1045 MB,State Assembly,04,REP,Matthew Nelson,1,11,0,12
Sonoma,1046 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1047 MB,State Assembly,04,REP,Matthew Nelson,3,55,14,72
Sonoma,1049 MB,State Assembly,04,REP,Matthew Nelson,1,8,6,15
Sonoma,1052 MB,State Assembly,04,REP,Matthew Nelson,0,18,8,26
Sonoma,1053 MB,State Assembly,04,REP,Matthew Nelson,0,23,19,42
Sonoma,1054 MB,State Assembly,04,REP,Matthew Nelson,0,2,0,2
Sonoma,1057 MB,State Assembly,04,REP,Matthew Nelson,0,10,2,12
Sonoma,1058 MB,State Assembly,04,REP,Matthew Nelson,0,3,0,3
Sonoma,1059 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1061 MB,State Assembly,04,REP,Matthew Nelson,0,7,3,10
Sonoma,1067 MB,State Assembly,04,REP,Matthew Nelson,0,5,3,8
Sonoma,1069 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1070 MB,State Assembly,04,REP,Matthew Nelson,1,4,4,9
Sonoma,1071 MB,State Assembly,04,REP,Matthew Nelson,8,42,21,71
Sonoma,1073 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1074 MB,State Assembly,04,REP,Matthew Nelson,2,35,10,47
Sonoma,1076 MB,State Assembly,04,REP,Matthew Nelson,0,16,6,22
Sonoma,1078 MB,State Assembly,04,REP,Matthew Nelson,0,7,3,10
Sonoma,1079 MB,State Assembly,04,REP,Matthew Nelson,0,1,2,3
Sonoma,1080 MB,State Assembly,04,REP,Matthew Nelson,0,27,15,42
Sonoma,1084 MB,State Assembly,04,REP,Matthew Nelson,1,14,4,19
Sonoma,1088 MB,State Assembly,04,REP,Matthew Nelson,0,10,5,15
Sonoma,1089 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1090 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1091 MB,State Assembly,04,REP,Matthew Nelson,0,0,0,0
Sonoma,1092 MB,State Assembly,04,REP,Matthew Nelson,0,4,0,4
Sonoma,1093 MB,State Assembly,04,REP,Matthew Nelson,0,17,9,26
