county,precinct,office,district,party,candidate,votes,early voting,election day,provisional,mail
Siskiyou,P3014 SISSON,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,PF,"HOWIE HAWKINS",2,2,0,0,2
Siskiyou,P4030 FOREST MTN,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,PF,"HOWIE HAWKINS",1,1,0,0,1
Siskiyou,P4112 YREKA 2,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,PF,"HOWIE HAWKINS",1,1,0,0,1
Siskiyou,P4121 YREKA 6,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,PF,"HOWIE HAWKINS",1,1,0,0,1
Siskiyou,P5103 ETNA 1,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,PF,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,PF,"GLORIA LA RIVA",2,2,0,0,2
Siskiyou,P2110 MT SHASTA 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,PF,"GLORIA LA RIVA",1,1,0,0,1
Siskiyou,P3000 BUTTEVILLE,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,PF,"GLORIA LA RIVA",1,1,0,0,1
Siskiyou,P3009 MAYTEN,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,PF,"GLORIA LA RIVA",1,1,0,0,1
Siskiyou,P3111 WEED 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,PF,"GLORIA LA RIVA",1,1,0,0,1
Siskiyou,P4118 YREKA 5,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,PF,"GLORIA LA RIVA",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,PF,"GLORIA LA RIVA",1,1,0,0,1
Siskiyou,M1001 BOGUS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2110 MT SHASTA 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,PF,"Unresolved Write-In",0,0,0,0,0
Siskiyou,M1001 BOGUS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",3,3,0,0,3
Siskiyou,M1006 SHASTA CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M1009 MACDOEL,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M1014 PONDOSA CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,M1060 BUTTE CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M3013 WARREN,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M4001 DELPHIC CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,M5000 HENLEY,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M5001 CALLAHAN CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M5009 KLAMATH CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,M5012 HORNBROOK,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M5018 SEIAD,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,M5025 WALKER CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,M5038 GREENHORN 5,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,P1000 MCCLOUD CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,4,1,0,4
Siskiyou,P1002 MONTAGUE 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,P1003 WILLOW CREEK,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",6,5,1,0,5
Siskiyou,P1026 BIG SPRINGS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,P1105 DORRIS 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",6,5,1,0,5
Siskiyou,P1110 MONTAGUE 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,0,1,0,0
Siskiyou,P2009 DUNSMUIR 3,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,P2014 MT SHASTA 3,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",4,4,0,0,4
Siskiyou,P2015 MT SHASTA 5,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,5,0,0,5
Siskiyou,P2019 KINSTREY,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",3,3,0,0,3
Siskiyou,P2100 DUNSMUIR CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",7,6,1,0,6
Siskiyou,P2110 MT SHASTA 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,P2111 MT SHASTA 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,P2115 MT SHASTA 4,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,2,0,0,2
Siskiyou,P3004 GRENADA,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,0,1,0,0
Siskiyou,P3006 LAKE SHASTINA M,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,5,0,0,5
Siskiyou,P3007 LAKE SHASTINA E,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",3,3,0,0,3
Siskiyou,P3009 MAYTEN,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,P3014 SISSON,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",1,1,0,0,1
Siskiyou,P3111 WEED 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",3,1,2,0,1
Siskiyou,P3112 WEED 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",8,6,2,0,6
Siskiyou,P4030 FOREST MTN,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,5,0,0,5
Siskiyou,P4110 YREKA 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,4,1,2,2
Siskiyou,P4112 YREKA 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",5,5,0,0,5
Siskiyou,P4115 YREKA 3,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,P4116 YREKA 4,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",4,3,1,1,2
Siskiyou,P4118 YREKA 5,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",6,5,1,0,5
Siskiyou,P4121 YREKA 6,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",6,6,0,0,6
Siskiyou,P5003 GREENVIEW CONS,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",6,5,1,0,5
Siskiyou,P5005 ETNA 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",2,1,1,0,1
Siskiyou,P5008 FT JONES 2,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",7,4,3,0,4
Siskiyou,P5011 HAPPY CAMP,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",7,6,1,1,5
Siskiyou,P5103 ETNA 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,U.S. House,1,IND,"GREGORY EDWARD CHEADLE",0,0,0,0,0
Siskiyou,M1001 BOGUS,U.S. House,1,REP,"DOUG LAMALFA",95,95,0,0,95
Siskiyou,M1006 SHASTA CONS,U.S. House,1,REP,"DOUG LAMALFA",101,101,0,2,99
Siskiyou,M1009 MACDOEL,U.S. House,1,REP,"DOUG LAMALFA",97,97,0,0,97
Siskiyou,M1014 PONDOSA CONS,U.S. House,1,REP,"DOUG LAMALFA",108,108,0,0,108
Siskiyou,M1015 MCCLOUD 3,U.S. House,1,REP,"DOUG LAMALFA",62,62,0,1,61
Siskiyou,M1060 BUTTE CONS,U.S. House,1,REP,"DOUG LAMALFA",106,106,0,0,106
Siskiyou,M1117 TULELAKE 1,U.S. House,1,REP,"DOUG LAMALFA",85,85,0,0,85
Siskiyou,M3002 GAZELLE CONS,U.S. House,1,REP,"DOUG LAMALFA",98,98,0,0,98
Siskiyou,M3013 WARREN,U.S. House,1,REP,"DOUG LAMALFA",107,107,0,2,105
Siskiyou,M4001 DELPHIC CONS,U.S. House,1,REP,"DOUG LAMALFA",117,117,0,0,117
Siskiyou,M4032 GREENHORN CONS,U.S. House,1,REP,"DOUG LAMALFA",70,70,0,0,70
Siskiyou,M5000 HENLEY,U.S. House,1,REP,"DOUG LAMALFA",58,58,0,0,58
Siskiyou,M5001 CALLAHAN CONS,U.S. House,1,REP,"DOUG LAMALFA",70,70,0,1,69
Siskiyou,M5009 KLAMATH CONS,U.S. House,1,REP,"DOUG LAMALFA",89,89,0,1,88
Siskiyou,M5012 HORNBROOK,U.S. House,1,REP,"DOUG LAMALFA",55,55,0,0,55
Siskiyou,M5018 SEIAD,U.S. House,1,REP,"DOUG LAMALFA",53,53,0,0,53
Siskiyou,M5025 WALKER CONS,U.S. House,1,REP,"DOUG LAMALFA",53,53,0,0,53
Siskiyou,M5026 COTTONWOOD CONS,U.S. House,1,REP,"DOUG LAMALFA",49,49,0,0,49
Siskiyou,M5038 GREENHORN 5,U.S. House,1,REP,"DOUG LAMALFA",106,106,0,0,106
Siskiyou,P1000 MCCLOUD CONS,U.S. House,1,REP,"DOUG LAMALFA",227,171,56,5,166
Siskiyou,P1002 MONTAGUE 2,U.S. House,1,REP,"DOUG LAMALFA",128,96,32,2,94
Siskiyou,P1003 WILLOW CREEK,U.S. House,1,REP,"DOUG LAMALFA",190,149,41,1,148
Siskiyou,P1026 BIG SPRINGS,U.S. House,1,REP,"DOUG LAMALFA",70,58,12,0,58
Siskiyou,P1105 DORRIS 1,U.S. House,1,REP,"DOUG LAMALFA",122,76,46,2,74
Siskiyou,P1110 MONTAGUE 1,U.S. House,1,REP,"DOUG LAMALFA",258,192,66,5,187
Siskiyou,P2009 DUNSMUIR 3,U.S. House,1,REP,"DOUG LAMALFA",61,44,17,0,44
Siskiyou,P2014 MT SHASTA 3,U.S. House,1,REP,"DOUG LAMALFA",217,168,49,1,167
Siskiyou,P2015 MT SHASTA 5,U.S. House,1,REP,"DOUG LAMALFA",108,84,24,0,84
Siskiyou,P2019 KINSTREY,U.S. House,1,REP,"DOUG LAMALFA",255,190,65,7,183
Siskiyou,P2100 DUNSMUIR CONS,U.S. House,1,REP,"DOUG LAMALFA",178,127,51,1,126
Siskiyou,P2110 MT SHASTA 1,U.S. House,1,REP,"DOUG LAMALFA",126,93,33,1,92
Siskiyou,P2111 MT SHASTA 2,U.S. House,1,REP,"DOUG LAMALFA",166,127,39,1,126
Siskiyou,P2115 MT SHASTA 4,U.S. House,1,REP,"DOUG LAMALFA",114,86,28,1,85
Siskiyou,P3000 BUTTEVILLE,U.S. House,1,REP,"DOUG LAMALFA",223,188,35,0,188
Siskiyou,P3004 GRENADA,U.S. House,1,REP,"DOUG LAMALFA",200,144,56,3,141
Siskiyou,P3006 LAKE SHASTINA M,U.S. House,1,REP,"DOUG LAMALFA",158,132,26,1,131
Siskiyou,P3007 LAKE SHASTINA E,U.S. House,1,REP,"DOUG LAMALFA",280,232,48,5,227
Siskiyou,P3009 MAYTEN,U.S. House,1,REP,"DOUG LAMALFA",119,92,27,0,92
Siskiyou,P3014 SISSON,U.S. House,1,REP,"DOUG LAMALFA",169,122,47,0,122
Siskiyou,P3111 WEED 1,U.S. House,1,REP,"DOUG LAMALFA",118,84,34,1,83
Siskiyou,P3112 WEED 2,U.S. House,1,REP,"DOUG LAMALFA",121,96,25,2,94
Siskiyou,P4030 FOREST MTN,U.S. House,1,REP,"DOUG LAMALFA",319,268,51,1,267
Siskiyou,P4110 YREKA 1,U.S. House,1,REP,"DOUG LAMALFA",181,140,41,3,137
Siskiyou,P4112 YREKA 2,U.S. House,1,REP,"DOUG LAMALFA",220,167,53,1,166
Siskiyou,P4115 YREKA 3,U.S. House,1,REP,"DOUG LAMALFA",196,158,38,0,158
Siskiyou,P4116 YREKA 4,U.S. House,1,REP,"DOUG LAMALFA",133,109,24,0,109
Siskiyou,P4118 YREKA 5,U.S. House,1,REP,"DOUG LAMALFA",213,168,45,0,168
Siskiyou,P4121 YREKA 6,U.S. House,1,REP,"DOUG LAMALFA",209,176,33,0,176
Siskiyou,P5003 GREENVIEW CONS,U.S. House,1,REP,"DOUG LAMALFA",309,228,81,3,225
Siskiyou,P5005 ETNA 2,U.S. House,1,REP,"DOUG LAMALFA",348,250,98,1,249
Siskiyou,P5008 FT JONES 2,U.S. House,1,REP,"DOUG LAMALFA",203,162,41,1,161
Siskiyou,P5011 HAPPY CAMP,U.S. House,1,REP,"DOUG LAMALFA",161,91,70,5,86
Siskiyou,P5103 ETNA 1,U.S. House,1,REP,"DOUG LAMALFA",138,93,45,5,88
Siskiyou,P5107 FT JONES 1,U.S. House,1,REP,"DOUG LAMALFA",130,96,34,5,91
Siskiyou,M1001 BOGUS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M1006 SHASTA CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",2,2,0,0,2
Siskiyou,M1009 MACDOEL,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M1014 PONDOSA CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,3,0,0,3
Siskiyou,M1015 MCCLOUD 3,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M1060 BUTTE CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",2,2,0,0,2
Siskiyou,M3002 GAZELLE CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M3013 WARREN,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,3,0,0,3
Siskiyou,M4001 DELPHIC CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",2,2,0,0,2
Siskiyou,M4032 GREENHORN CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M5000 HENLEY,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M5009 KLAMATH CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M5012 HORNBROOK,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",2,2,0,1,1
Siskiyou,M5018 SEIAD,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,M5025 WALKER CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,3,0,0,3
Siskiyou,M5026 COTTONWOOD CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,3,0,0,3
Siskiyou,P1000 MCCLOUD CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",27,23,4,4,19
Siskiyou,P1002 MONTAGUE 2,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",2,1,1,1,0
Siskiyou,P1105 DORRIS 1,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",5,1,4,0,1
Siskiyou,P1110 MONTAGUE 1,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",8,6,2,0,6
Siskiyou,P2009 DUNSMUIR 3,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",1,1,0,0,1
Siskiyou,P2014 MT SHASTA 3,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",7,6,1,0,6
Siskiyou,P2015 MT SHASTA 5,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,2,1,0,2
Siskiyou,P2019 KINSTREY,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",8,7,1,0,7
Siskiyou,P2100 DUNSMUIR CONS,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",8,6,2,0,6
Siskiyou,P2110 MT SHASTA 1,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",5,3,2,0,3
Siskiyou,P2111 MT SHASTA 2,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",8,8,0,1,7
Siskiyou,P2115 MT SHASTA 4,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",5,3,2,0,3
Siskiyou,P3000 BUTTEVILLE,U.S. House,1,REP,"JOSEPH LETOURNEAU IV",3,1,2,0,1
