county,precinct,candidate,office,district,party,election_day,mail,votes,
Mariposa,Mariposa East 4002 ,Erin Cruz,U S Senate,,REP,10,7,17,
Mariposa,Mariposa East 4002 ,Derrick Michael Reid,U S Senate,,LIB,1,0,1,
Mariposa,Mariposa East 4002 ,Dianne Feinstein,U S Senate,,DEM,37,85,122,
Mariposa,Mariposa East 4002 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Adrienne Nicole Edward,U S Senate,,DEM,2,2,4,
Mariposa,Mariposa East 4002 ,Paul A Taylor,U S Senate,,REP,8,21,29,
Mariposa,Mariposa East 4002 ,Donnie O Turner,U S Senate,,DEM,0,2,2,
Mariposa,Mariposa East 4002 ,Pat Harris,U S Senate,,DEM,1,3,4,
Mariposa,Mariposa East 4002 ,Alison Hartson,U S Senate,,DEM,3,7,10,
Mariposa,Mariposa East 4002 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,David Hildebrand,U S Senate,,DEM,1,2,3,
Mariposa,Mariposa East 4002 ,Lee Olson,U S Senate,,NON,1,0,1,
Mariposa,Mariposa East 4002 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,4,8,12,
Mariposa,Mariposa East 4002 ,Kevin De Leon,U S Senate,,DEM,9,20,29,
Mariposa,Mariposa East 4002 ,Kevin Mottus,U S Senate,,REP,1,4,5,
Mariposa,Mariposa East 4002 ,David Moore,U S Senate,,NON,1,2,3,
Mariposa,Mariposa East 4002 ,Mario Nabliba ,U S Senate,,REP,0,1,1,
Mariposa,Mariposa East 4002 ,Regina Bateson,U S House,4,DEM,2,31,33,
Mariposa,Mariposa East 4002 ,Robert Lawton,U S House,4,DEM,3,5,8,
Mariposa,Mariposa East 4002 ,Mitchell White,U S House,4,REP,10,8,18,
Mariposa,Mariposa East 4002 ,Roza Calderon,U S House,4,DEM,5,5,10,
Mariposa,Mariposa East 4002 ,Tom McClintock,U S House,4,REP,53,118,171,
Mariposa,Mariposa East 4002 ,Jessica Morse ,U S House,4,DEM,44,78,122,
Mariposa,Mariposa East 4002 ,Tom Pratt,State Senate,8,DEM,30,54,84,
Mariposa,Mariposa East 4002 ,Mark Belden,State Senate,8,NON,2,9,11,
Mariposa,Mariposa East 4002 ,Andreas Borgeas,State Senate,8,REP,63,120,183,
Mariposa,Mariposa East 4002 ,Paulina Miranda ,State Senate,8,DEM,18,54,72,
Mariposa,Mariposa East 4002 ,Carla J Neal,State Assembly ,5,DEM,48,113,161,
Mariposa,Mariposa East 4002 ,Frank Bigelow,State Assembly ,5,REP,67,129,196,
Mariposa,Gold Creek 4003 ,,Registered Voters,,,,,480,
Mariposa,Gold Creek 4003 ,,Ballots Cast,,,88,174,262,
Mariposa,Gold Creek 4003 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Gold Creek 4003 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Gold Creek 4003 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Gold Creek 4003 ,Antonio Villaraigosa,Governor ,,DEM,10,22,32,
Mariposa,Gold Creek 4003 ,Yvonne Girard,Governor ,,REP,1,1,2,
Mariposa,Gold Creek 4003 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,Shubham Goel,Governor ,,NON,0,1,1,
Mariposa,Gold Creek 4003 ,Travis Allen,Governor ,,REP,21,39,60,
Mariposa,Gold Creek 4003 ,Akinyemi Agbede,Governor ,,DEM,0,1,1,
Mariposa,Gold Creek 4003 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Gold Creek 4003 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,Zoltan Istvan,Governor ,,LIB,0,1,1,
Mariposa,Gold Creek 4003 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Gold Creek 4003 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,John Chiang,Governor ,,DEM,11,11,22,
Mariposa,Gold Creek 4003 ,John H Cox,Governor ,,REP,23,40,63,
Mariposa,Gold Creek 4003 ,Amanda Renteria ,Governor ,,DEM,3,4,7,
Mariposa,Gold Creek 4003 ,Delaine Eastin,Governor ,,DEM,5,7,12,
Mariposa,Gold Creek 4003 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Albert Caesar Mezzetti,Governor ,,DEM,0,1,1,
Mariposa,Gold Creek 4003 ,Gavin Newsom,Governor ,,DEM,13,39,52,
Mariposa,Gold Creek 4003 ,"Robert C. Newman, II",Governor ,,REP,0,1,1,
Mariposa,Gold Creek 4003 ,Jeff Bleich,Lieutenant Governor,,DEM,10,6,16,
Mariposa,Gold Creek 4003 ,Eleni Kounalakis,Lieutenant Governor,,DEM,12,29,41,
Mariposa,Gold Creek 4003 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Gold Creek 4003 ,Tim Ferreira,Lieutenant Governor,,LIB,2,1,3,
Mariposa,Gold Creek 4003 ,David Fennell,Lieutenant Governor,,REP,10,35,45,
Mariposa,Gold Creek 4003 ,Danny Thomas,Lieutenant Governor,,NON,1,2,3,
Mariposa,Gold Creek 4003 ,Cole Harris,Lieutenant Governor,,REP,18,28,46,
Mariposa,Gold Creek 4003 ,Ed Hernandez,Lieutenant Governor,,DEM,11,36,47,
Mariposa,Gold Creek 4003 ,David R Hernandez,Lieutenant Governor,,REP,9,10,19,
Mariposa,Gold Creek 4003 ,Lydia Ortega,Lieutenant Governor,,REP,5,12,17,
Mariposa,Gold Creek 4003 ,Gayle McLaughlin,Lieutenant Governor,,NON,3,1,4,
Mariposa,Gold Creek 4003 ,Steve Poizner,Insurance Commissioner,,NON,41,66,107,
Mariposa,Gold Creek 4003 ,Ricardo Lara,Insurance Commissioner,,DEM,26,61,87,
Mariposa,Gold Creek 4003 ,Nathalie Hrizi,Insurance Commissioner,,PF,4,8,12,
Mariposa,Gold Creek 4003 ,Asif Mahmood,Insurance Commissioner,,DEM,4,23,27,
Mariposa,Gold Creek 4003 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Gold Creek 4003 ,Tom Palzer,U S Senate,,REP,2,3,5,
Mariposa,Gold Creek 4003 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Gold Creek 4003 ,Douglas Howard Pierce,U S Senate,,DEM,0,1,1,
Mariposa,Gold Creek 4003 ,Herbert G Peters,U S Senate,,DEM,0,2,2,
Mariposa,Gold Creek 4003 ,James P Bradley,U S Senate,,REP,14,27,41,
Mariposa,Gold Creek 4003 ,Arun K Bhumitra ,U S Senate,,REP,9,12,21,
Mariposa,Gold Creek 4003 ,Jerry Joseph Laws,U S Senate,,REP,0,3,3,
Mariposa,Gold Creek 4003 ,Patrick Little,U S Senate,,REP,1,4,5,
Mariposa,Gold Creek 4003 ,Tim Gildersleeve,U S Senate,,NON,0,1,1,
Mariposa,Gold Creek 4003 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Don J Grundmann,U S Senate,,NON,0,1,1,
Mariposa,Gold Creek 4003 ,Rash Bihari Ghosh,U S Senate,,NON,1,0,1,
Mariposa,Gold Creek 4003 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,"John ""Jack"" Crew",U S Senate,,REP,0,1,1,
Mariposa,Gold Creek 4003 ,Erin Cruz,U S Senate,,REP,8,9,17,
Mariposa,Gold Creek 4003 ,Derrick Michael Reid,U S Senate,,LIB,1,1,2,
Mariposa,Gold Creek 4003 ,Dianne Feinstein,U S Senate,,DEM,27,57,84,
Mariposa,Gold Creek 4003 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,Adrienne Nicole Edward,U S Senate,,DEM,2,1,3,
Mariposa,Gold Creek 4003 ,Paul A Taylor,U S Senate,,REP,4,10,14,
Mariposa,Gold Creek 4003 ,Donnie O Turner,U S Senate,,DEM,1,0,1,
Mariposa,Gold Creek 4003 ,Pat Harris,U S Senate,,DEM,2,2,4,
Mariposa,Gold Creek 4003 ,Alison Hartson,U S Senate,,DEM,2,5,7,
Mariposa,Gold Creek 4003 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Gold Creek 4003 ,David Hildebrand,U S Senate,,DEM,0,1,1,
Mariposa,Gold Creek 4003 ,Lee Olson,U S Senate,,NON,1,0,1,
Mariposa,Gold Creek 4003 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,1,2,3,
Mariposa,Gold Creek 4003 ,Kevin De Leon,U S Senate,,DEM,2,10,12,
Mariposa,Gold Creek 4003 ,Kevin Mottus,U S Senate,,REP,0,3,3,
Mariposa,Gold Creek 4003 ,David Moore,U S Senate,,NON,0,1,1,
Mariposa,Gold Creek 4003 ,Mario Nabliba ,U S Senate,,REP,2,0,2,
Mariposa,Gold Creek 4003 ,Regina Bateson,U S House,4,DEM,8,19,27,
Mariposa,Gold Creek 4003 ,Robert Lawton,U S House,4,DEM,1,7,8,
Mariposa,Gold Creek 4003 ,Mitchell White,U S House,4,REP,4,4,8,
Mariposa,Gold Creek 4003 ,Roza Calderon,U S House,4,DEM,7,9,16,
Mariposa,Gold Creek 4003 ,Tom McClintock,U S House,4,REP,42,91,133,
Mariposa,Gold Creek 4003 ,Jessica Morse ,U S House,4,DEM,24,39,63,
Mariposa,Gold Creek 4003 ,Tom Pratt,State Senate,8,DEM,15,34,49,
Mariposa,Gold Creek 4003 ,Mark Belden,State Senate,8,NON,3,8,11,
Mariposa,Gold Creek 4003 ,Andreas Borgeas,State Senate,8,REP,45,87,132,
Mariposa,Gold Creek 4003 ,Paulina Miranda ,State Senate,8,DEM,21,33,54,
Mariposa,Gold Creek 4003 ,Carla J Neal,State Assembly ,5,DEM,38,72,110,
Mariposa,Gold Creek 4003 ,Frank Bigelow,State Assembly ,5,REP,42,96,138,
Mariposa,Iron Oak 4004 ,,Registered Voters,,,,,351,
Mariposa,Iron Oak 4004 ,,Ballots Cast,,,59,145,204,
Mariposa,Iron Oak 4004 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Iron Oak 4004 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Iron Oak 4004 ,Peter Y Liu,Governor ,,REP,0,1,1,
Mariposa,Iron Oak 4004 ,Antonio Villaraigosa,Governor ,,DEM,7,9,16,
Mariposa,Iron Oak 4004 ,Yvonne Girard,Governor ,,REP,0,1,1,
Mariposa,Iron Oak 4004 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Travis Allen,Governor ,,REP,22,39,61,
Mariposa,Iron Oak 4004 ,Akinyemi Agbede,Governor ,,DEM,0,1,1,
Mariposa,Iron Oak 4004 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Iron Oak 4004 ,Desmond Silveira,Governor ,,NON,0,1,1,
Mariposa,Iron Oak 4004 ,Michael Shellenberger,Governor ,,DEM,0,1,1,
Mariposa,Iron Oak 4004 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Iron Oak 4004 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Iron Oak 4004 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,John Chiang,Governor ,,DEM,3,9,12,
Mariposa,Iron Oak 4004 ,John H Cox,Governor ,,REP,18,46,64,
Mariposa,Iron Oak 4004 ,Amanda Renteria ,Governor ,,DEM,0,3,3,
Mariposa,Iron Oak 4004 ,Delaine Eastin,Governor ,,DEM,2,7,9,
Mariposa,Iron Oak 4004 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,1,0,1,
Mariposa,Iron Oak 4004 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,Gavin Newsom,Governor ,,DEM,6,25,31,
Mariposa,Iron Oak 4004 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Iron Oak 4004 ,Jeff Bleich,Lieutenant Governor,,DEM,3,6,9,
Mariposa,Iron Oak 4004 ,Eleni Kounalakis,Lieutenant Governor,,DEM,2,21,23,
Mariposa,Iron Oak 4004 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,1,0,1,
Mariposa,Iron Oak 4004 ,Tim Ferreira,Lieutenant Governor,,LIB,2,1,3,
Mariposa,Iron Oak 4004 ,David Fennell,Lieutenant Governor,,REP,12,23,35,
Mariposa,Iron Oak 4004 ,Danny Thomas,Lieutenant Governor,,NON,0,1,1,
Mariposa,Iron Oak 4004 ,Cole Harris,Lieutenant Governor,,REP,12,31,43,
Mariposa,Iron Oak 4004 ,Ed Hernandez,Lieutenant Governor,,DEM,9,30,39,
Mariposa,Iron Oak 4004 ,David R Hernandez,Lieutenant Governor,,REP,5,15,20,
Mariposa,Iron Oak 4004 ,Lydia Ortega,Lieutenant Governor,,REP,4,9,13,
Mariposa,Iron Oak 4004 ,Gayle McLaughlin,Lieutenant Governor,,NON,4,4,8,
Mariposa,Iron Oak 4004 ,Steve Poizner,Insurance Commissioner,,NON,39,76,115,
Mariposa,Iron Oak 4004 ,Ricardo Lara,Insurance Commissioner,,DEM,7,35,42,
Mariposa,Iron Oak 4004 ,Nathalie Hrizi,Insurance Commissioner,,PF,3,12,15,
Mariposa,Iron Oak 4004 ,Asif Mahmood,Insurance Commissioner,,DEM,2,7,9,
Mariposa,Iron Oak 4004 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,Tom Palzer,U S Senate,,REP,0,1,1,
Mariposa,Iron Oak 4004 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Iron Oak 4004 ,Douglas Howard Pierce,U S Senate,,DEM,1,2,3,
Mariposa,Iron Oak 4004 ,Herbert G Peters,U S Senate,,DEM,0,0,0,
Mariposa,Iron Oak 4004 ,James P Bradley,U S Senate,,REP,13,17,30,
Mariposa,Iron Oak 4004 ,Arun K Bhumitra ,U S Senate,,REP,8,18,26,
Mariposa,Iron Oak 4004 ,Jerry Joseph Laws,U S Senate,,REP,1,3,4,
Mariposa,Iron Oak 4004 ,Patrick Little,U S Senate,,REP,2,2,4,
Mariposa,Iron Oak 4004 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Don J Grundmann,U S Senate,,NON,0,2,2,
Mariposa,Iron Oak 4004 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,"John ""Jack"" Crew",U S Senate,,REP,0,8,8,
Mariposa,Iron Oak 4004 ,Erin Cruz,U S Senate,,REP,5,11,16,
Mariposa,Iron Oak 4004 ,Derrick Michael Reid,U S Senate,,LIB,2,1,3,
Mariposa,Iron Oak 4004 ,Dianne Feinstein,U S Senate,,DEM,10,39,49,
Mariposa,Iron Oak 4004 ,Colleen Shea Fernald,U S Senate,,NON,0,1,1,
Mariposa,Iron Oak 4004 ,Adrienne Nicole Edward,U S Senate,,DEM,0,1,1,
Mariposa,Iron Oak 4004 ,Paul A Taylor,U S Senate,,REP,1,10,11,
Mariposa,Iron Oak 4004 ,Donnie O Turner,U S Senate,,DEM,1,0,1,
Mariposa,Iron Oak 4004 ,Pat Harris,U S Senate,,DEM,0,2,2,
Mariposa,Iron Oak 4004 ,Alison Hartson,U S Senate,,DEM,2,4,6,
Mariposa,Iron Oak 4004 ,Jason M Hanania,U S Senate,,NON,0,2,2,
Mariposa,Iron Oak 4004 ,David Hildebrand,U S Senate,,DEM,1,0,1,
Mariposa,Iron Oak 4004 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Iron Oak 4004 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,4,3,7,
Mariposa,Iron Oak 4004 ,Kevin De Leon,U S Senate,,DEM,0,8,8,
Mariposa,Iron Oak 4004 ,Kevin Mottus,U S Senate,,REP,3,0,3,
Mariposa,Iron Oak 4004 ,David Moore,U S Senate,,NON,0,1,1,
Mariposa,Iron Oak 4004 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Iron Oak 4004 ,Regina Bateson,U S House,4,DEM,3,11,14,
Mariposa,Iron Oak 4004 ,Robert Lawton,U S House,4,DEM,1,4,5,
Mariposa,Iron Oak 4004 ,Mitchell White,U S House,4,REP,3,3,6,
Mariposa,Iron Oak 4004 ,Roza Calderon,U S House,4,DEM,1,2,3,
Mariposa,Iron Oak 4004 ,Tom McClintock,U S House,4,REP,34,85,119,
Mariposa,Iron Oak 4004 ,Jessica Morse ,U S House,4,DEM,13,34,47,
Mariposa,Iron Oak 4004 ,Tom Pratt,State Senate,8,DEM,9,30,39,
Mariposa,Iron Oak 4004 ,Mark Belden,State Senate,8,NON,2,9,11,
Mariposa,Iron Oak 4004 ,Andreas Borgeas,State Senate,8,REP,37,83,120,
Mariposa,Iron Oak 4004 ,Paulina Miranda ,State Senate,8,DEM,4,17,21,
Mariposa,Iron Oak 4004 ,Carla J Neal,State Assembly ,5,DEM,17,46,63,
Mariposa,Iron Oak 4004 ,Frank Bigelow,State Assembly ,5,REP,38,96,134,
Mariposa,Indian Peak 5001 ,,Registered Voters,,,,,533,
Mariposa,Indian Peak 5001 ,,Ballots Cast,,,83,224,307,
Mariposa,Indian Peak 5001 ,Josh Jones,Governor ,,GRN,1,0,1,
Mariposa,Indian Peak 5001 ,J Bribiesca,Governor ,,DEM,0,1,1,
Mariposa,Indian Peak 5001 ,Gloria Estela La Riva,Governor ,,PF,0,1,1,
Mariposa,Indian Peak 5001 ,Peter Y Liu,Governor ,,REP,0,1,1,
Mariposa,Indian Peak 5001 ,Antonio Villaraigosa,Governor ,,DEM,5,12,17,
Mariposa,Indian Peak 5001 ,Yvonne Girard,Governor ,,REP,0,4,4,
Mariposa,Indian Peak 5001 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Shubham Goel,Governor ,,NON,0,1,1,
Mariposa,Indian Peak 5001 ,Travis Allen,Governor ,,REP,28,63,91,
Mariposa,Indian Peak 5001 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Indian Peak 5001 ,Nickolas Wildstar,Governor ,,LIB,0,1,1,
Mariposa,Indian Peak 5001 ,Desmond Silveira,Governor ,,NON,0,1,1,
Mariposa,Indian Peak 5001 ,Michael Shellenberger,Governor ,,DEM,0,1,1,
Mariposa,Indian Peak 5001 ,Zoltan Istvan,Governor ,,LIB,1,0,1,
Mariposa,Indian Peak 5001 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Indian Peak 5001 ,Thomas Jefferson Cares,Governor ,,DEM,1,0,1,
Mariposa,Indian Peak 5001 ,John Chiang,Governor ,,DEM,6,11,17,
Mariposa,Indian Peak 5001 ,John H Cox,Governor ,,REP,28,82,110,
Mariposa,Indian Peak 5001 ,Amanda Renteria ,Governor ,,DEM,2,1,3,
Mariposa,Indian Peak 5001 ,Delaine Eastin,Governor ,,DEM,0,6,6,
Mariposa,Indian Peak 5001 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Indian Peak 5001 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,1,1,
Mariposa,Indian Peak 5001 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Gavin Newsom,Governor ,,DEM,11,32,43,
Mariposa,Indian Peak 5001 ,"Robert C. Newman, II",Governor ,,REP,0,2,2,
Mariposa,Indian Peak 5001 ,Jeff Bleich,Lieutenant Governor,,DEM,2,12,14,
Mariposa,Indian Peak 5001 ,Eleni Kounalakis,Lieutenant Governor,,DEM,8,18,26,
Mariposa,Indian Peak 5001 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,1,1,2,
Mariposa,Indian Peak 5001 ,Tim Ferreira,Lieutenant Governor,,LIB,5,6,11,
Mariposa,Indian Peak 5001 ,David Fennell,Lieutenant Governor,,REP,11,39,50,
Mariposa,Indian Peak 5001 ,Danny Thomas,Lieutenant Governor,,NON,3,1,4,
Mariposa,Indian Peak 5001 ,Cole Harris,Lieutenant Governor,,REP,23,65,88,
Mariposa,Indian Peak 5001 ,Ed Hernandez,Lieutenant Governor,,DEM,9,29,38,
Mariposa,Indian Peak 5001 ,David R Hernandez,Lieutenant Governor,,REP,8,11,19,
Mariposa,Indian Peak 5001 ,Lydia Ortega,Lieutenant Governor,,REP,6,19,25,
Mariposa,Indian Peak 5001 ,Gayle McLaughlin,Lieutenant Governor,,NON,1,7,8,
Mariposa,Indian Peak 5001 ,Steve Poizner,Insurance Commissioner,,NON,46,127,173,
Mariposa,Indian Peak 5001 ,Ricardo Lara,Insurance Commissioner,,DEM,15,47,62,
Mariposa,Indian Peak 5001 ,Nathalie Hrizi,Insurance Commissioner,,PF,4,9,13,
Mariposa,Indian Peak 5001 ,Asif Mahmood,Insurance Commissioner,,DEM,3,11,14,
Mariposa,Indian Peak 5001 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Tom Palzer,U S Senate,,REP,0,5,5,
Mariposa,Indian Peak 5001 ,John Thompson Parker,U S Senate,,PF,1,0,1,
Mariposa,Indian Peak 5001 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Herbert G Peters,U S Senate,,DEM,1,1,2,
Mariposa,Indian Peak 5001 ,James P Bradley,U S Senate,,REP,15,35,50,
Mariposa,Indian Peak 5001 ,Arun K Bhumitra ,U S Senate,,REP,8,24,32,
Mariposa,Indian Peak 5001 ,Jerry Joseph Laws,U S Senate,,REP,1,8,9,
Mariposa,Indian Peak 5001 ,Patrick Little,U S Senate,,REP,1,4,5,
Mariposa,Indian Peak 5001 ,Tim Gildersleeve,U S Senate,,NON,0,1,1,
Mariposa,Indian Peak 5001 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Indian Peak 5001 ,Don J Grundmann,U S Senate,,NON,2,1,3,
Mariposa,Indian Peak 5001 ,Rash Bihari Ghosh,U S Senate,,NON,0,1,1,
Mariposa,Indian Peak 5001 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Indian Peak 5001 ,"John ""Jack"" Crew",U S Senate,,REP,3,15,18,
Mariposa,Indian Peak 5001 ,Erin Cruz,U S Senate,,REP,9,15,24,
Mariposa,Indian Peak 5001 ,Derrick Michael Reid,U S Senate,,LIB,2,3,5,
Mariposa,Indian Peak 5001 ,Dianne Feinstein,U S Senate,,DEM,16,45,61,
Mariposa,Indian Peak 5001 ,Colleen Shea Fernald,U S Senate,,NON,0,2,2,
Mariposa,Indian Peak 5001 ,Adrienne Nicole Edward,U S Senate,,DEM,0,2,2,
Mariposa,Indian Peak 5001 ,Paul A Taylor,U S Senate,,REP,5,15,20,
Mariposa,Indian Peak 5001 ,Donnie O Turner,U S Senate,,DEM,1,0,1,
Mariposa,Indian Peak 5001 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Alison Hartson,U S Senate,,DEM,1,7,8,
Mariposa,Indian Peak 5001 ,Jason M Hanania,U S Senate,,NON,1,1,2,
Mariposa,Indian Peak 5001 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Indian Peak 5001 ,Lee Olson,U S Senate,,NON,1,0,1,
Mariposa,Indian Peak 5001 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,1,4,5,
Mariposa,Indian Peak 5001 ,Kevin De Leon,U S Senate,,DEM,4,11,15,
Mariposa,Indian Peak 5001 ,Kevin Mottus,U S Senate,,REP,3,7,10,
Mariposa,Indian Peak 5001 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Indian Peak 5001 ,Mario Nabliba ,U S Senate,,REP,0,2,2,
Mariposa,Indian Peak 5001 ,Regina Bateson,U S House,4,DEM,7,10,17,
Mariposa,Indian Peak 5001 ,Robert Lawton,U S House,4,DEM,4,4,8,
Mariposa,Indian Peak 5001 ,Mitchell White,U S House,4,REP,5,8,13,
Mariposa,Indian Peak 5001 ,Roza Calderon,U S House,4,DEM,4,7,11,
Mariposa,Indian Peak 5001 ,Tom McClintock,U S House,4,REP,48,146,194,
Mariposa,Indian Peak 5001 ,Jessica Morse ,U S House,4,DEM,9,41,50,
Mariposa,Indian Peak 5001 ,Tom Pratt,State Senate,8,DEM,8,30,38,
Mariposa,Indian Peak 5001 ,Mark Belden,State Senate,8,NON,10,10,20,
Mariposa,Indian Peak 5001 ,Andreas Borgeas,State Senate,8,REP,46,143,189,
Mariposa,Indian Peak 5001 ,Paulina Miranda ,State Senate,8,DEM,11,28,39,
Mariposa,Indian Peak 5001 ,Carla J Neal,State Assembly ,5,DEM,22,60,82,
Mariposa,Indian Peak 5001 ,Frank Bigelow,State Assembly ,5,REP,55,157,212,
Mariposa,Ponderosa 5002 ,,Registered Voters,,,,,653,
Mariposa,Ponderosa 5002 ,,Ballots Cast,,,109,257,366,
Mariposa,Ponderosa 5002 ,Josh Jones,Governor ,,GRN,1,1,2,
Mariposa,Ponderosa 5002 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Ponderosa 5002 ,Gloria Estela La Riva,Governor ,,PF,0,2,2,
Mariposa,Ponderosa 5002 ,Peter Y Liu,Governor ,,REP,2,0,2,
Mariposa,Ponderosa 5002 ,Antonio Villaraigosa,Governor ,,DEM,9,23,32,
Mariposa,Ponderosa 5002 ,Yvonne Girard,Governor ,,REP,2,5,7,
Mariposa,Ponderosa 5002 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Ponderosa 5002 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Ponderosa 5002 ,Travis Allen,Governor ,,REP,33,55,88,
Mariposa,Ponderosa 5002 ,Akinyemi Agbede,Governor ,,DEM,0,1,1,
Mariposa,Ponderosa 5002 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Ponderosa 5002 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Ponderosa 5002 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Ponderosa 5002 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Ponderosa 5002 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
