county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Tulare,599819   MB PORTERVILLE,Governor,,,Registered,653,,,
Tulare,599820   MB POPLAR,Governor,,,Registered,342,,,
Tulare,599821   MB PORTERVILLE,Governor,,,Registered,168,,,
Tulare,599822   MB POPLAR,Governor,,,Registered,1,,,
Tulare,599824   MB PORTERVILLE,Governor,,,Registered,37,,,
Tulare,599825   MB PORTERVILLE,Governor,,,Registered,4,,,
Tulare,599826   MB DUCOR,Governor,,,Registered,275,,,
Tulare,599827   MB RICHGROVE,Governor,,,Registered,1,,,
Tulare,102001   EXETER MEM. #1,Governor,,,Ballots,1008,430,578,0
Tulare,102004   EXETER MEM. #2,Governor,,,Ballots,1342,502,837,3
Tulare,102009   EXETER MEM. #3,Governor,,,Ballots,531,188,342,1
Tulare,103001   LINDSAY MEM. #1,Governor,,,Ballots,1270,478,791,1
Tulare,103801   MB LINDSAY,Governor,,,Ballots,319,2,1,316
Tulare,106002   SIERRA BAPTIST #1,Governor,,,Ballots,1496,494,1000,2
Tulare,106003   CAL FIRE #1,Governor,,,Ballots,1269,445,824,0
Tulare,106005   CAL FIRE #2,Governor,,,Ballots,2003,718,1284,1
Tulare,106010   SIERRA BAPTIST #2,Governor,,,Ballots,1556,593,962,1
Tulare,106801   MB VISALIA,Governor,,,Ballots,169,8,2,159
Tulare,106802   MB VISALIA,Governor,,,Ballots,102,1,2,99
Tulare,106803   MB VISALIA,Governor,,,Ballots,8,0,0,8
Tulare,106901   GRACE COMM. #1,Governor,,,Ballots,265,103,162,0
Tulare,106902   GRACE COMM. #2,Governor,,,Ballots,1392,530,859,3
Tulare,106910   GRACE COMM. #3,Governor,,,Ballots,544,183,361,0
Tulare,108005   FARMERSVILLE CITY H,Governor,,,Ballots,1153,487,665,1
Tulare,108801   MB FARMERSVILLE,Governor,,,Ballots,366,11,3,352
Tulare,199306   THREE RIVERS MEM.,Governor,,,Ballots,1261,412,848,1
Tulare,199537   LINDSAY MEM. #2,Governor,,,Ballots,153,65,88,0
Tulare,199801   MB EXETER,Governor,,,Ballots,1002,11,2,989
Tulare,199802   MB VISALIA,Governor,,,Ballots,305,0,0,305
Tulare,199803   MB VISALIA,Governor,,,Ballots,43,0,0,43
Tulare,199804   MB VISALIA,Governor,,,Ballots,39,0,0,39
Tulare,199805   MB FARMERSVILLE,Governor,,,Ballots,95,4,1,90
Tulare,199806   MB FARMERSVILLE,Governor,,,Ballots,38,2,0,36
Tulare,199807   MB FARMERSVILLE,Governor,,,Ballots,181,2,1,178
Tulare,199808   MB VISALIA,Governor,,,Ballots,7,0,0,7
Tulare,199809   MB SUNDALE,Governor,,,Ballots,5,0,0,5
Tulare,199810   MB TULARE,Governor,,,Ballots,64,1,0,63
Tulare,199811   MB TULARE,Governor,,,Ballots,19,0,0,19
Tulare,199813   MB STRATHMORE,Governor,,,Ballots,65,0,0,65
Tulare,199814   MB STRATHMORE,Governor,,,Ballots,61,0,0,61
Tulare,199815   MB WOODVILLE,Governor,,,Ballots,94,4,0,90
Tulare,199817   MB LINDSAY,Governor,,,Ballots,447,8,2,437
Tulare,199818   MB WOODVILLE,Governor,,,Ballots,50,2,0,48
Tulare,199819   MB FARMERSVILLE,Governor,,,Ballots,29,0,0,29
Tulare,199821   MB EXETER,Governor,,,Ballots,52,1,0,51
Tulare,199822   MB FARMERSVILLE,Governor,,,Ballots,2,0,0,2
Tulare,199823   MB VISALIA,Governor,,,Ballots,43,0,0,43
Tulare,199824   MB FARMERSVILLE,Governor,,,Ballots,1,0,0,1
Tulare,199825   MB FARMERSVILLE,Governor,,,Ballots,54,2,0,52
Tulare,199826   MB WOODLAKE,Governor,,,Ballots,8,0,0,8
Tulare,199827   MB YOKOHL VALLEY,Governor,,,Ballots,381,9,1,371
Tulare,199828   MB EXETER,Governor,,,Ballots,613,8,3,602
Tulare,199830   MB LEMON COVE,Governor,,,Ballots,45,0,1,44
Tulare,199831   MB THREE RIVERS,Governor,,,Ballots,36,0,0,36
Tulare,199835   MB STRATHMORE,Governor,,,Ballots,400,10,0,390
Tulare,199836   MB STRATHMORE,Governor,,,Ballots,496,16,1,479
Tulare,199838   MB WOODLAKE,Governor,,,Ballots,1,0,0,1
Tulare,199839   MB LINDSAY,Governor,,,Ballots,57,0,0,57
Tulare,199840   MB STRATHMORE,Governor,,,Ballots,220,4,0,216
Tulare,199841   MB STRATHMORE,Governor,,,Ballots,121,5,1,115
Tulare,199842   MB PORTERVILLE,Governor,,,Ballots,3,0,0,3
Tulare,199843   MB WOODVILLE,Governor,,,Ballots,42,0,0,42
Tulare,199844   MB PORTERVILLE,Governor,,,Ballots,5,0,0,5
Tulare,199845   MB PORTERVILLE,Governor,,,Ballots,83,0,0,83
Tulare,199846   MB WOODVILLE,Governor,,,Ballots,2,0,0,2
Tulare,199847   MB STRATHMORE,Governor,,,Ballots,52,1,0,51
Tulare,199848   MB STRATHMORE,Governor,,,Ballots,53,0,0,53
Tulare,199849   MB STRATHMORE,Governor,,,Ballots,22,0,0,22
Tulare,199850   MB STRATHMORE,Governor,,,Ballots,29,0,0,29
Tulare,199851   MB STRATHMORE,Governor,,,Ballots,90,2,0,88
Tulare,199853   MB STRATHMORE,Governor,,,Ballots,2,0,0,2
Tulare,205105   MISSIONARY BAPTIST,Governor,,,Ballots,1174,475,695,4
Tulare,205106   CHURCH OF GOD #1,Governor,,,Ballots,548,243,299,6
Tulare,205201   CHURCH OF GOD #2,Governor,,,Ballots,1128,403,721,4
Tulare,205302   WAYSIDE,Governor,,,Ballots,1252,524,727,1
Tulare,205305   TULARE CO. AG. #2,Governor,,,Ballots,805,326,479,0
Tulare,205401   GARDEN SCHOOL,Governor,,,Ballots,1253,485,768,0
Tulare,205405   TULARE COMM. CHUR,Governor,,,Ballots,1865,661,1204,0
Tulare,205501   PROSPERITY BAPTIST,Governor,,,Ballots,1598,542,1055,1
Tulare,205502   PROSPERITY BAPTIST,Governor,,,Ballots,1584,559,1025,0
Tulare,205504   TULARE MEM.,Governor,,,Ballots,1629,643,985,1
Tulare,205801   MB TULARE,Governor,,,Ballots,75,0,0,75
Tulare,205802   MB TULARE,Governor,,,Ballots,434,0,3,431
Tulare,205803   MB TULARE,Governor,,,Ballots,373,0,1,372
Tulare,205864   MB TULARE,Governor,,,Ballots,327,0,0,327
Tulare,299017   TULARE CO. AG. #1,Governor,,,Ballots,200,49,151,0
Tulare,299701   TIPTON MEM.,Governor,,,Ballots,280,132,147,1
Tulare,299748   EARLIMART MEM.,Governor,,,Ballots,618,313,304,1
Tulare,299801   MB TULARE,Governor,,,Ballots,17,0,0,17
Tulare,299802   MB TULARE,Governor,,,Ballots,1215,0,8,1207
Tulare,299803   MB TULARE,Governor,,,Ballots,595,0,2,593
Tulare,299804   MB CORCORAN,Governor,,,Ballots,4,0,0,4
Tulare,299805   MB TIPTON,Governor,,,Ballots,42,0,0,42
Tulare,299806   MB WOODVILLE,Governor,,,Ballots,14,0,0,14
Tulare,299807   MB TULARE,Governor,,,Ballots,12,0,0,12
Tulare,299809   MB RICHGROVE,Governor,,,Ballots,26,0,0,26
Tulare,299810   MB DUCOR,Governor,,,Ballots,12,0,0,12
Tulare,299811   MB POPLAR,Governor,,,Ballots,36,0,0,36
Tulare,299812   MB TERRA BELLA,Governor,,,Ballots,43,0,0,43
Tulare,299813   MB TERRA BELLA,Governor,,,Ballots,20,0,1,19
Tulare,299815   MB ALLENSWORTH,Governor,,,Ballots,57,0,1,56
Tulare,299816   MB EARLIMART,Governor,,,Ballots,229,0,1,228
Tulare,299817   MB RICHGROVE,Governor,,,Ballots,0,0,0,0
Tulare,299818   MB POPLAR,Governor,,,Ballots,0,0,0,0
Tulare,299819   MB PIXLEY,Governor,,,Ballots,584,0,5,579
Tulare,299820   MB PIXLEY,Governor,,,Ballots,90,0,0,90
Tulare,299821   MB ALPAUGH,Governor,,,Ballots,61,0,0,61
Tulare,299822   MB ALPAUGH,Governor,,,Ballots,41,0,0,41
Tulare,299823   MB TIPTON,Governor,,,Ballots,55,0,0,55
Tulare,299825   MB EARLIMART,Governor,,,Ballots,0,0,0,0
Tulare,306001   VISALIA NAZ #1,Governor,,,Ballots,371,71,299,1
Tulare,306002   VISALIA COMM. CHUR,Governor,,,Ballots,1161,454,701,6
Tulare,306003   VISALIA,Governor,,,Ballots,857,275,579,3
Tulare,306008   GATEWAY #1,Governor,,,Ballots,1641,617,1021,3
Tulare,306009   VISALIA,Governor,,,Ballots,1612,611,999,2
Tulare,306017   CHRIST LUTHERAN #1,Governor,,,Ballots,982,419,561,2
Tulare,306019   CHRIST LUTHERAN #2,Governor,,,Ballots,1470,444,1023,3
Tulare,306021,Governor,,,Ballots,1338,436,902,0
Tulare,306026   GATEWAY #2,Governor,,,Ballots,1363,464,897,2
Tulare,306027   VISALIA NAZ #2,Governor,,,Ballots,971,374,596,1
Tulare,306030   VISALIA COMM. CHUR,Governor,,,Ballots,1837,665,1170,2
Tulare,306037   VISALIA,Governor,,,Ballots,897,306,590,1
Tulare,306039   VISALIA,Governor,,,Ballots,1712,558,1149,5
Tulare,306801   MB VISALIA,Governor,,,Ballots,153,4,0,149
Tulare,306803   MB VISALIA,Governor,,,Ballots,4,1,0,3
Tulare,306804   MB VISALIA,Governor,,,Ballots,3,0,0,3
Tulare,306805   MB VISALIA,Governor,,,Ballots,122,1,0,121
Tulare,306806   MB VISALIA,Governor,,,Ballots,13,0,0,13
Tulare,306910   P.P.A.V. HALL,Governor,,,Ballots,954,329,624,1
Tulare,306912   VISALIA 1ST CHRISTIA,Governor,,,Ballots,1590,582,1006,2
Tulare,306914   VISALIA 1ST CHRISTIA,Governor,,,Ballots,1434,433,1000,1
Tulare,306915   ANTHONY COMM. CTR,Governor,,,Ballots,964,386,576,2
Tulare,306918   MANUEL HERNANDEZ,Governor,,,Ballots,711,271,440,0
Tulare,306923   SONS OF ITALY #1,Governor,,,Ballots,1432,456,970,6
Tulare,306927   SONS OF ITALY #4,Governor,,,Ballots,1878,624,1232,22
Tulare,306931   SONS OF ITALY #3,Governor,,,Ballots,1438,417,1014,7
Tulare,306951   SONS OF ITALY #2,Governor,,,Ballots,930,283,640,7
Tulare,399801   MB VISALIA,Governor,,,Ballots,84,1,0,83
Tulare,399802   MB VISALIA,Governor,,,Ballots,190,1,1,188
Tulare,399803   MB VISALIA,Governor,,,Ballots,16,0,0,16
Tulare,399804   MB VISALIA,Governor,,,Ballots,70,0,2,68
Tulare,399805   MB VISALIA,Governor,,,Ballots,90,2,1,87
Tulare,399806   MB VISALIA,Governor,,,Ballots,26,0,0,26
Tulare,399807   MB VISALIA,Governor,,,Ballots,1,0,0,1
Tulare,399808   MB GOSHEN,Governor,,,Ballots,10,0,0,10
Tulare,399809   MB GOSHEN,Governor,,,Ballots,28,1,1,26
Tulare,399810   MB VISALIA,Governor,,,Ballots,5,0,0,5
Tulare,399812   MB GOSHEN,Governor,,,Ballots,2,1,0,1
Tulare,401101   DINUBA COMM. CTR. #,Governor,,,Ballots,499,173,323,3
Tulare,401201   DINUBA MEM.,Governor,,,Ballots,501,189,312,0
Tulare,401301   DINUBA COMM. CTR. #,Governor,,,Ballots,430,137,291,2
Tulare,401303   DINUBA COMM. CTR. #,Governor,,,Ballots,248,107,141,0
Tulare,401401   DINUBA CHRISTIAN,Governor,,,Ballots,1001,364,633,4
Tulare,401505   DINUBA COMM. CTR. #,Governor,,,Ballots,366,109,257,0
Tulare,401801   MB DINUBA,Governor,,,Ballots,186,4,1,181
Tulare,401802   MB DINUBA,Governor,,,Ballots,562,3,5,554
Tulare,406905   MANUEL HERNANDEZ,Governor,,,Ballots,1115,402,708,5
Tulare,406917   MANUEL HERNANDEZ,Governor,,,Ballots,1039,367,669,3
Tulare,407001   WOODLAKE MEM. #1,Governor,,,Ballots,892,360,531,1
Tulare,407004   WOODLAKE MEM. #2,Governor,,,Ballots,307,135,172,0
Tulare,499006   GOSHEN CSD,Governor,,,Ballots,622,244,376,2
Tulare,499044   KINGSBURG FIRE STA,Governor,,,Ballots,261,121,140,0
