precinct,office,district,party,candidate,votes,election_day,mail,county
1133,Public Instruction,,None,Tony K. Thurmond,41,0,41,sonoma
1134,Public Instruction,,None,Tony K. Thurmond,43,0,43,sonoma
1136,Public Instruction,,None,Tony K. Thurmond,444,71,373,sonoma
1144,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
1146,Public Instruction,,None,Tony K. Thurmond,49,0,49,sonoma
1147,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
1802,Public Instruction,,None,Tony K. Thurmond,731,135,596,sonoma
1811,Public Instruction,,None,Tony K. Thurmond,60,0,60,sonoma
1812,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
1814,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
2016,Public Instruction,,None,Tony K. Thurmond,102,0,102,sonoma
2020,Public Instruction,,None,Tony K. Thurmond,96,0,96,sonoma
2022,Public Instruction,,None,Tony K. Thurmond,34,0,34,sonoma
2026,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
2027,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
2028,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
2029,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
2032,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
2034,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
2036,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
2037,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
2038,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
2039,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
2041,Public Instruction,,None,Tony K. Thurmond,8,0,8,sonoma
2042,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
2301,Public Instruction,,None,Tony K. Thurmond,808,197,611,sonoma
2502,Public Instruction,,None,Tony K. Thurmond,1045,230,815,sonoma
2503,Public Instruction,,None,Tony K. Thurmond,515,135,380,sonoma
2504,Public Instruction,,None,Tony K. Thurmond,1041,288,753,sonoma
2508,Public Instruction,,None,Tony K. Thurmond,668,129,539,sonoma
2509,Public Instruction,,None,Tony K. Thurmond,743,130,613,sonoma
2514,Public Instruction,,None,Tony K. Thurmond,1006,182,824,sonoma
2515,Public Instruction,,None,Tony K. Thurmond,355,94,261,sonoma
2519,Public Instruction,,None,Tony K. Thurmond,947,189,758,sonoma
2523,Public Instruction,,None,Tony K. Thurmond,820,164,656,sonoma
2530,Public Instruction,,None,Tony K. Thurmond,749,168,581,sonoma
2531,Public Instruction,,None,Tony K. Thurmond,620,109,511,sonoma
2536,Public Instruction,,None,Tony K. Thurmond,339,65,274,sonoma
2540,Public Instruction,,None,Tony K. Thurmond,1071,247,824,sonoma
2601,Public Instruction,,None,Tony K. Thurmond,836,180,656,sonoma
2602,Public Instruction,,None,Tony K. Thurmond,444,114,330,sonoma
2604,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
2606,Public Instruction,,None,Tony K. Thurmond,748,170,578,sonoma
3001,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
3002,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
3005,Public Instruction,,None,Tony K. Thurmond,111,12,99,sonoma
3006,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
3011,Public Instruction,,None,Tony K. Thurmond,288,72,216,sonoma
3017,Public Instruction,,None,Tony K. Thurmond,27,0,27,sonoma
3021,Public Instruction,,None,Tony K. Thurmond,19,0,19,sonoma
3024,Public Instruction,,None,Tony K. Thurmond,17,0,17,sonoma
3102,Public Instruction,,None,Tony K. Thurmond,50,0,50,sonoma
3104,Public Instruction,,None,Tony K. Thurmond,12,0,12,sonoma
3105,Public Instruction,,None,Tony K. Thurmond,200,34,166,sonoma
3110,Public Instruction,,None,Tony K. Thurmond,420,53,367,sonoma
3111,Public Instruction,,None,Tony K. Thurmond,10,0,10,sonoma
3114,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
3117,Public Instruction,,None,Tony K. Thurmond,317,58,259,sonoma
3118,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
3121,Public Instruction,,None,Tony K. Thurmond,49,0,49,sonoma
3123,Public Instruction,,None,Tony K. Thurmond,231,48,183,sonoma
3124,Public Instruction,,None,Tony K. Thurmond,566,158,408,sonoma
3125,Public Instruction,,None,Tony K. Thurmond,105,0,105,sonoma
3126,Public Instruction,,None,Tony K. Thurmond,637,133,504,sonoma
3128,Public Instruction,,None,Tony K. Thurmond,1004,236,768,sonoma
3130,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
3133,Public Instruction,,None,Tony K. Thurmond,73,0,73,sonoma
3137,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
3138,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
3142,Public Instruction,,None,Tony K. Thurmond,723,176,547,sonoma
3601,Public Instruction,,None,Tony K. Thurmond,698,163,535,sonoma
3602,Public Instruction,,None,Tony K. Thurmond,875,198,677,sonoma
3603,Public Instruction,,None,Tony K. Thurmond,796,205,591,sonoma
3605,Public Instruction,,None,Tony K. Thurmond,376,96,280,sonoma
3609,Public Instruction,,None,Tony K. Thurmond,827,162,665,sonoma
3611,Public Instruction,,None,Tony K. Thurmond,654,145,509,sonoma
3614,Public Instruction,,None,Tony K. Thurmond,788,140,648,sonoma
3616,Public Instruction,,None,Tony K. Thurmond,694,149,545,sonoma
3618,Public Instruction,,None,Tony K. Thurmond,736,147,589,sonoma
3621,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
3622,Public Instruction,,None,Tony K. Thurmond,142,0,142,sonoma
4005,Public Instruction,,None,Tony K. Thurmond,47,0,47,sonoma
4009,Public Instruction,,None,Tony K. Thurmond,76,0,76,sonoma
4012,Public Instruction,,None,Tony K. Thurmond,10,0,10,sonoma
4013,Public Instruction,,None,Tony K. Thurmond,39,0,39,sonoma
4015,Public Instruction,,None,Tony K. Thurmond,81,17,64,sonoma
4017,Public Instruction,,None,Tony K. Thurmond,25,0,25,sonoma
4018,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
4019,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
4021,Public Instruction,,None,Tony K. Thurmond,60,0,60,sonoma
4027,Public Instruction,,None,Tony K. Thurmond,50,0,50,sonoma
4030,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
4037,Public Instruction,,None,Tony K. Thurmond,35,0,35,sonoma
4039,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
4051,Public Instruction,,None,Tony K. Thurmond,87,0,87,sonoma
4052,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
4054,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
4064,Public Instruction,,None,Tony K. Thurmond,18,0,18,sonoma
4065,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
4066,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
4067,Public Instruction,,None,Tony K. Thurmond,21,0,21,sonoma
4070,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
4072,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
4073,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
4074,Public Instruction,,None,Tony K. Thurmond,71,0,71,sonoma
4101,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
4102,Public Instruction,,None,Tony K. Thurmond,20,0,20,sonoma
4103,Public Instruction,,None,Tony K. Thurmond,539,107,432,sonoma
4104,Public Instruction,,None,Tony K. Thurmond,63,0,63,sonoma
4106,Public Instruction,,None,Tony K. Thurmond,38,0,38,sonoma
4110,Public Instruction,,None,Tony K. Thurmond,750,137,613,sonoma
4113,Public Instruction,,None,Tony K. Thurmond,32,0,32,sonoma
4127,Public Instruction,,None,Tony K. Thurmond,502,101,401,sonoma
4128,Public Instruction,,None,Tony K. Thurmond,32,0,32,sonoma
4129,Public Instruction,,None,Tony K. Thurmond,23,0,23,sonoma
4201,Public Instruction,,None,Tony K. Thurmond,714,164,550,sonoma
4203,Public Instruction,,None,Tony K. Thurmond,451,117,334,sonoma
4204,Public Instruction,,None,Tony K. Thurmond,742,143,599,sonoma
4401,Public Instruction,,None,Tony K. Thurmond,699,147,552,sonoma
4402,Public Instruction,,None,Tony K. Thurmond,890,190,700,sonoma
4406,Public Instruction,,None,Tony K. Thurmond,575,139,436,sonoma
4407,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
4902,Public Instruction,,None,Tony K. Thurmond,694,149,545,sonoma
4903,Public Instruction,,None,Tony K. Thurmond,591,102,489,sonoma
4904,Public Instruction,,None,Tony K. Thurmond,619,99,520,sonoma
4905,Public Instruction,,None,Tony K. Thurmond,68,0,68,sonoma
4906,Public Instruction,,None,Tony K. Thurmond,765,115,650,sonoma
4907,Public Instruction,,None,Tony K. Thurmond,770,144,626,sonoma
4908,Public Instruction,,None,Tony K. Thurmond,827,164,663,sonoma
5002,Public Instruction,,None,Tony K. Thurmond,92,0,92,sonoma
5005,Public Instruction,,None,Tony K. Thurmond,97,0,97,sonoma
5007,Public Instruction,,None,Tony K. Thurmond,21,0,21,sonoma
5009,Public Instruction,,None,Tony K. Thurmond,13,0,13,sonoma
5012,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5013,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
5015,Public Instruction,,None,Tony K. Thurmond,36,0,36,sonoma
5017,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5019,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5024,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
5025,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5029,Public Instruction,,None,Tony K. Thurmond,31,0,31,sonoma
5031,Public Instruction,,None,Tony K. Thurmond,297,70,227,sonoma
5033,Public Instruction,,None,Tony K. Thurmond,21,0,21,sonoma
5037,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
5038,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
5039,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
5040,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
5043,Public Instruction,,None,Tony K. Thurmond,33,0,33,sonoma
5046,Public Instruction,,None,Tony K. Thurmond,85,0,85,sonoma
5048,Public Instruction,,None,Tony K. Thurmond,46,0,46,sonoma
5050,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
5052,Public Instruction,,None,Tony K. Thurmond,79,0,79,sonoma
5054,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5056,Public Instruction,,None,Tony K. Thurmond,80,0,80,sonoma
5057,Public Instruction,,None,Tony K. Thurmond,39,0,39,sonoma
5058,Public Instruction,,None,Tony K. Thurmond,34,0,34,sonoma
5059,Public Instruction,,None,Tony K. Thurmond,12,0,12,sonoma
5060,Public Instruction,,None,Tony K. Thurmond,37,0,37,sonoma
5062,Public Instruction,,None,Tony K. Thurmond,60,0,60,sonoma
5063,Public Instruction,,None,Tony K. Thurmond,113,0,113,sonoma
5064,Public Instruction,,None,Tony K. Thurmond,97,0,97,sonoma
5065,Public Instruction,,None,Tony K. Thurmond,13,0,13,sonoma
5067,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5068,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
5069,Public Instruction,,None,Tony K. Thurmond,39,0,39,sonoma
5070,Public Instruction,,None,Tony K. Thurmond,12,0,12,sonoma
5071,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
5074,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
5075,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5076,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5077,Public Instruction,,None,Tony K. Thurmond,162,27,135,sonoma
5101,Public Instruction,,None,Tony K. Thurmond,338,61,277,sonoma
5104,Public Instruction,,None,Tony K. Thurmond,735,148,587,sonoma
5107,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
5108,Public Instruction,,None,Tony K. Thurmond,36,0,36,sonoma
5110,Public Instruction,,None,Tony K. Thurmond,38,0,38,sonoma
5114,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5115,Public Instruction,,None,Tony K. Thurmond,316,67,249,sonoma
5116,Public Instruction,,None,Tony K. Thurmond,119,0,119,sonoma
5117,Public Instruction,,None,Tony K. Thurmond,40,0,40,sonoma
5118,Public Instruction,,None,Tony K. Thurmond,39,0,39,sonoma
5121,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
5122,Public Instruction,,None,Tony K. Thurmond,29,0,29,sonoma
5124,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
5125,Public Instruction,,None,Tony K. Thurmond,63,0,63,sonoma
5126,Public Instruction,,None,Tony K. Thurmond,43,0,43,sonoma
7101,Public Instruction,,None,Tony K. Thurmond,94,0,94,sonoma
7102,Public Instruction,,None,Tony K. Thurmond,130,25,105,sonoma
7103,Public Instruction,,None,Tony K. Thurmond,12,0,12,sonoma
7104,Public Instruction,,None,Tony K. Thurmond,264,56,208,sonoma
7105,Public Instruction,,None,Tony K. Thurmond,28,0,28,sonoma
7106,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7107,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
7108,Public Instruction,,None,Tony K. Thurmond,89,0,89,sonoma
7109,Public Instruction,,None,Tony K. Thurmond,67,0,67,sonoma
7110,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
7111,Public Instruction,,None,Tony K. Thurmond,53,0,53,sonoma
7112,Public Instruction,,None,Tony K. Thurmond,314,58,256,sonoma
7113,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7114,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7115,Public Instruction,,None,Tony K. Thurmond,15,0,15,sonoma
7116,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7117,Public Instruction,,None,Tony K. Thurmond,31,0,31,sonoma
7118,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7119,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7120,Public Instruction,,None,Tony K. Thurmond,523,139,384,sonoma
7121,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
7122,Public Instruction,,None,Tony K. Thurmond,26,0,26,sonoma
7123,Public Instruction,,None,Tony K. Thurmond,146,36,110,sonoma
7124,Public Instruction,,None,Tony K. Thurmond,24,0,24,sonoma
7125,Public Instruction,,None,Tony K. Thurmond,18,0,18,sonoma
7126,Public Instruction,,None,Tony K. Thurmond,10,0,10,sonoma
7127,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7128,Public Instruction,,None,Tony K. Thurmond,24,0,24,sonoma
7129,Public Instruction,,None,Tony K. Thurmond,36,0,36,sonoma
7130,Public Instruction,,None,Tony K. Thurmond,67,0,67,sonoma
7131,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7132,Public Instruction,,None,Tony K. Thurmond,24,0,24,sonoma
7133,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7134,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7135,Public Instruction,,None,Tony K. Thurmond,173,28,145,sonoma
7136,Public Instruction,,None,Tony K. Thurmond,174,24,150,sonoma
7137,Public Instruction,,None,Tony K. Thurmond,1098,261,837,sonoma
7138,Public Instruction,,None,Tony K. Thurmond,670,156,514,sonoma
7139,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
7140,Public Instruction,,None,Tony K. Thurmond,45,0,45,sonoma
7141,Public Instruction,,None,Tony K. Thurmond,755,161,594,sonoma
7142,Public Instruction,,None,Tony K. Thurmond,829,212,617,sonoma
7143,Public Instruction,,None,Tony K. Thurmond,702,108,594,sonoma
7144,Public Instruction,,None,Tony K. Thurmond,102,0,102,sonoma
7145,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7146,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
7147,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7148,Public Instruction,,None,Tony K. Thurmond,424,81,343,sonoma
7149,Public Instruction,,None,Tony K. Thurmond,160,51,109,sonoma
7150,Public Instruction,,None,Tony K. Thurmond,4,0,4,sonoma
7151,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7152,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7153,Public Instruction,,None,Tony K. Thurmond,163,38,125,sonoma
7154,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7155,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7156,Public Instruction,,None,Tony K. Thurmond,229,43,186,sonoma
7157,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7158,Public Instruction,,None,Tony K. Thurmond,21,0,21,sonoma
7159,Public Instruction,,None,Tony K. Thurmond,34,0,34,sonoma
7160,Public Instruction,,None,Tony K. Thurmond,115,9,106,sonoma
7161,Public Instruction,,None,Tony K. Thurmond,66,0,66,sonoma
7162,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7163,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7164,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
7165,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
7166,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7167,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7168,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7169,Public Instruction,,None,Tony K. Thurmond,52,0,52,sonoma
7170,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7171,Public Instruction,,None,Tony K. Thurmond,1059,219,840,sonoma
7172,Public Instruction,,None,Tony K. Thurmond,78,0,78,sonoma
7173,Public Instruction,,None,Tony K. Thurmond,294,66,228,sonoma
7174,Public Instruction,,None,Tony K. Thurmond,502,67,435,sonoma
7175,Public Instruction,,None,Tony K. Thurmond,731,166,565,sonoma
7176,Public Instruction,,None,Tony K. Thurmond,572,120,452,sonoma
7177,Public Instruction,,None,Tony K. Thurmond,113,0,113,sonoma
7178,Public Instruction,,None,Tony K. Thurmond,774,134,640,sonoma
7179,Public Instruction,,None,Tony K. Thurmond,860,173,687,sonoma
7180,Public Instruction,,None,Tony K. Thurmond,113,0,113,sonoma
7181,Public Instruction,,None,Tony K. Thurmond,19,0,19,sonoma
7182,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7183,Public Instruction,,None,Tony K. Thurmond,1043,81,962,sonoma
7184,Public Instruction,,None,Tony K. Thurmond,678,139,539,sonoma
7185,Public Instruction,,None,Tony K. Thurmond,703,123,580,sonoma
7186,Public Instruction,,None,Tony K. Thurmond,977,175,802,sonoma
7187,Public Instruction,,None,Tony K. Thurmond,810,136,674,sonoma
7188,Public Instruction,,None,Tony K. Thurmond,531,80,451,sonoma
7189,Public Instruction,,None,Tony K. Thurmond,40,0,40,sonoma
7190,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
7191,Public Instruction,,None,Tony K. Thurmond,23,0,23,sonoma
7192,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7201,Public Instruction,,None,Tony K. Thurmond,72,0,72,sonoma
7202,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7203,Public Instruction,,None,Tony K. Thurmond,904,191,713,sonoma
7204,Public Instruction,,None,Tony K. Thurmond,29,0,29,sonoma
7205,Public Instruction,,None,Tony K. Thurmond,34,0,34,sonoma
7206,Public Instruction,,None,Tony K. Thurmond,68,0,68,sonoma
7207,Public Instruction,,None,Tony K. Thurmond,866,187,679,sonoma
7208,Public Instruction,,None,Tony K. Thurmond,1204,312,892,sonoma
7209,Public Instruction,,None,Tony K. Thurmond,24,0,24,sonoma
7210,Public Instruction,,None,Tony K. Thurmond,115,24,91,sonoma
7211,Public Instruction,,None,Tony K. Thurmond,37,0,37,sonoma
7212,Public Instruction,,None,Tony K. Thurmond,14,0,14,sonoma
7213,Public Instruction,,None,Tony K. Thurmond,538,104,434,sonoma
7214,Public Instruction,,None,Tony K. Thurmond,90,0,90,sonoma
7215,Public Instruction,,None,Tony K. Thurmond,596,129,467,sonoma
7216,Public Instruction,,None,Tony K. Thurmond,382,92,290,sonoma
7217,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
7218,Public Instruction,,None,Tony K. Thurmond,97,0,97,sonoma
7219,Public Instruction,,None,Tony K. Thurmond,19,0,19,sonoma
7220,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7221,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
7222,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
7223,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7224,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7225,Public Instruction,,None,Tony K. Thurmond,347,82,265,sonoma
7226,Public Instruction,,None,Tony K. Thurmond,338,75,263,sonoma
7227,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7228,Public Instruction,,None,Tony K. Thurmond,365,56,309,sonoma
7229,Public Instruction,,None,Tony K. Thurmond,752,151,601,sonoma
7230,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7231,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7232,Public Instruction,,None,Tony K. Thurmond,9,0,9,sonoma
7233,Public Instruction,,None,Tony K. Thurmond,64,0,64,sonoma
7234,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7235,Public Instruction,,None,Tony K. Thurmond,85,0,85,sonoma
7236,Public Instruction,,None,Tony K. Thurmond,212,40,172,sonoma
7237,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7238,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7239,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7240,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7241,Public Instruction,,None,Tony K. Thurmond,23,0,23,sonoma
7242,Public Instruction,,None,Tony K. Thurmond,125,0,125,sonoma
7243,Public Instruction,,None,Tony K. Thurmond,14,0,14,sonoma
7244,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
7245,Public Instruction,,None,Tony K. Thurmond,47,0,47,sonoma
7246,Public Instruction,,None,Tony K. Thurmond,13,0,13,sonoma
7247,Public Instruction,,None,Tony K. Thurmond,25,0,25,sonoma
7248,Public Instruction,,None,Tony K. Thurmond,460,119,341,sonoma
7249,Public Instruction,,None,Tony K. Thurmond,603,116,487,sonoma
7250,Public Instruction,,None,Tony K. Thurmond,1115,242,873,sonoma
7251,Public Instruction,,None,Tony K. Thurmond,1062,261,801,sonoma
7252,Public Instruction,,None,Tony K. Thurmond,838,171,667,sonoma
7253,Public Instruction,,None,Tony K. Thurmond,291,61,230,sonoma
7254,Public Instruction,,None,Tony K. Thurmond,645,153,492,sonoma
7301,Public Instruction,,None,Tony K. Thurmond,3,0,3,sonoma
7302,Public Instruction,,None,Tony K. Thurmond,41,0,41,sonoma
7303,Public Instruction,,None,Tony K. Thurmond,50,0,50,sonoma
7304,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
7305,Public Instruction,,None,Tony K. Thurmond,42,0,42,sonoma
7306,Public Instruction,,None,Tony K. Thurmond,10,0,10,sonoma
7307,Public Instruction,,None,Tony K. Thurmond,28,0,28,sonoma
7308,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
7309,Public Instruction,,None,Tony K. Thurmond,10,0,10,sonoma
7310,Public Instruction,,None,Tony K. Thurmond,307,68,239,sonoma
7311,Public Instruction,,None,Tony K. Thurmond,43,0,43,sonoma
7312,Public Instruction,,None,Tony K. Thurmond,307,46,261,sonoma
7313,Public Instruction,,None,Tony K. Thurmond,256,65,191,sonoma
7314,Public Instruction,,None,Tony K. Thurmond,581,117,464,sonoma
7315,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
7316,Public Instruction,,None,Tony K. Thurmond,922,208,714,sonoma
7317,Public Instruction,,None,Tony K. Thurmond,263,15,248,sonoma
7318,Public Instruction,,None,Tony K. Thurmond,204,31,173,sonoma
7319,Public Instruction,,None,Tony K. Thurmond,842,202,640,sonoma
7320,Public Instruction,,None,Tony K. Thurmond,745,151,594,sonoma
7321,Public Instruction,,None,Tony K. Thurmond,1180,300,880,sonoma
7322,Public Instruction,,None,Tony K. Thurmond,976,155,821,sonoma
7323,Public Instruction,,None,Tony K. Thurmond,737,163,574,sonoma
7324,Public Instruction,,None,Tony K. Thurmond,627,139,488,sonoma
7401,Public Instruction,,None,Tony K. Thurmond,51,0,51,sonoma
7402,Public Instruction,,None,Tony K. Thurmond,25,0,25,sonoma
7403,Public Instruction,,None,Tony K. Thurmond,365,96,269,sonoma
7404,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
7405,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7406,Public Instruction,,None,Tony K. Thurmond,43,0,43,sonoma
7407,Public Instruction,,None,Tony K. Thurmond,435,68,367,sonoma
7408,Public Instruction,,None,Tony K. Thurmond,594,104,490,sonoma
7409,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7410,Public Instruction,,None,Tony K. Thurmond,5,0,5,sonoma
7411,Public Instruction,,None,Tony K. Thurmond,985,212,773,sonoma
7412,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7413,Public Instruction,,None,Tony K. Thurmond,17,0,17,sonoma
7414,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7415,Public Instruction,,None,Tony K. Thurmond,15,0,15,sonoma
7416,Public Instruction,,None,Tony K. Thurmond,337,74,263,sonoma
7417,Public Instruction,,None,Tony K. Thurmond,84,0,84,sonoma
7418,Public Instruction,,None,Tony K. Thurmond,2,0,2,sonoma
7419,Public Instruction,,None,Tony K. Thurmond,6,0,6,sonoma
7420,Public Instruction,,None,Tony K. Thurmond,55,0,55,sonoma
7421,Public Instruction,,None,Tony K. Thurmond,69,0,69,sonoma
7422,Public Instruction,,None,Tony K. Thurmond,207,61,146,sonoma
7423,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7424,Public Instruction,,None,Tony K. Thurmond,38,0,38,sonoma
7425,Public Instruction,,None,Tony K. Thurmond,1,0,1,sonoma
7426,Public Instruction,,None,Tony K. Thurmond,15,0,15,sonoma
7427,Public Instruction,,None,Tony K. Thurmond,59,0,59,sonoma
7428,Public Instruction,,None,Tony K. Thurmond,664,131,533,sonoma
7429,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7430,Public Instruction,,None,Tony K. Thurmond,50,0,50,sonoma
7431,Public Instruction,,None,Tony K. Thurmond,17,0,17,sonoma
7432,Public Instruction,,None,Tony K. Thurmond,386,99,287,sonoma
7433,Public Instruction,,None,Tony K. Thurmond,11,0,11,sonoma
7434,Public Instruction,,None,Tony K. Thurmond,151,30,121,sonoma
7435,Public Instruction,,None,Tony K. Thurmond,53,0,53,sonoma
7436,Public Instruction,,None,Tony K. Thurmond,107,10,97,sonoma
7437,Public Instruction,,None,Tony K. Thurmond,91,0,91,sonoma
7438,Public Instruction,,None,Tony K. Thurmond,296,60,236,sonoma
7439,Public Instruction,,None,Tony K. Thurmond,0,0,0,sonoma
7440,Public Instruction,,None,Tony K. Thurmond,19,0,19,sonoma
7441,Public Instruction,,None,Tony K. Thurmond,28,0,28,sonoma
7442,Public Instruction,,None,Tony K. Thurmond,7,0,7,sonoma
