country,precinct,office,district,party,candidate,votes
San Joaquin,0545220 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,60
San Joaquin,0545270 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0644030 Escalon,Insurance Commissioner,,Dem,Ricardo Lara,8
San Joaquin,0843070 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0843110 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,0843160 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,911040,Insurance Commissioner,,Dem,Ricardo Lara,61
San Joaquin,911080,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,911090,Insurance Commissioner,,Dem,Ricardo Lara,24
San Joaquin,911130,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,911190,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,911191,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,911200,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,911210,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,911211,Insurance Commissioner,,Dem,Ricardo Lara,19
San Joaquin,911212,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,911220,Insurance Commissioner,,Dem,Ricardo Lara,19
San Joaquin,911230,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,911231,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,911250,Insurance Commissioner,,Dem,Ricardo Lara,14
San Joaquin,911260,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,912010,Insurance Commissioner,,Dem,Ricardo Lara,11
San Joaquin,912020,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,912030,Insurance Commissioner,,Dem,Ricardo Lara,23
San Joaquin,912031,Insurance Commissioner,,Dem,Ricardo Lara,88
San Joaquin,912040,Insurance Commissioner,,Dem,Ricardo Lara,27
San Joaquin,912042,Insurance Commissioner,,Dem,Ricardo Lara,46
San Joaquin,912080,Insurance Commissioner,,Dem,Ricardo Lara,26
San Joaquin,912090,Insurance Commissioner,,Dem,Ricardo Lara,12
San Joaquin,912140,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,912142,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,912240,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,912310,Insurance Commissioner,,Dem,Ricardo Lara,6
San Joaquin,913040,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,913070,Insurance Commissioner,,Dem,Ricardo Lara,15
San Joaquin,913080,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,913081,Insurance Commissioner,,Dem,Ricardo Lara,28
San Joaquin,913090,Insurance Commissioner,,Dem,Ricardo Lara,29
San Joaquin,913100,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,913140,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,913150,Insurance Commissioner,,Dem,Ricardo Lara,19
San Joaquin,913160,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,914040,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,914050,Insurance Commissioner,,Dem,Ricardo Lara,35
San Joaquin,914051,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,914060,Insurance Commissioner,,Dem,Ricardo Lara,12
San Joaquin,914061,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,914130,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,914150,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,914160,Insurance Commissioner,,Dem,Ricardo Lara,15
San Joaquin,914170,Insurance Commissioner,,Dem,Ricardo Lara,24
San Joaquin,914180,Insurance Commissioner,,Dem,Ricardo Lara,18
San Joaquin,914220,Insurance Commissioner,,Dem,Ricardo Lara,22
San Joaquin,914230,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,914231,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,914240,Insurance Commissioner,,Dem,Ricardo Lara,12
San Joaquin,914250,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,923010,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,924010,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,924011,Insurance Commissioner,,Dem,Ricardo Lara,18
San Joaquin,924020,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,924021,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,924030,Insurance Commissioner,,Dem,Ricardo Lara,29
San Joaquin,924031,Insurance Commissioner,,Dem,Ricardo Lara,37
San Joaquin,924032,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,924040,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,924041,Insurance Commissioner,,Dem,Ricardo Lara,44
San Joaquin,924080,Insurance Commissioner,,Dem,Ricardo Lara,53
San Joaquin,924160,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,924190,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,924210,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,924240,Insurance Commissioner,,Dem,Ricardo Lara,35
San Joaquin,924250,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,924270,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,924290,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,924320,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,924321,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,924330,Insurance Commissioner,,Dem,Ricardo Lara,31
San Joaquin,924360,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,924361,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,924370,Insurance Commissioner,,Dem,Ricardo Lara,16
San Joaquin,924380,Insurance Commissioner,,Dem,Ricardo Lara,11
San Joaquin,924390,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,924400,Insurance Commissioner,,Dem,Ricardo Lara,13
San Joaquin,933010,Insurance Commissioner,,Dem,Ricardo Lara,16
San Joaquin,933020,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,933030,Insurance Commissioner,,Dem,Ricardo Lara,41
San Joaquin,933040,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,935030,Insurance Commissioner,,Dem,Ricardo Lara,28
San Joaquin,935070,Insurance Commissioner,,Dem,Ricardo Lara,27
San Joaquin,935080,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,935090,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,935100,Insurance Commissioner,,Dem,Ricardo Lara,40
San Joaquin,935110,Insurance Commissioner,,Dem,Ricardo Lara,13
San Joaquin,935130,Insurance Commissioner,,Dem,Ricardo Lara,12
San Joaquin,935140,Insurance Commissioner,,Dem,Ricardo Lara,11
San Joaquin,935150,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,935160,Insurance Commissioner,,Dem,Ricardo Lara,44
San Joaquin,935170,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,935180,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,935181,Insurance Commissioner,,Dem,Ricardo Lara,35
San Joaquin,935260,Insurance Commissioner,,Dem,Ricardo Lara,21
San Joaquin,935270,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,935290,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,935300,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,935340,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,935370,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,935380,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,935430,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,941030,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,941040,Insurance Commissioner,,Dem,Ricardo Lara,16
San Joaquin,941050,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,941070,Insurance Commissioner,,Dem,Ricardo Lara,49
San Joaquin,941100,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,943010,Insurance Commissioner,,Dem,Ricardo Lara,22
San Joaquin,943020,Insurance Commissioner,,Dem,Ricardo Lara,41
San Joaquin,943021,Insurance Commissioner,,Dem,Ricardo Lara,33
San Joaquin,943030,Insurance Commissioner,,Dem,Ricardo Lara,32
San Joaquin,943040,Insurance Commissioner,,Dem,Ricardo Lara,15
San Joaquin,943060,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,943070,Insurance Commissioner,,Dem,Ricardo Lara,15
San Joaquin,943080,Insurance Commissioner,,Dem,Ricardo Lara,20
San Joaquin,943110,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,943120,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,943130,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,943140,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,944020,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,944040,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,944060,Insurance Commissioner,,Dem,Ricardo Lara,25
San Joaquin,944080,Insurance Commissioner,,Dem,Ricardo Lara,14
San Joaquin,944081,Insurance Commissioner,,Dem,Ricardo Lara,22
San Joaquin,944090,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,944110,Insurance Commissioner,,Dem,Ricardo Lara,10
San Joaquin,944130,Insurance Commissioner,,Dem,Ricardo Lara,17
San Joaquin,944140,Insurance Commissioner,,Dem,Ricardo Lara,23
San Joaquin,945020,Insurance Commissioner,,Dem,Ricardo Lara,15
San Joaquin,945040,Insurance Commissioner,,Dem,Ricardo Lara,10
San Joaquin,945041,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,945050,Insurance Commissioner,,Dem,Ricardo Lara,8
San Joaquin,945051,Insurance Commissioner,,Dem,Ricardo Lara,11
San Joaquin,945052,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,945060,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,945090,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,SAN JOAQUIN CA,Insurance Commissioner,,Dem,Ricardo Lara,90069
San Joaquin,0011101 Stockton,Insurance Commissioner,,NPP,Steve Poizner,23
San Joaquin,0011102 Stockton,Insurance Commissioner,,NPP,Steve Poizner,63
San Joaquin,0011103 Stockton,Insurance Commissioner,,NPP,Steve Poizner,41
San Joaquin,0011104 Stockton,Insurance Commissioner,,NPP,Steve Poizner,56
San Joaquin,0011105 Stockton,Insurance Commissioner,,NPP,Steve Poizner,84
San Joaquin,0011106 Stockton,Insurance Commissioner,,NPP,Steve Poizner,75
San Joaquin,0011107 Stockton,Insurance Commissioner,,NPP,Steve Poizner,44
San Joaquin,0011108 Stockton,Insurance Commissioner,,NPP,Steve Poizner,92
San Joaquin,0011109 Stockton,Insurance Commissioner,,NPP,Steve Poizner,83
San Joaquin,0011111 Stockton,Insurance Commissioner,,NPP,Steve Poizner,182
San Joaquin,0011112 Stockton,Insurance Commissioner,,NPP,Steve Poizner,45
San Joaquin,0011113 Stockton,Insurance Commissioner,,NPP,Steve Poizner,53
San Joaquin,0011114 Stockton,Insurance Commissioner,,NPP,Steve Poizner,309
San Joaquin,0011115 Stockton,Insurance Commissioner,,NPP,Steve Poizner,122
San Joaquin,0011116 Stockton,Insurance Commissioner,,NPP,Steve Poizner,93
San Joaquin,0011117 Stockton,Insurance Commissioner,,NPP,Steve Poizner,172
San Joaquin,0011118 Stockton,Insurance Commissioner,,NPP,Steve Poizner,224
San Joaquin,0011119 Stockton,Insurance Commissioner,,NPP,Steve Poizner,57
San Joaquin,0011120 Stockton,Insurance Commissioner,,NPP,Steve Poizner,119
San Joaquin,0011122 Stockton,Insurance Commissioner,,NPP,Steve Poizner,153
San Joaquin,0011124 Stockton,Insurance Commissioner,,NPP,Steve Poizner,85
San Joaquin,0011125 Stockton,Insurance Commissioner,,NPP,Steve Poizner,337
San Joaquin,0011127 Stockton,Insurance Commissioner,,NPP,Steve Poizner,162
San Joaquin,0011130 Stockton,Insurance Commissioner,,NPP,Steve Poizner,302
San Joaquin,0011137 Stockton,Insurance Commissioner,,NPP,Steve Poizner,264
San Joaquin,0011139 Stockton,Insurance Commissioner,,NPP,Steve Poizner,50
San Joaquin,0011140 Stockton,Insurance Commissioner,,NPP,Steve Poizner,71
San Joaquin,0011142 Stockton,Insurance Commissioner,,NPP,Steve Poizner,331
San Joaquin,0011147 Stockton,Insurance Commissioner,,NPP,Steve Poizner,162
San Joaquin,0011149 Stockton,Insurance Commissioner,,NPP,Steve Poizner,331
San Joaquin,0011151 Stockton,Insurance Commissioner,,NPP,Steve Poizner,171
San Joaquin,0011152 Stockton,Insurance Commissioner,,NPP,Steve Poizner,256
San Joaquin,0011155 Stockton,Insurance Commissioner,,NPP,Steve Poizner,108
San Joaquin,0011158 Stockton,Insurance Commissioner,,NPP,Steve Poizner,103
San Joaquin,0011166 Stockton,Insurance Commissioner,,NPP,Steve Poizner,207
San Joaquin,0011201 Stockton,Insurance Commissioner,,NPP,Steve Poizner,421
San Joaquin,0011203 Stockton,Insurance Commissioner,,NPP,Steve Poizner,259
San Joaquin,0011204 Stockton,Insurance Commissioner,,NPP,Steve Poizner,585
San Joaquin,0011205 Stockton,Insurance Commissioner,,NPP,Steve Poizner,210
San Joaquin,0011206 Stockton,Insurance Commissioner,,NPP,Steve Poizner,504
San Joaquin,0011208 Stockton,Insurance Commissioner,,NPP,Steve Poizner,98
San Joaquin,0011209 Stockton,Insurance Commissioner,,NPP,Steve Poizner,451
San Joaquin,0011210 Stockton,Insurance Commissioner,,NPP,Steve Poizner,221
San Joaquin,0011211 Stockton,Insurance Commissioner,,NPP,Steve Poizner,227
San Joaquin,0011212 Stockton,Insurance Commissioner,,NPP,Steve Poizner,250
San Joaquin,0011213 Stockton,Insurance Commissioner,,NPP,Steve Poizner,221
San Joaquin,0011214 Stockton,Insurance Commissioner,,NPP,Steve Poizner,54
San Joaquin,0011215 Stockton,Insurance Commissioner,,NPP,Steve Poizner,255
San Joaquin,0011216 Stockton,Insurance Commissioner,,NPP,Steve Poizner,191
San Joaquin,0011217 Stockton,Insurance Commissioner,,NPP,Steve Poizner,873
San Joaquin,0011218 Stockton,Insurance Commissioner,,NPP,Steve Poizner,363
San Joaquin,0011220 Stockton,Insurance Commissioner,,NPP,Steve Poizner,192
San Joaquin,0011221 Stockton,Insurance Commissioner,,NPP,Steve Poizner,306
San Joaquin,0011224 Stockton,Insurance Commissioner,,NPP,Steve Poizner,220
San Joaquin,0011227 Stockton,Insurance Commissioner,,NPP,Steve Poizner,315
San Joaquin,0011228 Stockton,Insurance Commissioner,,NPP,Steve Poizner,114
San Joaquin,0011230 Stockton,Insurance Commissioner,,NPP,Steve Poizner,350
San Joaquin,0011231 Stockton,Insurance Commissioner,,NPP,Steve Poizner,339
San Joaquin,0011232 Stockton,Insurance Commissioner,,NPP,Steve Poizner,303
San Joaquin,0011234 Stockton,Insurance Commissioner,,NPP,Steve Poizner,164
San Joaquin,0011235 Stockton,Insurance Commissioner,,NPP,Steve Poizner,281
San Joaquin,0011236 Stockton,Insurance Commissioner,,NPP,Steve Poizner,189
San Joaquin,0011239 Stockton,Insurance Commissioner,,NPP,Steve Poizner,131
San Joaquin,0011240 Stockton,Insurance Commissioner,,NPP,Steve Poizner,132
San Joaquin,0011242 Stockton,Insurance Commissioner,,NPP,Steve Poizner,342
San Joaquin,0011244 Stockton,Insurance Commissioner,,NPP,Steve Poizner,171
San Joaquin,0011245 Stockton,Insurance Commissioner,,NPP,Steve Poizner,306
San Joaquin,0011249 Stockton,Insurance Commissioner,,NPP,Steve Poizner,245
San Joaquin,0011251 Stockton,Insurance Commissioner,,NPP,Steve Poizner,83
San Joaquin,0011253 Stockton,Insurance Commissioner,,NPP,Steve Poizner,195
San Joaquin,0011257 Stockton,Insurance Commissioner,,NPP,Steve Poizner,153
San Joaquin,0011258 Stockton,Insurance Commissioner,,NPP,Steve Poizner,296
San Joaquin,0011259 Stockton,Insurance Commissioner,,NPP,Steve Poizner,151
San Joaquin,0011260 Stockton,Insurance Commissioner,,NPP,Steve Poizner,131
San Joaquin,0011265 Stockton,Insurance Commissioner,,NPP,Steve Poizner,163
San Joaquin,0011266 Stockton,Insurance Commissioner,,NPP,Steve Poizner,146
San Joaquin,0011270 Stockton,Insurance Commissioner,,NPP,Steve Poizner,165
San Joaquin,0011271 Stockton,Insurance Commissioner,,NPP,Steve Poizner,104
San Joaquin,0011274 Stockton,Insurance Commissioner,,NPP,Steve Poizner,379
San Joaquin,0011278 Stockton,Insurance Commissioner,,NPP,Steve Poizner,160
San Joaquin,0011282 Stockton,Insurance Commissioner,,NPP,Steve Poizner,27
San Joaquin,0011302 Stockton,Insurance Commissioner,,NPP,Steve Poizner,340
San Joaquin,0011303 Stockton,Insurance Commissioner,,NPP,Steve Poizner,503
San Joaquin,0011304 Stockton,Insurance Commissioner,,NPP,Steve Poizner,544
San Joaquin,0011305 Stockton,Insurance Commissioner,,NPP,Steve Poizner,822
San Joaquin,0011306 Stockton,Insurance Commissioner,,NPP,Steve Poizner,334
San Joaquin,0011308 Stockton,Insurance Commissioner,,NPP,Steve Poizner,499
San Joaquin,0011309 Stockton,Insurance Commissioner,,NPP,Steve Poizner,684
San Joaquin,0011312 Stockton,Insurance Commissioner,,NPP,Steve Poizner,321
San Joaquin,0011315 Stockton,Insurance Commissioner,,NPP,Steve Poizner,244
San Joaquin,0011319 Stockton,Insurance Commissioner,,NPP,Steve Poizner,583
San Joaquin,0011320 Stockton,Insurance Commissioner,,NPP,Steve Poizner,366
San Joaquin,0011322 Stockton,Insurance Commissioner,,NPP,Steve Poizner,188
San Joaquin,0011323 Stockton,Insurance Commissioner,,NPP,Steve Poizner,521
San Joaquin,0011324 Stockton,Insurance Commissioner,,NPP,Steve Poizner,268
San Joaquin,0011327 Stockton,Insurance Commissioner,,NPP,Steve Poizner,331
San Joaquin,0011332 Stockton,Insurance Commissioner,,NPP,Steve Poizner,418
San Joaquin,0011333 Stockton,Insurance Commissioner,,NPP,Steve Poizner,194
San Joaquin,0011335 Stockton,Insurance Commissioner,,NPP,Steve Poizner,378
San Joaquin,0011338 Stockton,Insurance Commissioner,,NPP,Steve Poizner,297
San Joaquin,0011342 Stockton,Insurance Commissioner,,NPP,Steve Poizner,107
San Joaquin,0011344 Stockton,Insurance Commissioner,,NPP,Steve Poizner,410
San Joaquin,0011345 Stockton,Insurance Commissioner,,NPP,Steve Poizner,221
San Joaquin,0011346 Stockton,Insurance Commissioner,,NPP,Steve Poizner,278
San Joaquin,0011353 Stockton,Insurance Commissioner,,NPP,Steve Poizner,285
San Joaquin,0033501 Tracy,Insurance Commissioner,,NPP,Steve Poizner,455
San Joaquin,0033502 Tracy,Insurance Commissioner,,NPP,Steve Poizner,480
San Joaquin,0033503 Tracy,Insurance Commissioner,,NPP,Steve Poizner,363
San Joaquin,0033504 Tracy,Insurance Commissioner,,NPP,Steve Poizner,277
San Joaquin,0033506 Tracy,Insurance Commissioner,,NPP,Steve Poizner,293
San Joaquin,0033507 Tracy,Insurance Commissioner,,NPP,Steve Poizner,431
San Joaquin,0033509 Tracy,Insurance Commissioner,,NPP,Steve Poizner,345
San Joaquin,0033510 Tracy,Insurance Commissioner,,NPP,Steve Poizner,356
San Joaquin,0033511 Tracy,Insurance Commissioner,,NPP,Steve Poizner,338
San Joaquin,0033513 Tracy,Insurance Commissioner,,NPP,Steve Poizner,281
San Joaquin,0033514 Tracy,Insurance Commissioner,,NPP,Steve Poizner,551
San Joaquin,0033518 Tracy,Insurance Commissioner,,NPP,Steve Poizner,344
San Joaquin,0033520 Tracy,Insurance Commissioner,,NPP,Steve Poizner,507
San Joaquin,0033522 Tracy,Insurance Commissioner,,NPP,Steve Poizner,456
San Joaquin,0033523 Tracy,Insurance Commissioner,,NPP,Steve Poizner,303
San Joaquin,0033524 Tracy,Insurance Commissioner,,NPP,Steve Poizner,300
San Joaquin,0033525 Tracy,Insurance Commissioner,,NPP,Steve Poizner,185
San Joaquin,0033526 Tracy,Insurance Commissioner,,NPP,Steve Poizner,206
San Joaquin,0033529 Tracy,Insurance Commissioner,,NPP,Steve Poizner,323
San Joaquin,0033530 Tracy,Insurance Commissioner,,NPP,Steve Poizner,567
San Joaquin,0033534 Tracy,Insurance Commissioner,,NPP,Steve Poizner,346
San Joaquin,0033535 Tracy,Insurance Commissioner,,NPP,Steve Poizner,319
San Joaquin,0033537 Tracy,Insurance Commissioner,,NPP,Steve Poizner,340
San Joaquin,0033540 Tracy,Insurance Commissioner,,NPP,Steve Poizner,356
San Joaquin,0033543 Tracy,Insurance Commissioner,,NPP,Steve Poizner,677
San Joaquin,0033545 Tracy,Insurance Commissioner,,NPP,Steve Poizner,399
San Joaquin,0033546 Tracy,Insurance Commissioner,,NPP,Steve Poizner,572
San Joaquin,0033547 Tracy,Insurance Commissioner,,NPP,Steve Poizner,448
San Joaquin,0033551 Tracy,Insurance Commissioner,,NPP,Steve Poizner,252
San Joaquin,0042401 Lodi,Insurance Commissioner,,NPP,Steve Poizner,359
San Joaquin,0042402 Lodi,Insurance Commissioner,,NPP,Steve Poizner,746
San Joaquin,0042403 Lodi,Insurance Commissioner,,NPP,Steve Poizner,128
San Joaquin,0042404 Lodi,Insurance Commissioner,,NPP,Steve Poizner,563
San Joaquin,0042405 Lodi,Insurance Commissioner,,NPP,Steve Poizner,334
San Joaquin,0042406 Lodi,Insurance Commissioner,,NPP,Steve Poizner,901
San Joaquin,0042407 Lodi,Insurance Commissioner,,NPP,Steve Poizner,359
San Joaquin,0042408 Lodi,Insurance Commissioner,,NPP,Steve Poizner,661
San Joaquin,0042409 Lodi,Insurance Commissioner,,NPP,Steve Poizner,684
San Joaquin,0042413 Lodi,Insurance Commissioner,,NPP,Steve Poizner,587
San Joaquin,0042417 Lodi,Insurance Commissioner,,NPP,Steve Poizner,657
San Joaquin,0042418 Lodi,Insurance Commissioner,,NPP,Steve Poizner,295
San Joaquin,0042419 Lodi,Insurance Commissioner,,NPP,Steve Poizner,349
San Joaquin,0042420 Lodi,Insurance Commissioner,,NPP,Steve Poizner,483
San Joaquin,0042421 Lodi,Insurance Commissioner,,NPP,Steve Poizner,431
