county,precinct,race,party,candidate,votes
Kern,0011990,President,PF,Gloria Estela La Riva,8
Kern,0011990,President,WI,Write-In,7
Kern,0011991,President,DEM,Hillary Clinton,129
Kern,0011991,President,REP/AI,Donald J. Trump,465
Kern,0011991,President,LIB,Gary Johnson,32
Kern,0011991,President,GRN,Jill Stein,15
Kern,0011991,President,PF,Gloria Estela La Riva,1
Kern,0011991,President,WI,Write-In,9
Kern,0012171,President,DEM,Hillary Clinton,124
Kern,0012171,President,REP/AI,Donald J. Trump,419
Kern,0012171,President,LIB,Gary Johnson,18
Kern,0012171,President,GRN,Jill Stein,6
Kern,0012171,President,PF,Gloria Estela La Riva,2
Kern,0012171,President,WI,Write-In,4
Kern,0012173,President,DEM,Hillary Clinton,98
Kern,0012173,President,REP/AI,Donald J. Trump,279
Kern,0012173,President,LIB,Gary Johnson,18
Kern,0012173,President,GRN,Jill Stein,5
Kern,0012173,President,PF,Gloria Estela La Riva,4
Kern,0012173,President,WI,Write-In,8
Kern,0012505,President,DEM,Hillary Clinton,183
Kern,0012505,President,REP/AI,Donald J. Trump,596
Kern,0012505,President,LIB,Gary Johnson,31
Kern,0012505,President,GRN,Jill Stein,8
Kern,0012505,President,PF,Gloria Estela La Riva,3
Kern,0012505,President,WI,Write-In,3
Kern,0012591,President,DEM,Hillary Clinton,520
Kern,0012591,President,REP/AI,Donald J. Trump,73
Kern,0012591,President,LIB,Gary Johnson,7
Kern,0012591,President,GRN,Jill Stein,13
Kern,0012591,President,PF,Gloria Estela La Riva,15
Kern,0012591,President,WI,Write-In,2
Kern,0012592,President,DEM,Hillary Clinton,374
Kern,0012592,President,REP/AI,Donald J. Trump,131
Kern,0012592,President,LIB,Gary Johnson,18
Kern,0012592,President,GRN,Jill Stein,7
Kern,0012592,President,PF,Gloria Estela La Riva,14
Kern,0012592,President,WI,Write-In,1
Kern,0012593,President,DEM,Hillary Clinton,603
Kern,0012593,President,REP/AI,Donald J. Trump,137
Kern,0012593,President,LIB,Gary Johnson,24
Kern,0012593,President,GRN,Jill Stein,10
Kern,0012593,President,PF,Gloria Estela La Riva,10
Kern,0012593,President,WI,Write-In,2
Kern,0012620,President,DEM,Hillary Clinton,193
Kern,0012620,President,REP/AI,Donald J. Trump,579
Kern,0012620,President,LIB,Gary Johnson,51
Kern,0012620,President,GRN,Jill Stein,11
Kern,0012620,President,PF,Gloria Estela La Riva,2
Kern,0012620,President,WI,Write-In,7
Kern,0012622,President,DEM,Hillary Clinton,159
Kern,0012622,President,REP/AI,Donald J. Trump,704
Kern,0012622,President,LIB,Gary Johnson,24
Kern,0012622,President,GRN,Jill Stein,10
Kern,0012622,President,PF,Gloria Estela La Riva,4
Kern,0012622,President,WI,Write-In,8
Kern,0012623,President,DEM,Hillary Clinton,212
Kern,0012623,President,REP/AI,Donald J. Trump,835
Kern,0012623,President,LIB,Gary Johnson,39
Kern,0012623,President,GRN,Jill Stein,8
Kern,0012623,President,PF,Gloria Estela La Riva,1
Kern,0012623,President,WI,Write-In,6
Kern,0012650,President,DEM,Hillary Clinton,157
Kern,0012650,President,REP/AI,Donald J. Trump,803
Kern,0012650,President,LIB,Gary Johnson,33
Kern,0012650,President,GRN,Jill Stein,0
Kern,0012650,President,PF,Gloria Estela La Riva,2
Kern,0012650,President,WI,Write-In,6
Kern,0012670,President,DEM,Hillary Clinton,179
Kern,0012670,President,REP/AI,Donald J. Trump,743
Kern,0012670,President,LIB,Gary Johnson,38
Kern,0012670,President,GRN,Jill Stein,8
Kern,0012670,President,PF,Gloria Estela La Riva,5
Kern,0012670,President,WI,Write-In,5
Kern,0012709,President,DEM,Hillary Clinton,127
Kern,0012709,President,REP/AI,Donald J. Trump,485
Kern,0012709,President,LIB,Gary Johnson,41
Kern,0012709,President,GRN,Jill Stein,4
Kern,0012709,President,PF,Gloria Estela La Riva,4
Kern,0012709,President,WI,Write-In,0
Kern,0012921,President,DEM,Hillary Clinton,393
Kern,0012921,President,REP/AI,Donald J. Trump,632
Kern,0012921,President,LIB,Gary Johnson,90
Kern,0012921,President,GRN,Jill Stein,16
Kern,0012921,President,PF,Gloria Estela La Riva,5
Kern,0012921,President,WI,Write-In,21
Kern,0012922,President,DEM,Hillary Clinton,196
Kern,0012922,President,REP/AI,Donald J. Trump,368
Kern,0012922,President,LIB,Gary Johnson,39
Kern,0012922,President,GRN,Jill Stein,6
Kern,0012922,President,PF,Gloria Estela La Riva,2
Kern,0012922,President,WI,Write-In,14
Kern,0012923,President,DEM,Hillary Clinton,171
Kern,0012923,President,REP/AI,Donald J. Trump,329
Kern,0012923,President,LIB,Gary Johnson,40
Kern,0012923,President,GRN,Jill Stein,8
Kern,0012923,President,PF,Gloria Estela La Riva,6
Kern,0012923,President,WI,Write-In,12
Kern,0012924,President,DEM,Hillary Clinton,326
Kern,0012924,President,REP/AI,Donald J. Trump,607
Kern,0012924,President,LIB,Gary Johnson,81
Kern,0012924,President,GRN,Jill Stein,17
Kern,0012924,President,PF,Gloria Estela La Riva,7
Kern,0012924,President,WI,Write-In,24
Kern,0012925,President,DEM,Hillary Clinton,214
Kern,0012925,President,REP/AI,Donald J. Trump,470
Kern,0012925,President,LIB,Gary Johnson,68
Kern,0012925,President,GRN,Jill Stein,18
Kern,0012925,President,PF,Gloria Estela La Riva,5
Kern,0012925,President,WI,Write-In,12
Kern,0012927,President,DEM,Hillary Clinton,137
Kern,0012927,President,REP/AI,Donald J. Trump,402
Kern,0012927,President,LIB,Gary Johnson,43
Kern,0012927,President,GRN,Jill Stein,7
Kern,0012927,President,PF,Gloria Estela La Riva,4
Kern,0012927,President,WI,Write-In,10
Kern,0012928,President,DEM,Hillary Clinton,340
Kern,0012928,President,REP/AI,Donald J. Trump,663
Kern,0012928,President,LIB,Gary Johnson,80
Kern,0012928,President,GRN,Jill Stein,14
Kern,0012928,President,PF,Gloria Estela La Riva,7
Kern,0012928,President,WI,Write-In,16
Kern,0012929,President,DEM,Hillary Clinton,313
Kern,0012929,President,REP/AI,Donald J. Trump,658
Kern,0012929,President,LIB,Gary Johnson,71
Kern,0012929,President,GRN,Jill Stein,8
Kern,0012929,President,PF,Gloria Estela La Riva,2
Kern,0012929,President,WI,Write-In,27
Kern,0012933,President,DEM,Hillary Clinton,288
Kern,0012933,President,REP/AI,Donald J. Trump,693
Kern,0012933,President,LIB,Gary Johnson,71
Kern,0012933,President,GRN,Jill Stein,13
Kern,0012933,President,PF,Gloria Estela La Riva,6
Kern,0012933,President,WI,Write-In,20
Kern,0012934,President,DEM,Hillary Clinton,214
Kern,0012934,President,REP/AI,Donald J. Trump,442
Kern,0012934,President,LIB,Gary Johnson,52
Kern,0012934,President,GRN,Jill Stein,20
Kern,0012934,President,PF,Gloria Estela La Riva,1
Kern,0012934,President,WI,Write-In,10
Kern,0012935,President,DEM,Hillary Clinton,245
Kern,0012935,President,REP/AI,Donald J. Trump,442
Kern,0012935,President,LIB,Gary Johnson,68
Kern,0012935,President,GRN,Jill Stein,3
Kern,0012935,President,PF,Gloria Estela La Riva,4
Kern,0012935,President,WI,Write-In,14
Kern,0012941,President,DEM,Hillary Clinton,284
Kern,0012941,President,REP/AI,Donald J. Trump,587
Kern,0012941,President,LIB,Gary Johnson,69
Kern,0012941,President,GRN,Jill Stein,22
Kern,0012941,President,PF,Gloria Estela La Riva,8
Kern,0012941,President,WI,Write-In,27
Kern,0012996,President,DEM,Hillary Clinton,219
Kern,0012996,President,REP/AI,Donald J. Trump,364
Kern,0012996,President,LIB,Gary Johnson,17
Kern,0012996,President,GRN,Jill Stein,10
Kern,0012996,President,PF,Gloria Estela La Riva,3
Kern,0012996,President,WI,Write-In,0
Kern,0013070,President,DEM,Hillary Clinton,182
Kern,0013070,President,REP/AI,Donald J. Trump,460
Kern,0013070,President,LIB,Gary Johnson,42
Kern,0013070,President,GRN,Jill Stein,6
Kern,0013070,President,PF,Gloria Estela La Riva,2
Kern,0013070,President,WI,Write-In,6
Kern,0013072,President,DEM,Hillary Clinton,132
Kern,0013072,President,REP/AI,Donald J. Trump,413
Kern,0013072,President,LIB,Gary Johnson,21
Kern,0013072,President,GRN,Jill Stein,10
Kern,0013072,President,PF,Gloria Estela La Riva,1
Kern,0013072,President,WI,Write-In,7
Kern,0013076,President,DEM,Hillary Clinton,89
Kern,0013076,President,REP/AI,Donald J. Trump,208
Kern,0013076,President,LIB,Gary Johnson,22
Kern,0013076,President,GRN,Jill Stein,4
Kern,0013076,President,PF,Gloria Estela La Riva,3
Kern,0013076,President,WI,Write-In,4
Kern,0013078,President,DEM,Hillary Clinton,105
Kern,0013078,President,REP/AI,Donald J. Trump,364
Kern,0013078,President,LIB,Gary Johnson,31
Kern,0013078,President,GRN,Jill Stein,5
Kern,0013078,President,PF,Gloria Estela La Riva,3
Kern,0013078,President,WI,Write-In,5
Kern,0013100,President,DEM,Hillary Clinton,379
Kern,0013100,President,REP/AI,Donald J. Trump,309
Kern,0013100,President,LIB,Gary Johnson,23
Kern,0013100,President,GRN,Jill Stein,9
Kern,0013100,President,PF,Gloria Estela La Riva,5
Kern,0013100,President,WI,Write-In,3
Kern,0013107,President,DEM,Hillary Clinton,381
Kern,0013107,President,REP/AI,Donald J. Trump,182
Kern,0013107,President,LIB,Gary Johnson,25
Kern,0013107,President,GRN,Jill Stein,3
Kern,0013107,President,PF,Gloria Estela La Riva,10
Kern,0013107,President,WI,Write-In,1
Kern,0013110,President,DEM,Hillary Clinton,388
Kern,0013110,President,REP/AI,Donald J. Trump,366
Kern,0013110,President,LIB,Gary Johnson,32
Kern,0013110,President,GRN,Jill Stein,7
Kern,0013110,President,PF,Gloria Estela La Riva,4
Kern,0013110,President,WI,Write-In,2
Kern,0013120,President,DEM,Hillary Clinton,237
Kern,0013120,President,REP/AI,Donald J. Trump,119
Kern,0013120,President,LIB,Gary Johnson,6
Kern,0013120,President,GRN,Jill Stein,4
Kern,0013120,President,PF,Gloria Estela La Riva,1
Kern,0013120,President,WI,Write-In,4
Kern,0013121,President,DEM,Hillary Clinton,396
Kern,0013121,President,REP/AI,Donald J. Trump,326
Kern,0013121,President,LIB,Gary Johnson,19
Kern,0013121,President,GRN,Jill Stein,11
Kern,0013121,President,PF,Gloria Estela La Riva,5
Kern,0013121,President,WI,Write-In,11
Kern,0013194,President,DEM,Hillary Clinton,100
Kern,0013194,President,REP/AI,Donald J. Trump,265
Kern,0013194,President,LIB,Gary Johnson,9
Kern,0013194,President,GRN,Jill Stein,6
Kern,0013194,President,PF,Gloria Estela La Riva,2
Kern,0013194,President,WI,Write-In,4
Kern,0015106,President,DEM,Hillary Clinton,307
Kern,0015106,President,REP/AI,Donald J. Trump,589
Kern,0015106,President,LIB,Gary Johnson,35
Kern,0015106,President,GRN,Jill Stein,4
Kern,0015106,President,PF,Gloria Estela La Riva,0
Kern,0015106,President,WI,Write-In,2
Kern,0015109,President,DEM,Hillary Clinton,219
Kern,0015109,President,REP/AI,Donald J. Trump,429
Kern,0015109,President,LIB,Gary Johnson,17
Kern,0015109,President,GRN,Jill Stein,5
Kern,0015109,President,PF,Gloria Estela La Riva,1
Kern,0015109,President,WI,Write-In,11
Kern,0015110,President,DEM,Hillary Clinton,208
Kern,0015110,President,REP/AI,Donald J. Trump,565
Kern,0015110,President,LIB,Gary Johnson,16
Kern,0015110,President,GRN,Jill Stein,4
Kern,0015110,President,PF,Gloria Estela La Riva,0
Kern,0015110,President,WI,Write-In,3
Kern,0015113,President,DEM,Hillary Clinton,210
Kern,0015113,President,REP/AI,Donald J. Trump,508
Kern,0015113,President,LIB,Gary Johnson,24
Kern,0015113,President,GRN,Jill Stein,3
Kern,0015113,President,PF,Gloria Estela La Riva,2
Kern,0015113,President,WI,Write-In,3
Kern,0015114,President,DEM,Hillary Clinton,148
Kern,0015114,President,REP/AI,Donald J. Trump,334
Kern,0015114,President,LIB,Gary Johnson,18
Kern,0015114,President,GRN,Jill Stein,5
Kern,0015114,President,PF,Gloria Estela La Riva,0
Kern,0015114,President,WI,Write-In,2
Kern,0015123,President,DEM,Hillary Clinton,183
Kern,0015123,President,REP/AI,Donald J. Trump,414
Kern,0015123,President,LIB,Gary Johnson,23
Kern,0015123,President,GRN,Jill Stein,5
Kern,0015123,President,PF,Gloria Estela La Riva,1
Kern,0015123,President,WI,Write-In,11
Kern,0015124,President,DEM,Hillary Clinton,169
Kern,0015124,President,REP/AI,Donald J. Trump,459
Kern,0015124,President,LIB,Gary Johnson,22
Kern,0015124,President,GRN,Jill Stein,3
Kern,0015124,President,PF,Gloria Estela La Riva,1
Kern,0015124,President,WI,Write-In,3
Kern,0015132,President,DEM,Hillary Clinton,204
Kern,0015132,President,REP/AI,Donald J. Trump,489
Kern,0015132,President,LIB,Gary Johnson,15
Kern,0015132,President,GRN,Jill Stein,8
Kern,0015132,President,PF,Gloria Estela La Riva,6
Kern,0015132,President,WI,Write-In,4
Kern,0015133,President,DEM,Hillary Clinton,149
Kern,0015133,President,REP/AI,Donald J. Trump,444
Kern,0015133,President,LIB,Gary Johnson,21
Kern,0015133,President,GRN,Jill Stein,5
Kern,0015133,President,PF,Gloria Estela La Riva,0
Kern,0015133,President,WI,Write-In,3
Kern,0015135,President,DEM,Hillary Clinton,282
Kern,0015135,President,REP/AI,Donald J. Trump,346
Kern,0015135,President,LIB,Gary Johnson,19
Kern,0015135,President,GRN,Jill Stein,15
Kern,0015135,President,PF,Gloria Estela La Riva,2
Kern,0015135,President,WI,Write-In,10
Kern,0020121,President,DEM,Hillary Clinton,144
Kern,0020121,President,REP/AI,Donald J. Trump,256
Kern,0020121,President,LIB,Gary Johnson,24
Kern,0020121,President,GRN,Jill Stein,13
Kern,0020121,President,PF,Gloria Estela La Riva,1
Kern,0020121,President,WI,Write-In,3
Kern,0020232,President,DEM,Hillary Clinton,269
Kern,0020232,President,REP/AI,Donald J. Trump,116
Kern,0020232,President,LIB,Gary Johnson,8
Kern,0020232,President,GRN,Jill Stein,5
Kern,0020232,President,PF,Gloria Estela La Riva,9
Kern,0020232,President,WI,Write-In,2
Kern,0020236,President,DEM,Hillary Clinton,442
Kern,0020236,President,REP/AI,Donald J. Trump,179
Kern,0020236,President,LIB,Gary Johnson,25
Kern,0020236,President,GRN,Jill Stein,7
Kern,0020236,President,PF,Gloria Estela La Riva,5
Kern,0020236,President,WI,Write-In,6
Kern,0020243,President,DEM,Hillary Clinton,406
Kern,0020243,President,REP/AI,Donald J. Trump,415
Kern,0020243,President,LIB,Gary Johnson,36
Kern,0020243,President,GRN,Jill Stein,8
Kern,0020243,President,PF,Gloria Estela La Riva,11
Kern,0020243,President,WI,Write-In,6
Kern,0020245,President,DEM,Hillary Clinton,285
Kern,0020245,President,REP/AI,Donald J. Trump,129
Kern,0020245,President,LIB,Gary Johnson,19
Kern,0020245,President,GRN,Jill Stein,9
Kern,0020245,President,PF,Gloria Estela La Riva,3
Kern,0020245,President,WI,Write-In,3
Kern,0020246,President,DEM,Hillary Clinton,365
Kern,0020246,President,REP/AI,Donald J. Trump,268
Kern,0020246,President,LIB,Gary Johnson,18
Kern,0020246,President,GRN,Jill Stein,5
Kern,0020246,President,PF,Gloria Estela La Riva,7
Kern,0020246,President,WI,Write-In,8
Kern,0020248,President,DEM,Hillary Clinton,555
Kern,0020248,President,REP/AI,Donald J. Trump,312
Kern,0020248,President,LIB,Gary Johnson,38
Kern,0020248,President,GRN,Jill Stein,12
Kern,0020248,President,PF,Gloria Estela La Riva,8
Kern,0020248,President,WI,Write-In,3
Kern,0020249,President,DEM,Hillary Clinton,236
Kern,0020249,President,REP/AI,Donald J. Trump,262
Kern,0020249,President,LIB,Gary Johnson,24
Kern,0020249,President,GRN,Jill Stein,6
Kern,0020249,President,PF,Gloria Estela La Riva,2
Kern,0020249,President,WI,Write-In,3
Kern,0020253,President,DEM,Hillary Clinton,192
Kern,0020253,President,REP/AI,Donald J. Trump,170
Kern,0020253,President,LIB,Gary Johnson,9
Kern,0020253,President,GRN,Jill Stein,9
Kern,0020253,President,PF,Gloria Estela La Riva,3
Kern,0020253,President,WI,Write-In,0
Kern,0020254,President,DEM,Hillary Clinton,398
Kern,0020254,President,REP/AI,Donald J. Trump,440
Kern,0020254,President,LIB,Gary Johnson,23
Kern,0020254,President,GRN,Jill Stein,10
Kern,0020254,President,PF,Gloria Estela La Riva,4
Kern,0020254,President,WI,Write-In,4
Kern,0020256,President,DEM,Hillary Clinton,544
Kern,0020256,President,REP/AI,Donald J. Trump,353
Kern,0020256,President,LIB,Gary Johnson,27
Kern,0020256,President,GRN,Jill Stein,10
Kern,0020256,President,PF,Gloria Estela La Riva,6
Kern,0020256,President,WI,Write-In,7
Kern,0020260,President,DEM,Hillary Clinton,292
Kern,0020260,President,REP/AI,Donald J. Trump,201
Kern,0020260,President,LIB,Gary Johnson,19
Kern,0020260,President,GRN,Jill Stein,6
Kern,0020260,President,PF,Gloria Estela La Riva,6
Kern,0020260,President,WI,Write-In,6
Kern,0020262,President,DEM,Hillary Clinton,534
Kern,0020262,President,REP/AI,Donald J. Trump,482
Kern,0020262,President,LIB,Gary Johnson,47
Kern,0020262,President,GRN,Jill Stein,15
Kern,0020262,President,PF,Gloria Estela La Riva,8
Kern,0020262,President,WI,Write-In,4
Kern,0020263,President,DEM,Hillary Clinton,312
Kern,0020263,President,REP/AI,Donald J. Trump,131
Kern,0020263,President,LIB,Gary Johnson,11
Kern,0020263,President,GRN,Jill Stein,2
Kern,0020263,President,PF,Gloria Estela La Riva,2
Kern,0020263,President,WI,Write-In,4
Kern,0020271,President,DEM,Hillary Clinton,455
Kern,0020271,President,REP/AI,Donald J. Trump,275
Kern,0020271,President,LIB,Gary Johnson,19
Kern,0020271,President,GRN,Jill Stein,8
Kern,0020271,President,PF,Gloria Estela La Riva,10
Kern,0020271,President,WI,Write-In,5
Kern,0020272,President,DEM,Hillary Clinton,553
Kern,0020272,President,REP/AI,Donald J. Trump,191
Kern,0020272,President,LIB,Gary Johnson,15
Kern,0020272,President,GRN,Jill Stein,6
Kern,0020272,President,PF,Gloria Estela La Riva,4
Kern,0020272,President,WI,Write-In,2
Kern,0020283,President,DEM,Hillary Clinton,734
Kern,0020283,President,REP/AI,Donald J. Trump,418
Kern,0020283,President,LIB,Gary Johnson,50
Kern,0020283,President,GRN,Jill Stein,18
Kern,0020283,President,PF,Gloria Estela La Riva,10
Kern,0020283,President,WI,Write-In,11
Kern,0020284,President,DEM,Hillary Clinton,267
Kern,0020284,President,REP/AI,Donald J. Trump,167
Kern,0020284,President,LIB,Gary Johnson,28
Kern,0020284,President,GRN,Jill Stein,5
Kern,0020284,President,PF,Gloria Estela La Riva,10
Kern,0020284,President,WI,Write-In,2
Kern,0020286,President,DEM,Hillary Clinton,507
Kern,0020286,President,REP/AI,Donald J. Trump,252
Kern,0020286,President,LIB,Gary Johnson,24
Kern,0020286,President,GRN,Jill Stein,13
Kern,0020286,President,PF,Gloria Estela La Riva,7
Kern,0020286,President,WI,Write-In,5
Kern,0020288,President,DEM,Hillary Clinton,330
Kern,0020288,President,REP/AI,Donald J. Trump,171
Kern,0020288,President,LIB,Gary Johnson,12
Kern,0020288,President,GRN,Jill Stein,9
Kern,0020288,President,PF,Gloria Estela La Riva,4
Kern,0020288,President,WI,Write-In,3
Kern,0020289,President,DEM,Hillary Clinton,403
Kern,0020289,President,REP/AI,Donald J. Trump,305
Kern,0020289,President,LIB,Gary Johnson,25
Kern,0020289,President,GRN,Jill Stein,15
Kern,0020289,President,PF,Gloria Estela La Riva,7
Kern,0020289,President,WI,Write-In,8
Kern,0020294,President,DEM,Hillary Clinton,317
Kern,0020294,President,REP/AI,Donald J. Trump,294
Kern,0020294,President,LIB,Gary Johnson,32
Kern,0020294,President,GRN,Jill Stein,8
Kern,0020294,President,PF,Gloria Estela La Riva,4
Kern,0020294,President,WI,Write-In,4
Kern,0021143,President,DEM,Hillary Clinton,203
Kern,0021143,President,REP/AI,Donald J. Trump,600
Kern,0021143,President,LIB,Gary Johnson,32
Kern,0021143,President,GRN,Jill Stein,5
Kern,0021143,President,PF,Gloria Estela La Riva,1
Kern,0021143,President,WI,Write-In,7
Kern,0021144,President,DEM,Hillary Clinton,169
Kern,0021144,President,REP/AI,Donald J. Trump,518
Kern,0021144,President,LIB,Gary Johnson,21
Kern,0021144,President,GRN,Jill Stein,2
Kern,0021144,President,PF,Gloria Estela La Riva,0
Kern,0021144,President,WI,Write-In,7
Kern,0021145,President,DEM,Hillary Clinton,253
Kern,0021145,President,REP/AI,Donald J. Trump,752
Kern,0021145,President,LIB,Gary Johnson,48
Kern,0021145,President,GRN,Jill Stein,9
Kern,0021145,President,PF,Gloria Estela La Riva,3
Kern,0021145,President,WI,Write-In,9
Kern,0021148,President,DEM,Hillary Clinton,155
Kern,0021148,President,REP/AI,Donald J. Trump,405
Kern,0021148,President,LIB,Gary Johnson,24
Kern,0021148,President,GRN,Jill Stein,6
Kern,0021148,President,PF,Gloria Estela La Riva,2
Kern,0021148,President,WI,Write-In,5
Kern,0021275,President,DEM,Hillary Clinton,379
Kern,0021275,President,REP/AI,Donald J. Trump,496
Kern,0021275,President,LIB,Gary Johnson,41
Kern,0021275,President,GRN,Jill Stein,18
Kern,0021275,President,PF,Gloria Estela La Riva,3
Kern,0021275,President,WI,Write-In,12
Kern,0021280,President,DEM,Hillary Clinton,219
Kern,0021280,President,REP/AI,Donald J. Trump,261
Kern,0021280,President,LIB,Gary Johnson,12
Kern,0021280,President,GRN,Jill Stein,6
Kern,0021280,President,PF,Gloria Estela La Riva,2
Kern,0021280,President,WI,Write-In,7
Kern,0021281,President,DEM,Hillary Clinton,250
Kern,0021281,President,REP/AI,Donald J. Trump,428
Kern,0021281,President,LIB,Gary Johnson,33
Kern,0021281,President,GRN,Jill Stein,8
Kern,0021281,President,PF,Gloria Estela La Riva,1
Kern,0021281,President,WI,Write-In,14
Kern,0021282,President,DEM,Hillary Clinton,246
Kern,0021282,President,REP/AI,Donald J. Trump,400
Kern,0021282,President,LIB,Gary Johnson,30
Kern,0021282,President,GRN,Jill Stein,10
Kern,0021282,President,PF,Gloria Estela La Riva,4
Kern,0021282,President,WI,Write-In,3
Kern,0021283,President,DEM,Hillary Clinton,354
Kern,0021283,President,REP/AI,Donald J. Trump,512
Kern,0021283,President,LIB,Gary Johnson,47
Kern,0021283,President,GRN,Jill Stein,12
Kern,0021283,President,PF,Gloria Estela La Riva,8
Kern,0021283,President,WI,Write-In,7
Kern,0021511,President,DEM,Hillary Clinton,79
Kern,0021511,President,REP/AI,Donald J. Trump,381
Kern,0021511,President,LIB,Gary Johnson,26
Kern,0021511,President,GRN,Jill Stein,1
Kern,0021511,President,PF,Gloria Estela La Riva,1
Kern,0021511,President,WI,Write-In,6
Kern,0021512,President,DEM,Hillary Clinton,147
Kern,0021512,President,REP/AI,Donald J. Trump,566
Kern,0021512,President,LIB,Gary Johnson,32
