county,precinct,office,district,party,candidate,votes,,
Plumas,05 Blackhawk,President,,PEF,La Riva,0,,
Plumas,05 Blackhawk,President,,AIP,De La Fuente Guerra,0,,
Plumas,05 Blackhawk,President,,GRN,Howie Hawkins,0,,
Plumas,05 Blackhawk,President,,LIB,Jo Jorgensen,5,,
Plumas,05 Blackhawk,President,,,Brian Carroll (W),0,,
Plumas,05 Blackhawk,President,,,Mark Charles (W),0,,
Plumas,05 Blackhawk,President,,,Joseph Kishore (W),0,,
Plumas,05 Blackhawk,President,,,Brock Pierce (W),0,,
Plumas,05 Blackhawk,President,,,Jesse Ventura (W),0,,
Plumas,05 Blackhawk,President,,,Unresolved Write-In,0,,
Plumas,05 Blackhawk,U.S. House,1,REP,Doug La Malfa,83,,
Plumas,05 Blackhawk,U.S. House,1,DEM,Audrey Denney,104,,
Plumas,05 Blackhawk,U.S. House,1,,Unresolved Write-In,0,,
Plumas,05 Blackhawk,State Senate,1,DEM,Pamela Dawn Swartz,90,,
Plumas,05 Blackhawk,State Senate,1,REP,Brian Dahle,94,,
Plumas,05 Blackhawk,State Senate,1,,Unresolved Write-In,0,,
Plumas,05 Blackhawk,State Assembly,1,DEM,Elizabeth L Betancourt,97,,
Plumas,05 Blackhawk,State Assembly,1,REP,Megan Dahle,86,,
Plumas,05 Blackhawk,State Assembly,1,,Unresolved Write-In,0,,
Plumas,06 Keddie,Registered Voters,,,,102,,
Plumas,06 Keddie,Ballots Cast,,,,81,,
Plumas,06 Keddie,President,,DEM,Joseph R Biden,55,,
Plumas,06 Keddie,President,,REP,Donald J Trump,18,,
Plumas,06 Keddie,President,,PEF,La Riva,0,,
Plumas,06 Keddie,President,,AIP,De La Fuente Guerra,2,,
Plumas,06 Keddie,President,,GRN,Howie Hawkins,1,,
Plumas,06 Keddie,President,,LIB,Jo Jorgensen,2,,
Plumas,06 Keddie,President,,,Brian Carroll (W),0,,
Plumas,06 Keddie,President,,,Mark Charles (W),0,,
Plumas,06 Keddie,President,,,Joseph Kishore (W),0,,
Plumas,06 Keddie,President,,,Brock Pierce (W),0,,
Plumas,06 Keddie,President,,,Jesse Ventura (W),0,,
Plumas,06 Keddie,President,,,Unresolved Write-In,0,,
Plumas,06 Keddie,U.S. House,1,REP,Doug La Malfa,19,,
Plumas,06 Keddie,U.S. House,1,DEM,Audrey Denney,61,,
Plumas,06 Keddie,U.S. House,1,,Unresolved Write-In,0,,
Plumas,06 Keddie,State Senate,1,DEM,Pamela Dawn Swartz,57,,
Plumas,06 Keddie,State Senate,1,REP,Brian Dahle,23,,
Plumas,06 Keddie,State Senate,1,,Unresolved Write-In,0,,
Plumas,06 Keddie,State Assembly,1,DEM,Elizabeth L Betancourt,57,,
Plumas,06 Keddie,State Assembly,1,REP,Megan Dahle,23,,
Plumas,06 Keddie,State Assembly,1,,Unresolved Write-In,0,,
Plumas,07 Twain,Registered Voters,,,,119,,
Plumas,07 Twain,Ballots Cast,,,,100,,
Plumas,07 Twain,President,,DEM,Joseph R Biden,55,,
Plumas,07 Twain,President,,REP,Donald J Trump,37,,
Plumas,07 Twain,President,,PEF,La Riva,2,,
Plumas,07 Twain,President,,AIP,De La Fuente Guerra,0,,
Plumas,07 Twain,President,,GRN,Howie Hawkins,0,,
Plumas,07 Twain,President,,LIB,Jo Jorgensen,4,,
Plumas,07 Twain,President,,,Brian Carroll (W),0,,
Plumas,07 Twain,President,,,Mark Charles (W),0,,
Plumas,07 Twain,President,,,Joseph Kishore (W),0,,
Plumas,07 Twain,President,,,Brock Pierce (W),0,,
Plumas,07 Twain,President,,,Jesse Ventura (W),0,,
Plumas,07 Twain,President,,,Unresolved Write-In,0,,
Plumas,07 Twain,U.S. House,1,REP,Doug La Malfa,40,,
Plumas,07 Twain,U.S. House,1,DEM,Audrey Denney,60,,
Plumas,07 Twain,U.S. House,1,,Unresolved Write-In,0,,
Plumas,07 Twain,State Senate,1,DEM,Pamela Dawn Swartz,60,,
Plumas,07 Twain,State Senate,1,REP,Brian Dahle,40,,
Plumas,07 Twain,State Senate,1,,Unresolved Write-In,0,,
Plumas,07 Twain,State Assembly,1,DEM,Elizabeth L Betancourt,61,,
Plumas,07 Twain,State Assembly,1,REP,Megan Dahle,39,,
Plumas,07 Twain,State Assembly,1,,Unresolved Write-In,0,,
Plumas,08 Belden,Registered Voters,,,,61,,
Plumas,08 Belden,Ballots Cast,,,,51,,
Plumas,08 Belden,President,,DEM,Joseph R Biden,27,,
Plumas,08 Belden,President,,REP,Donald J Trump,23,,
Plumas,08 Belden,President,,PEF,La Riva,0,,
Plumas,08 Belden,President,,AIP,De La Fuente Guerra,0,,
Plumas,08 Belden,President,,GRN,Howie Hawkins,1,,
Plumas,08 Belden,President,,LIB,Jo Jorgensen,0,,
Plumas,08 Belden,President,,,Brian Carroll (W),0,,
Plumas,08 Belden,President,,,Mark Charles (W),0,,
Plumas,08 Belden,President,,,Joseph Kishore (W),0,,
Plumas,08 Belden,President,,,Brock Pierce (W),0,,
Plumas,08 Belden,President,,,Jesse Ventura (W),0,,
Plumas,08 Belden,President,,,Unresolved Write-In,0,,
Plumas,08 Belden,U.S. House,1,REP,Doug La Malfa,23,,
Plumas,08 Belden,U.S. House,1,DEM,Audrey Denney,28,,
Plumas,08 Belden,U.S. House,1,,Unresolved Write-In,0,,
Plumas,08 Belden,State Senate,1,DEM,Pamela Dawn Swartz,26,,
Plumas,08 Belden,State Senate,1,REP,Brian Dahle,24,,
Plumas,08 Belden,State Senate,1,,Unresolved Write-In,0,,
Plumas,08 Belden,State Assembly,1,DEM,Elizabeth L Betancourt,29,,
Plumas,08 Belden,State Assembly,1,REP,Megan Dahle,21,,
Plumas,08 Belden,State Assembly,1,,Unresolved Write-In,0,,
Plumas,09 Canyon Dam,Registered Voters,,,,28,,
Plumas,09 Canyon Dam,Ballots Cast,,,,24,,
Plumas,09 Canyon Dam,President,,DEM,Joseph R Biden,6,,
Plumas,09 Canyon Dam,President,,REP,Donald J Trump,18,,
Plumas,09 Canyon Dam,President,,PEF,La Riva,0,,
Plumas,09 Canyon Dam,President,,AIP,De La Fuente Guerra,0,,
Plumas,09 Canyon Dam,President,,GRN,Howie Hawkins,0,,
Plumas,09 Canyon Dam,President,,LIB,Jo Jorgensen,0,,
Plumas,09 Canyon Dam,President,,,Brian Carroll (W),0,,
Plumas,09 Canyon Dam,President,,,Mark Charles (W),0,,
Plumas,09 Canyon Dam,President,,,Joseph Kishore (W),0,,
Plumas,09 Canyon Dam,President,,,Brock Pierce (W),0,,
Plumas,09 Canyon Dam,President,,,Jesse Ventura (W),0,,
Plumas,09 Canyon Dam,President,,,Unresolved Write-In,0,,
Plumas,09 Canyon Dam,U.S. House,1,REP,Doug La Malfa,19,,
Plumas,09 Canyon Dam,U.S. House,1,DEM,Audrey Denney,5,,
Plumas,09 Canyon Dam,U.S. House,1,,Unresolved Write-In,0,,
Plumas,09 Canyon Dam,State Senate,1,DEM,Pamela Dawn Swartz,5,,
Plumas,09 Canyon Dam,State Senate,1,REP,Brian Dahle,19,,
Plumas,09 Canyon Dam,State Senate,1,,Unresolved Write-In,0,,
Plumas,09 Canyon Dam,State Assembly,1,DEM,Elizabeth L Betancourt,5,,
Plumas,09 Canyon Dam,State Assembly,1,REP,Megan Dahle,19,,
Plumas,09 Canyon Dam,State Assembly,1,,Unresolved Write-In,0,,
Plumas,10 Portola City S,Registered Voters,,,,499,,
Plumas,10 Portola City S,Ballots Cast,,,,366,,
Plumas,10 Portola City S,President,,DEM,Joseph R Biden,165,,
Plumas,10 Portola City S,President,,REP,Donald J Trump,184,,
Plumas,10 Portola City S,President,,PEF,La Riva,0,,
Plumas,10 Portola City S,President,,AIP,De La Fuente Guerra,2,,
Plumas,10 Portola City S,President,,GRN,Howie Hawkins,1,,
Plumas,10 Portola City S,President,,LIB,Jo Jorgensen,10,,
Plumas,10 Portola City S,President,,,Brian Carroll (W),0,,
Plumas,10 Portola City S,President,,,Mark Charles (W),0,,
Plumas,10 Portola City S,President,,,Joseph Kishore (W),0,,
Plumas,10 Portola City S,President,,,Brock Pierce (W),0,,
Plumas,10 Portola City S,President,,,Jesse Ventura (W),0,,
Plumas,10 Portola City S,President,,,Unresolved Write-In,0,,
Plumas,10 Portola City S,U.S. House,1,REP,Doug La Malfa,177,,
Plumas,10 Portola City S,U.S. House,1,DEM,Audrey Denney,179,,
Plumas,10 Portola City S,U.S. House,1,,Unresolved Write-In,0,,
Plumas,10 Portola City S,State Senate,1,DEM,Pamela Dawn Swartz,162,,
Plumas,10 Portola City S,State Senate,1,REP,Brian Dahle,189,,
Plumas,10 Portola City S,State Senate,1,,Unresolved Write-In,0,,
Plumas,10 Portola City S,State Assembly,1,DEM,Elizabeth L Betancourt,170,,
Plumas,10 Portola City S,State Assembly,1,REP,Megan Dahle,183,,
Plumas,10 Portola City S,State Assembly,1,,Unresolved Write-In,0,,
Plumas,11 Portola City N,Registered Voters,,,,727,,
Plumas,11 Portola City N,Ballots Cast,,,,574,,
Plumas,11 Portola City N,President,,DEM,Joseph R Biden,217,,
Plumas,11 Portola City N,President,,REP,Donald J Trump,338,,
Plumas,11 Portola City N,President,,PEF,La Riva,1,,
Plumas,11 Portola City N,President,,AIP,De La Fuente Guerra,2,,
Plumas,11 Portola City N,President,,GRN,Howie Hawkins,4,,
Plumas,11 Portola City N,President,,LIB,Jo Jorgensen,6,,
Plumas,11 Portola City N,President,,,Brian Carroll (W),0,,
Plumas,11 Portola City N,President,,,Mark Charles (W),0,,
Plumas,11 Portola City N,President,,,Joseph Kishore (W),0,,
Plumas,11 Portola City N,President,,,Brock Pierce (W),0,,
Plumas,11 Portola City N,President,,,Jesse Ventura (W),0,,
Plumas,11 Portola City N,President,,,Unresolved Write-In,0,,
Plumas,11 Portola City N,U.S. House,1,REP,Doug La Malfa,323,,
Plumas,11 Portola City N,U.S. House,1,DEM,Audrey Denney,238,,
Plumas,11 Portola City N,U.S. House,1,,Unresolved Write-In,0,,
Plumas,11 Portola City N,State Senate,1,DEM,Pamela Dawn Swartz,221,,
Plumas,11 Portola City N,State Senate,1,REP,Brian Dahle,335,,
Plumas,11 Portola City N,State Senate,1,,Unresolved Write-In,0,,
Plumas,11 Portola City N,State Assembly,1,DEM,Elizabeth L Betancourt,229,,
Plumas,11 Portola City N,State Assembly,1,REP,Megan Dahle,324,,
Plumas,11 Portola City N,State Assembly,1,,Unresolved Write-In,0,,
Plumas,12 Portola Unincorporated,Registered Voters,,,,521,,
Plumas,12 Portola Unincorporated,Ballots Cast,,,,445,,
Plumas,12 Portola Unincorporated,President,,DEM,Joseph R Biden,150,,
Plumas,12 Portola Unincorporated,President,,REP,Donald J Trump,274,,
Plumas,12 Portola Unincorporated,President,,PEF,La Riva,2,,
Plumas,12 Portola Unincorporated,President,,AIP,De La Fuente Guerra,1,,
Plumas,12 Portola Unincorporated,President,,GRN,Howie Hawkins,2,,
Plumas,12 Portola Unincorporated,President,,LIB,Jo Jorgensen,8,,
Plumas,12 Portola Unincorporated,President,,,Brian Carroll (W),0,,
Plumas,12 Portola Unincorporated,President,,,Mark Charles (W),0,,
Plumas,12 Portola Unincorporated,President,,,Joseph Kishore (W),0,,
Plumas,12 Portola Unincorporated,President,,,Brock Pierce (W),0,,
Plumas,12 Portola Unincorporated,President,,,Jesse Ventura (W),0,,
Plumas,12 Portola Unincorporated,President,,,Unresolved Write-In,0,,
Plumas,12 Portola Unincorporated,U.S. House,1,REP,Doug La Malfa,278,,
Plumas,12 Portola Unincorporated,U.S. House,1,DEM,Audrey Denney,157,,
Plumas,12 Portola Unincorporated,U.S. House,1,,Unresolved Write-In,0,,
Plumas,12 Portola Unincorporated,State Senate,1,DEM,Pamela Dawn Swartz,134,,
Plumas,12 Portola Unincorporated,State Senate,1,REP,Brian Dahle,301,,
Plumas,12 Portola Unincorporated,State Senate,1,,Unresolved Write-In,0,,
Plumas,12 Portola Unincorporated,State Assembly,1,DEM,Elizabeth L Betancourt,148,,
Plumas,12 Portola Unincorporated,State Assembly,1,REP,Megan Dahle,286,,
Plumas,12 Portola Unincorporated,State Assembly,1,,Unresolved Write-In,0,,
Plumas,13 Graeagle,Registered Voters,,,,925,,
Plumas,13 Graeagle,Ballots Cast,,,,838,,
Plumas,13 Graeagle,President,,DEM,Joseph R Biden,362,,
Plumas,13 Graeagle,President,,REP,Donald J Trump,446,,
Plumas,13 Graeagle,President,,PEF,La Riva,2,,
Plumas,13 Graeagle,President,,AIP,De La Fuente Guerra,3,,
Plumas,13 Graeagle,President,,GRN,Howie Hawkins,1,,
Plumas,13 Graeagle,President,,LIB,Jo Jorgensen,10,,
Plumas,13 Graeagle,President,,,Brian Carroll (W),0,,
Plumas,13 Graeagle,President,,,Mark Charles (W),0,,
Plumas,13 Graeagle,President,,,Joseph Kishore (W),0,,
Plumas,13 Graeagle,President,,,Brock Pierce (W),0,,
Plumas,13 Graeagle,President,,,Jesse Ventura (W),0,,
Plumas,13 Graeagle,President,,,Unresolved Write-In,0,,
Plumas,13 Graeagle,U.S. House,1,REP,Doug La Malfa,471,,
Plumas,13 Graeagle,U.S. House,1,DEM,Audrey Denney,360,,
Plumas,13 Graeagle,U.S. House,1,,Unresolved Write-In,0,,
Plumas,13 Graeagle,State Senate,1,DEM,Pamela Dawn Swartz,308,,
Plumas,13 Graeagle,State Senate,1,REP,Brian Dahle,520,,
Plumas,13 Graeagle,State Senate,1,,Unresolved Write-In,0,,
Plumas,13 Graeagle,State Assembly,1,DEM,Elizabeth L Betancourt,344,,
Plumas,13 Graeagle,State Assembly,1,REP,Megan Dahle,480,,
Plumas,13 Graeagle,State Assembly,1,,Unresolved Write-In,0,,
Plumas,14 Mohawk Vista,Registered Voters,,,,950,,
Plumas,14 Mohawk Vista,Ballots Cast,,,,833,,
Plumas,14 Mohawk Vista,President,,DEM,Joseph R Biden,345,,
Plumas,14 Mohawk Vista,President,,REP,Donald J Trump,464,,
Plumas,14 Mohawk Vista,President,,PEF,La Riva,1,,
Plumas,14 Mohawk Vista,President,,AIP,De La Fuente Guerra,1,,
Plumas,14 Mohawk Vista,President,,GRN,Howie Hawkins,3,,
Plumas,14 Mohawk Vista,President,,LIB,Jo Jorgensen,4,,
Plumas,14 Mohawk Vista,President,,,Brian Carroll (W),0,,
Plumas,14 Mohawk Vista,President,,,Mark Charles (W),0,,
Plumas,14 Mohawk Vista,President,,,Joseph Kishore (W),0,,
Plumas,14 Mohawk Vista,President,,,Brock Pierce (W),0,,
Plumas,14 Mohawk Vista,President,,,Jesse Ventura (W),0,,
Plumas,14 Mohawk Vista,President,,,Unresolved Write-In,0,,
Plumas,14 Mohawk Vista,U.S. House,1,REP,Doug La Malfa,479,,
Plumas,14 Mohawk Vista,U.S. House,1,DEM,Audrey Denney,342,,
Plumas,14 Mohawk Vista,U.S. House,1,,Unresolved Write-In,0,,
Plumas,14 Mohawk Vista,State Senate,1,DEM,Pamela Dawn Swartz,321,,
Plumas,14 Mohawk Vista,State Senate,1,REP,Brian Dahle,492,,
Plumas,14 Mohawk Vista,State Senate,1,,Unresolved Write-In,0,,
Plumas,14 Mohawk Vista,State Assembly,1,DEM,Elizabeth L Betancourt,337,,
Plumas,14 Mohawk Vista,State Assembly,1,REP,Megan Dahle,476,,
Plumas,14 Mohawk Vista,State Assembly,1,,Unresolved Write-In,0,,
Plumas,15 Meadow Valley,Registered Voters,,,,360,,
Plumas,15 Meadow Valley,Ballots Cast,,,,326,,
Plumas,15 Meadow Valley,President,,DEM,Joseph R Biden,132,,
Plumas,15 Meadow Valley,President,,REP,Donald J Trump,180,,
Plumas,15 Meadow Valley,President,,PEF,La Riva,2,,
Plumas,15 Meadow Valley,President,,AIP,De La Fuente Guerra,0,,
Plumas,15 Meadow Valley,President,,GRN,Howie Hawkins,1,,
Plumas,15 Meadow Valley,President,,LIB,Jo Jorgensen,4,,
Plumas,15 Meadow Valley,President,,,Brian Carroll (W),1,,
Plumas,15 Meadow Valley,President,,,Mark Charles (W),0,,
Plumas,15 Meadow Valley,President,,,Joseph Kishore (W),0,,
Plumas,15 Meadow Valley,President,,,Brock Pierce (W),0,,
Plumas,15 Meadow Valley,President,,,Jesse Ventura (W),0,,
Plumas,15 Meadow Valley,President,,,Unresolved Write-In,0,,
Plumas,15 Meadow Valley,U.S. House,1,REP,Doug La Malfa,177,,
Plumas,15 Meadow Valley,U.S. House,1,DEM,Audrey Denney,143,,
Plumas,15 Meadow Valley,U.S. House,1,,Unresolved Write-In,0,,
Plumas,15 Meadow Valley,State Senate,1,DEM,Pamela Dawn Swartz,130,,
Plumas,15 Meadow Valley,State Senate,1,REP,Brian Dahle,188,,
Plumas,15 Meadow Valley,State Senate,1,,Unresolved Write-In,0,,
Plumas,15 Meadow Valley,State Assembly,1,DEM,Elizabeth L Betancourt,134,,
Plumas,15 Meadow Valley,State Assembly,1,REP,Megan Dahle,180,,
Plumas,15 Meadow Valley,State Assembly,1,,Unresolved Write-In,0,,
Plumas,16 Pioneer,Registered Voters,,,,754,,
Plumas,16 Pioneer,Ballots Cast,,,,593,,
Plumas,16 Pioneer,President,,DEM,Joseph R Biden,253,,
Plumas,16 Pioneer,President,,REP,Donald J Trump,312,,
Plumas,16 Pioneer,President,,PEF,La Riva,3,,
Plumas,16 Pioneer,President,,AIP,De La Fuente Guerra,2,,
Plumas,16 Pioneer,President,,GRN,Howie Hawkins,2,,
Plumas,16 Pioneer,President,,LIB,Jo Jorgensen,7,,
Plumas,16 Pioneer,President,,,Brian Carroll (W),0,,
Plumas,16 Pioneer,President,,,Mark Charles (W),0,,
Plumas,16 Pioneer,President,,,Joseph Kishore (W),0,,
Plumas,16 Pioneer,President,,,Brock Pierce (W),0,,
Plumas,16 Pioneer,President,,,Jesse Ventura (W),0,,
Plumas,16 Pioneer,President,,,Unresolved Write-In,0,,
Plumas,16 Pioneer,U.S. House,1,REP,Doug La Malfa,307,,
Plumas,16 Pioneer,U.S. House,1,DEM,Audrey Denney,283,,
Plumas,16 Pioneer,U.S. House,1,,Unresolved Write-In,0,,
Plumas,16 Pioneer,State Senate,1,DEM,Pamela Dawn Swartz,256,,
Plumas,16 Pioneer,State Senate,1,REP,Brian Dahle,328,,
Plumas,16 Pioneer,State Senate,1,,Unresolved Write-In,0,,
Plumas,16 Pioneer,State Assembly,1,DEM,Elizabeth L Betancourt,260,,
Plumas,16 Pioneer,State Assembly,1,REP,Megan Dahle,325,,
Plumas,16 Pioneer,State Assembly,1,,Unresolved Write-In,0,,
Plumas,17 East Quincy,Registered Voters,,,,921,,
Plumas,17 East Quincy,Ballots Cast,,,,745,,
Plumas,17 East Quincy,President,,DEM,Joseph R Biden,305,,
Plumas,17 East Quincy,President,,REP,Donald J Trump,412,,
Plumas,17 East Quincy,President,,PEF,La Riva,0,,
Plumas,17 East Quincy,President,,AIP,De La Fuente Guerra,2,,
Plumas,17 East Quincy,President,,GRN,Howie Hawkins,2,,
Plumas,17 East Quincy,President,,LIB,Jo Jorgensen,12,,
Plumas,17 East Quincy,President,,,Brian Carroll (W),0,,
Plumas,17 East Quincy,President,,,Mark Charles (W),0,,
Plumas,17 East Quincy,President,,,Joseph Kishore (W),0,,
Plumas,17 East Quincy,President,,,Brock Pierce (W),0,,
Plumas,17 East Quincy,President,,,Jesse Ventura (W),0,,
Plumas,17 East Quincy,President,,,Unresolved Write-In,0,,
Plumas,17 East Quincy,U.S. House,1,REP,Doug La Malfa,418,,
Plumas,17 East Quincy,U.S. House,1,DEM,Audrey Denney,319,,
Plumas,17 East Quincy,U.S. House,1,,Unresolved Write-In,0,,
Plumas,17 East Quincy,State Senate,1,DEM,Pamela Dawn Swartz,277,,
Plumas,17 East Quincy,State Senate,1,REP,Brian Dahle,455,,
Plumas,17 East Quincy,State Senate,1,,Unresolved Write-In,0,,
Plumas,17 East Quincy,State Assembly,1,DEM,Elizabeth L Betancourt,304,,
Plumas,17 East Quincy,State Assembly,1,REP,Megan Dahle,431,,
Plumas,17 East Quincy,State Assembly,1,,Unresolved Write-In,0,,
Plumas,18 Greenhom,Registered Voters,,,,547,,
Plumas,18 Greenhom,Ballots Cast,,,,472,,
Plumas,18 Greenhom,President,,DEM,Joseph R Biden,217,,
Plumas,18 Greenhom,President,,REP,Donald J Trump,230,,
Plumas,18 Greenhom,President,,PEF,La Riva,3,,
Plumas,18 Greenhom,President,,AIP,De La Fuente Guerra,2,,
Plumas,18 Greenhom,President,,GRN,Howie Hawkins,2,,
Plumas,18 Greenhom,President,,LIB,Jo Jorgensen,10,,
Plumas,18 Greenhom,President,,,Brian Carroll (W),0,,
Plumas,18 Greenhom,President,,,Mark Charles (W),0,,
Plumas,18 Greenhom,President,,,Joseph Kishore (W),0,,
Plumas,18 Greenhom,President,,,Brock Pierce (W),0,,
Plumas,18 Greenhom,President,,,Jesse Ventura (W),0,,
Plumas,18 Greenhom,President,,,Unresolved Write-In,0,,
Plumas,18 Greenhom,U.S. House,1,REP,Doug La Malfa,247,,
Plumas,18 Greenhom,U.S. House,1,DEM,Audrey Denney,218,,
Plumas,18 Greenhom,U.S. House,1,,Unresolved Write-In,0,,
Plumas,18 Greenhom,State Senate,1,DEM,Pamela Dawn Swartz,191,,
Plumas,18 Greenhom,State Senate,1,REP,Brian Dahle,268,,
