county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,RICH112 0,State House,15,DEM,BUFFY WICKS,56,556,612
Contra Costa,RICH112 0,State House,15,NPP,SARA BRINK,16,79,95
Contra Costa,RICH114 0,State House,15,DEM,BUFFY WICKS,68,531,599
Contra Costa,RICH114 0,State House,15,NPP,SARA BRINK,31,66,97
Contra Costa,RICH116 0,State House,15,DEM,BUFFY WICKS,60,354,414
Contra Costa,RICH116 0,State House,15,NPP,SARA BRINK,17,56,73
Contra Costa,RICH117 0,State House,15,DEM,BUFFY WICKS,52,356,408
Contra Costa,RICH117 0,State House,15,NPP,SARA BRINK,19,70,89
Contra Costa,RICH118 0,State House,15,DEM,BUFFY WICKS,53,461,514
Contra Costa,RICH118 0,State House,15,NPP,SARA BRINK,19,90,109
Contra Costa,RICH119 0,State House,15,DEM,BUFFY WICKS,52,407,459
Contra Costa,RICH119 0,State House,15,NPP,SARA BRINK,16,69,85
Contra Costa,RICH121 0,State House,15,DEM,BUFFY WICKS,25,204,229
Contra Costa,RICH121 0,State House,15,NPP,SARA BRINK,10,44,54
Contra Costa,RICH122 0,State House,15,DEM,BUFFY WICKS,63,948,1011
Contra Costa,RICH122 0,State House,15,NPP,SARA BRINK,18,161,179
Contra Costa,RICH123 0,State House,15,DEM,BUFFY WICKS,67,910,977
Contra Costa,RICH123 0,State House,15,NPP,SARA BRINK,11,131,142
Contra Costa,RICH124 0,State House,15,DEM,BUFFY WICKS,35,492,527
Contra Costa,RICH124 0,State House,15,NPP,SARA BRINK,9,100,109
Contra Costa,RICH125 0,State House,15,DEM,BUFFY WICKS,24,429,453
Contra Costa,RICH125 0,State House,15,NPP,SARA BRINK,12,105,117
Contra Costa,RICH126 0,State House,15,DEM,BUFFY WICKS,15,541,556
Contra Costa,RICH126 0,State House,15,NPP,SARA BRINK,12,117,129
Contra Costa,RICH129 0,State House,15,DEM,BUFFY WICKS,57,460,517
Contra Costa,RICH129 0,State House,15,NPP,SARA BRINK,14,82,96
Contra Costa,RICH130 0,State House,15,DEM,BUFFY WICKS,68,558,626
Contra Costa,RICH130 0,State House,15,NPP,SARA BRINK,15,108,123
Contra Costa,RICH131 0,State House,15,DEM,BUFFY WICKS,44,318,362
Contra Costa,RICH131 0,State House,15,NPP,SARA BRINK,15,60,75
Contra Costa,RICH132 0,State House,15,DEM,BUFFY WICKS,45,646,691
Contra Costa,RICH132 0,State House,15,NPP,SARA BRINK,22,189,211
Contra Costa,RICH133 0,State House,15,DEM,BUFFY WICKS,22,541,563
Contra Costa,RICH133 0,State House,15,NPP,SARA BRINK,8,83,91
Contra Costa,RICH134 0,State House,15,DEM,BUFFY WICKS,37,444,481
Contra Costa,RICH134 0,State House,15,NPP,SARA BRINK,8,61,69
Contra Costa,RICH135 0,State House,15,DEM,BUFFY WICKS,27,559,586
Contra Costa,RICH135 0,State House,15,NPP,SARA BRINK,15,103,118
Contra Costa,RICH136 0,State House,15,DEM,BUFFY WICKS,34,439,473
Contra Costa,RICH136 0,State House,15,NPP,SARA BRINK,11,48,59
Contra Costa,RICH137 0,State House,15,DEM,BUFFY WICKS,35,622,657
Contra Costa,RICH137 0,State House,15,NPP,SARA BRINK,10,99,109
Contra Costa,RICH138 0,State House,15,DEM,BUFFY WICKS,19,312,331
Contra Costa,RICH138 0,State House,15,NPP,SARA BRINK,17,101,118
Contra Costa,RICH139 0,State House,15,DEM,BUFFY WICKS,40,965,1005
Contra Costa,RICH139 0,State House,15,NPP,SARA BRINK,36,160,196
Contra Costa,RICH141 0,State House,15,DEM,BUFFY WICKS,21,594,615
Contra Costa,RICH141 0,State House,15,NPP,SARA BRINK,13,96,109
Contra Costa,RICH142 0,State House,15,DEM,BUFFY WICKS,34,936,970
Contra Costa,RICH142 0,State House,15,NPP,SARA BRINK,27,208,235
Contra Costa,RICH143 0,State House,15,DEM,BUFFY WICKS,45,555,600
Contra Costa,RICH143 0,State House,15,NPP,SARA BRINK,11,94,105
Contra Costa,RICH144 0,State House,15,DEM,BUFFY WICKS,36,722,758
Contra Costa,RICH144 0,State House,15,NPP,SARA BRINK,11,140,151
Contra Costa,RICH145 0,State House,15,DEM,BUFFY WICKS,64,917,981
Contra Costa,RICH145 0,State House,15,NPP,SARA BRINK,19,122,141
Contra Costa,RICH147 0,State House,15,DEM,BUFFY WICKS,43,469,512
Contra Costa,RICH147 0,State House,15,NPP,SARA BRINK,15,74,89
Contra Costa,RICH149 0,State House,15,DEM,BUFFY WICKS,58,314,372
Contra Costa,RICH149 0,State House,15,NPP,SARA BRINK,21,59,80
Contra Costa,RICH150 0,State House,15,DEM,BUFFY WICKS,45,419,464
Contra Costa,RICH150 0,State House,15,NPP,SARA BRINK,17,101,118
Contra Costa,RICH152 0,State House,15,DEM,BUFFY WICKS,33,411,444
Contra Costa,RICH152 0,State House,15,NPP,SARA BRINK,18,79,97
Contra Costa,RICH153 0,State House,15,DEM,BUFFY WICKS,48,396,444
Contra Costa,RICH153 0,State House,15,NPP,SARA BRINK,16,81,97
Contra Costa,RICH154 0,State House,15,DEM,BUFFY WICKS,75,574,649
Contra Costa,RICH154 0,State House,15,NPP,SARA BRINK,40,97,137
Contra Costa,RICH155 0,State House,15,DEM,BUFFY WICKS,29,608,637
Contra Costa,RICH155 0,State House,15,NPP,SARA BRINK,13,95,108
Contra Costa,RICH156 0,State House,15,DEM,BUFFY WICKS,22,413,435
Contra Costa,RICH156 0,State House,15,NPP,SARA BRINK,5,70,75
Contra Costa,RICH802 0,State House,15,DEM,BUFFY WICKS,N/A,42,46
Contra Costa,RICH802 0,State House,15,NPP,SARA BRINK,N/A,12,13
Contra Costa,RICH804 0,State House,15,DEM,BUFFY WICKS,0,N/A,N/A
Contra Costa,RICH804 0,State House,15,NPP,SARA BRINK,0,N/A,N/A
Contra Costa,RICH805 0,State House,15,DEM,BUFFY WICKS,N/A,95,96
Contra Costa,RICH805 0,State House,15,NPP,SARA BRINK,N/A,13,13
Contra Costa,RICH806 0,State House,15,DEM,BUFFY WICKS,N/A,133,133
Contra Costa,RICH806 0,State House,15,NPP,SARA BRINK,N/A,38,39
Contra Costa,RICH807 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,RICH807 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,RICH808 0,State House,15,DEM,BUFFY WICKS,N/A,27,28
Contra Costa,RICH808 0,State House,15,NPP,SARA BRINK,N/A,4,4
Contra Costa,RICH809 0,State House,15,DEM,BUFFY WICKS,13,167,180
Contra Costa,RICH809 0,State House,15,NPP,SARA BRINK,4,16,20
Contra Costa,RICH810 0,State House,15,DEM,BUFFY WICKS,9,270,279
Contra Costa,RICH810 0,State House,15,NPP,SARA BRINK,5,32,37
Contra Costa,RICH811 0,State House,15,DEM,BUFFY WICKS,9,216,225
Contra Costa,RICH811 0,State House,15,NPP,SARA BRINK,3,58,61
Contra Costa,RICH812 0,State House,15,DEM,BUFFY WICKS,8,82,90
Contra Costa,RICH812 0,State House,15,NPP,SARA BRINK,4,10,14
Contra Costa,RICH813 0,State House,15,DEM,BUFFY WICKS,N/A,0,N/A
Contra Costa,RICH813 0,State House,15,NPP,SARA BRINK,N/A,0,N/A
Contra Costa,RICH814 0,State House,15,DEM,BUFFY WICKS,7,97,104
Contra Costa,RICH814 0,State House,15,NPP,SARA BRINK,2,22,24
Contra Costa,RICH815 0,State House,15,DEM,BUFFY WICKS,N/A,0,N/A
Contra Costa,RICH815 0,State House,15,NPP,SARA BRINK,N/A,0,N/A
Contra Costa,RICH816 0,State House,15,DEM,BUFFY WICKS,13,22,35
Contra Costa,RICH816 0,State House,15,NPP,SARA BRINK,3,5,8
Contra Costa,RICH817 0,State House,15,DEM,BUFFY WICKS,N/A,108,116
Contra Costa,RICH817 0,State House,15,NPP,SARA BRINK,N/A,18,19
Contra Costa,RICH818 0,State House,15,DEM,BUFFY WICKS,10,138,148
Contra Costa,RICH818 0,State House,15,NPP,SARA BRINK,5,23,28
Contra Costa,RICH819 0,State House,15,DEM,BUFFY WICKS,15,214,229
Contra Costa,RICH819 0,State House,15,NPP,SARA BRINK,8,42,50
Contra Costa,RICH820 0,State House,15,DEM,BUFFY WICKS,50,326,376
Contra Costa,RICH820 0,State House,15,NPP,SARA BRINK,14,58,72
Contra Costa,RICH821 0,State House,15,DEM,BUFFY WICKS,51,359,410
Contra Costa,RICH821 0,State House,15,NPP,SARA BRINK,12,79,91
Contra Costa,RICH822 0,State House,15,DEM,BUFFY WICKS,9,73,82
Contra Costa,RICH822 0,State House,15,NPP,SARA BRINK,2,18,20
Contra Costa,RICH823 0,State House,15,DEM,BUFFY WICKS,38,313,351
Contra Costa,RICH823 0,State House,15,NPP,SARA BRINK,16,80,96
Contra Costa,RICH824 0,State House,15,DEM,BUFFY WICKS,24,270,294
Contra Costa,RICH824 0,State House,15,NPP,SARA BRINK,10,41,51
Contra Costa,RICH825 0,State House,15,DEM,BUFFY WICKS,19,147,166
Contra Costa,RICH825 0,State House,15,NPP,SARA BRINK,1,24,25
Contra Costa,RICH826 0,State House,15,DEM,BUFFY WICKS,11,115,126
Contra Costa,RICH826 0,State House,15,NPP,SARA BRINK,2,25,27
Contra Costa,RICH827 0,State House,15,DEM,BUFFY WICKS,26,293,319
Contra Costa,RICH827 0,State House,15,NPP,SARA BRINK,11,76,87
Contra Costa,RICH828 0,State House,15,DEM,BUFFY WICKS,N/A,13,16
Contra Costa,RICH828 0,State House,15,NPP,SARA BRINK,N/A,2,2
Contra Costa,RICH829 0,State House,15,DEM,BUFFY WICKS,N/A,33,34
Contra Costa,RICH829 0,State House,15,NPP,SARA BRINK,N/A,7,8
Contra Costa,RICH830 0,State House,15,DEM,BUFFY WICKS,8,113,121
Contra Costa,RICH830 0,State House,15,NPP,SARA BRINK,2,11,13
Contra Costa,RICH831 0,State House,15,DEM,BUFFY WICKS,35,366,401
Contra Costa,RICH831 0,State House,15,NPP,SARA BRINK,14,91,105
Contra Costa,RICH832 0,State House,15,DEM,BUFFY WICKS,31,250,281
Contra Costa,RICH832 0,State House,15,NPP,SARA BRINK,9,47,56
Contra Costa,RICH833 0,State House,15,DEM,BUFFY WICKS,8,161,169
Contra Costa,RICH833 0,State House,15,NPP,SARA BRINK,2,24,26
Contra Costa,RICH834 0,State House,15,DEM,BUFFY WICKS,11,240,251
Contra Costa,RICH834 0,State House,15,NPP,SARA BRINK,1,42,43
Contra Costa,RICH835 0,State House,15,DEM,BUFFY WICKS,13,197,210
Contra Costa,RICH835 0,State House,15,NPP,SARA BRINK,9,49,58
Contra Costa,RICH836 0,State House,15,DEM,BUFFY WICKS,24,230,254
Contra Costa,RICH836 0,State House,15,NPP,SARA BRINK,6,32,38
Contra Costa,RICH837 0,State House,15,DEM,BUFFY WICKS,12,61,73
Contra Costa,RICH837 0,State House,15,NPP,SARA BRINK,7,10,17
Contra Costa,RICH838 0,State House,15,DEM,BUFFY WICKS,30,182,212
Contra Costa,RICH838 0,State House,15,NPP,SARA BRINK,8,51,59
Contra Costa,RICH839 0,State House,15,DEM,BUFFY WICKS,N/A,13,16
Contra Costa,RICH839 0,State House,15,NPP,SARA BRINK,N/A,6,8
Contra Costa,RICH840 0,State House,15,DEM,BUFFY WICKS,35,429,464
Contra Costa,RICH840 0,State House,15,NPP,SARA BRINK,15,89,104
Contra Costa,RICH841 0,State House,15,DEM,BUFFY WICKS,N/A,150,151
Contra Costa,RICH841 0,State House,15,NPP,SARA BRINK,N/A,54,58
Contra Costa,RICH842 0,State House,15,DEM,BUFFY WICKS,N/A,119,121
Contra Costa,RICH842 0,State House,15,NPP,SARA BRINK,N/A,43,47
Contra Costa,RICH843 0,State House,15,DEM,BUFFY WICKS,N/A,0,N/A
Contra Costa,RICH843 0,State House,15,NPP,SARA BRINK,N/A,0,N/A
Contra Costa,RICH844 0,State House,15,DEM,BUFFY WICKS,N/A,13,16
Contra Costa,RICH844 0,State House,15,NPP,SARA BRINK,N/A,5,8
Contra Costa,RICH845 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,RICH845 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,RICH846 0,State House,15,DEM,BUFFY WICKS,0,N/A,N/A
Contra Costa,RICH846 0,State House,15,NPP,SARA BRINK,0,N/A,N/A
Contra Costa,RICH847 0,State House,15,DEM,BUFFY WICKS,0,N/A,N/A
Contra Costa,RICH847 0,State House,15,NPP,SARA BRINK,0,N/A,N/A
Contra Costa,RICH848 0,State House,15,DEM,BUFFY WICKS,0,0,0
Contra Costa,RICH848 0,State House,15,NPP,SARA BRINK,0,0,0
Contra Costa,RICH849 0,State House,15,DEM,BUFFY WICKS,0,N/A,N/A
Contra Costa,RICH849 0,State House,15,NPP,SARA BRINK,0,N/A,N/A
Contra Costa,ROLL101 0,State House,15,DEM,BUFFY WICKS,39,708,747
Contra Costa,ROLL101 0,State House,15,NPP,SARA BRINK,31,177,208
Contra Costa,ROLL801 0,State House,15,DEM,BUFFY WICKS,N/A,73,78
Contra Costa,ROLL801 0,State House,15,NPP,SARA BRINK,N/A,20,21
Contra Costa,SPAB101 0,State House,15,DEM,BUFFY WICKS,65,791,856
Contra Costa,SPAB101 0,State House,15,NPP,SARA BRINK,33,182,215
Contra Costa,SPAB102 0,State House,15,DEM,BUFFY WICKS,57,743,800
Contra Costa,SPAB102 0,State House,15,NPP,SARA BRINK,38,185,223
Contra Costa,SPAB103 0,State House,15,DEM,BUFFY WICKS,33,473,506
Contra Costa,SPAB103 0,State House,15,NPP,SARA BRINK,12,100,112
Contra Costa,SPAB104 0,State House,15,DEM,BUFFY WICKS,20,517,537
Contra Costa,SPAB104 0,State House,15,NPP,SARA BRINK,24,117,141
Contra Costa,SPAB105 0,State House,15,DEM,BUFFY WICKS,21,405,426
Contra Costa,SPAB105 0,State House,15,NPP,SARA BRINK,7,104,111
Contra Costa,SPAB106 0,State House,15,DEM,BUFFY WICKS,18,247,265
Contra Costa,SPAB106 0,State House,15,NPP,SARA BRINK,9,36,45
Contra Costa,SPAB107 0,State House,15,DEM,BUFFY WICKS,58,670,728
Contra Costa,SPAB107 0,State House,15,NPP,SARA BRINK,26,151,177
Contra Costa,SPAB108 0,State House,15,DEM,BUFFY WICKS,51,558,609
Contra Costa,SPAB108 0,State House,15,NPP,SARA BRINK,14,131,145
Contra Costa,SPAB109 0,State House,15,DEM,BUFFY WICKS,39,517,556
Contra Costa,SPAB109 0,State House,15,NPP,SARA BRINK,14,135,149
Contra Costa,SPAB110 0,State House,15,DEM,BUFFY WICKS,47,628,675
Contra Costa,SPAB110 0,State House,15,NPP,SARA BRINK,31,156,187
Contra Costa,SPAB111 0,State House,15,DEM,BUFFY WICKS,34,465,499
Contra Costa,SPAB111 0,State House,15,NPP,SARA BRINK,6,89,95
Contra Costa,SPAB801 0,State House,15,DEM,BUFFY WICKS,4,89,93
Contra Costa,SPAB801 0,State House,15,NPP,SARA BRINK,4,18,22
Contra Costa,SPAB802 0,State House,15,DEM,BUFFY WICKS,N/A,158,161
Contra Costa,SPAB802 0,State House,15,NPP,SARA BRINK,N/A,21,22
Contra Costa,SPAB803 0,State House,15,DEM,BUFFY WICKS,N/A,38,39
Contra Costa,SPAB803 0,State House,15,NPP,SARA BRINK,N/A,7,9
Contra Costa,SPAB804 0,State House,15,DEM,BUFFY WICKS,N/A,76,80
Contra Costa,SPAB804 0,State House,15,NPP,SARA BRINK,N/A,9,13
Contra Costa,ALMO102 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,25,25
Contra Costa,ALMO102 0,State House,16,REP,JOSEPH A. RUBAY,N/A,44,46
Contra Costa,ALMO102 1,State House,16,DEM,REBECCA BAUER-KAHAN,33,820,853
Contra Costa,ALMO102 1,State House,16,REP,JOSEPH A. RUBAY,95,506,601
Contra Costa,ALMO103 0,State House,16,DEM,REBECCA BAUER-KAHAN,17,532,549
Contra Costa,ALMO103 0,State House,16,REP,JOSEPH A. RUBAY,68,357,425
Contra Costa,ALMO104 0,State House,16,DEM,REBECCA BAUER-KAHAN,16,551,567
Contra Costa,ALMO104 0,State House,16,REP,JOSEPH A. RUBAY,70,432,502
Contra Costa,ALMO105 0,State House,16,DEM,REBECCA BAUER-KAHAN,14,280,294
Contra Costa,ALMO105 0,State House,16,REP,JOSEPH A. RUBAY,26,257,283
Contra Costa,ALMO106 0,State House,16,DEM,REBECCA BAUER-KAHAN,24,422,446
Contra Costa,ALMO106 0,State House,16,REP,JOSEPH A. RUBAY,56,398,454
Contra Costa,ALMO109 0,State House,16,DEM,REBECCA BAUER-KAHAN,16,497,513
Contra Costa,ALMO109 0,State House,16,REP,JOSEPH A. RUBAY,49,364,413
Contra Costa,ALMO110 0,State House,16,DEM,REBECCA BAUER-KAHAN,21,484,505
Contra Costa,ALMO110 0,State House,16,REP,JOSEPH A. RUBAY,44,372,416
Contra Costa,ALMO111 0,State House,16,DEM,REBECCA BAUER-KAHAN,29,444,473
Contra Costa,ALMO111 0,State House,16,REP,JOSEPH A. RUBAY,82,407,489
Contra Costa,ALMO112 0,State House,16,DEM,REBECCA BAUER-KAHAN,21,263,284
Contra Costa,ALMO112 0,State House,16,REP,JOSEPH A. RUBAY,39,316,355
Contra Costa,ALMO801 0,State House,16,DEM,REBECCA BAUER-KAHAN,4,240,244
Contra Costa,ALMO801 0,State House,16,REP,JOSEPH A. RUBAY,33,146,179
Contra Costa,ALMO802 0,State House,16,DEM,REBECCA BAUER-KAHAN,6,193,199
Contra Costa,ALMO802 0,State House,16,REP,JOSEPH A. RUBAY,17,136,153
Contra Costa,ALMO803 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,N/A,N/A
Contra Costa,ALMO803 0,State House,16,REP,JOSEPH A. RUBAY,0,N/A,N/A
Contra Costa,ALMO804 0,State House,16,DEM,REBECCA BAUER-KAHAN,13,291,304
Contra Costa,ALMO804 0,State House,16,REP,JOSEPH A. RUBAY,9,133,142
Contra Costa,ALMO805 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,217,219
Contra Costa,ALMO805 0,State House,16,REP,JOSEPH A. RUBAY,N/A,81,87
Contra Costa,ALMO806 0,State House,16,DEM,REBECCA BAUER-KAHAN,5,271,276
Contra Costa,ALMO806 0,State House,16,REP,JOSEPH A. RUBAY,23,115,138
Contra Costa,ALMO807 0,State House,16,DEM,REBECCA BAUER-KAHAN,5,145,150
Contra Costa,ALMO807 0,State House,16,REP,JOSEPH A. RUBAY,16,95,111
Contra Costa,ALMO808 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,N/A,N/A
Contra Costa,ALMO808 0,State House,16,REP,JOSEPH A. RUBAY,0,N/A,N/A
Contra Costa,ALMO809 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,31,32
Contra Costa,ALMO809 0,State House,16,REP,JOSEPH A. RUBAY,N/A,24,26
Contra Costa,ALMO810 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,N/A,6
Contra Costa,ALMO810 0,State House,16,REP,JOSEPH A. RUBAY,N/A,N/A,3
Contra Costa,ALMO811 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,0,0
Contra Costa,ALMO811 0,State House,16,REP,JOSEPH A. RUBAY,0,0,0
Contra Costa,BKHW101 0,State House,16,DEM,REBECCA BAUER-KAHAN,34,585,619
Contra Costa,BKHW101 0,State House,16,REP,JOSEPH A. RUBAY,80,563,643
Contra Costa,BKHW102 0,State House,16,DEM,REBECCA BAUER-KAHAN,12,273,285
Contra Costa,BKHW102 0,State House,16,REP,JOSEPH A. RUBAY,30,176,206
Contra Costa,BKHW103 0,State House,16,DEM,REBECCA BAUER-KAHAN,28,389,417
Contra Costa,BKHW103 0,State House,16,REP,JOSEPH A. RUBAY,55,333,388
Contra Costa,BKHW104 0,State House,16,DEM,REBECCA BAUER-KAHAN,30,795,825
Contra Costa,BKHW104 0,State House,16,REP,JOSEPH A. RUBAY,29,343,372
Contra Costa,BKHW105 0,State House,16,DEM,REBECCA BAUER-KAHAN,28,314,342
Contra Costa,BKHW105 0,State House,16,REP,JOSEPH A. RUBAY,50,382,432
Contra Costa,BKHW106 0,State House,16,DEM,REBECCA BAUER-KAHAN,16,452,468
Contra Costa,BKHW106 0,State House,16,REP,JOSEPH A. RUBAY,36,195,231
Contra Costa,BKHW107 0,State House,16,DEM,REBECCA BAUER-KAHAN,20,668,688
Contra Costa,BKHW107 0,State House,16,REP,JOSEPH A. RUBAY,65,334,399
Contra Costa,BKHW108 0,State House,16,DEM,REBECCA BAUER-KAHAN,41,697,738
Contra Costa,BKHW108 0,State House,16,REP,JOSEPH A. RUBAY,41,307,348
Contra Costa,BKHW109 0,State House,16,DEM,REBECCA BAUER-KAHAN,15,308,323
Contra Costa,BKHW109 0,State House,16,REP,JOSEPH A. RUBAY,37,247,284
Contra Costa,BKHW801 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,18,18
Contra Costa,BKHW801 0,State House,16,REP,JOSEPH A. RUBAY,0,11,11
Contra Costa,BKHW802 0,State House,16,DEM,REBECCA BAUER-KAHAN,6,195,201
Contra Costa,BKHW802 0,State House,16,REP,JOSEPH A. RUBAY,12,119,131
Contra Costa,CALD801 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,N/A,N/A
Contra Costa,CALD801 0,State House,16,REP,JOSEPH A. RUBAY,0,N/A,N/A
Contra Costa,CANY801 0,State House,16,DEM,REBECCA BAUER-KAHAN,0,154,154
Contra Costa,CANY801 0,State House,16,REP,JOSEPH A. RUBAY,0,7,7
Contra Costa,DANV101 0,State House,16,DEM,REBECCA BAUER-KAHAN,11,376,387
Contra Costa,DANV101 0,State House,16,REP,JOSEPH A. RUBAY,51,295,346
Contra Costa,DANV103 0,State House,16,DEM,REBECCA BAUER-KAHAN,24,601,625
Contra Costa,DANV103 0,State House,16,REP,JOSEPH A. RUBAY,63,319,382
Contra Costa,DANV104 0,State House,16,DEM,REBECCA BAUER-KAHAN,35,621,656
Contra Costa,DANV104 0,State House,16,REP,JOSEPH A. RUBAY,79,395,474
Contra Costa,DANV104 1,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,78,79
Contra Costa,DANV104 1,State House,16,REP,JOSEPH A. RUBAY,N/A,37,41
Contra Costa,DANV105 0,State House,16,DEM,REBECCA BAUER-KAHAN,33,677,710
Contra Costa,DANV105 0,State House,16,REP,JOSEPH A. RUBAY,88,480,568
Contra Costa,DANV106 0,State House,16,DEM,REBECCA BAUER-KAHAN,22,629,651
Contra Costa,DANV106 0,State House,16,REP,JOSEPH A. RUBAY,68,418,486
Contra Costa,DANV107 0,State House,16,DEM,REBECCA BAUER-KAHAN,36,758,794
Contra Costa,DANV107 0,State House,16,REP,JOSEPH A. RUBAY,77,393,470
Contra Costa,DANV108 0,State House,16,DEM,REBECCA BAUER-KAHAN,19,698,717
Contra Costa,DANV108 0,State House,16,REP,JOSEPH A. RUBAY,46,448,494
Contra Costa,DANV109 0,State House,16,DEM,REBECCA BAUER-KAHAN,15,431,446
Contra Costa,DANV109 0,State House,16,REP,JOSEPH A. RUBAY,36,237,273
Contra Costa,DANV109 1,State House,16,DEM,REBECCA BAUER-KAHAN,0,N/A,N/A
Contra Costa,DANV109 1,State House,16,REP,JOSEPH A. RUBAY,0,N/A,N/A
Contra Costa,DANV110 0,State House,16,DEM,REBECCA BAUER-KAHAN,16,294,310
Contra Costa,DANV110 0,State House,16,REP,JOSEPH A. RUBAY,26,146,172
Contra Costa,DANV111 0,State House,16,DEM,REBECCA BAUER-KAHAN,9,467,476
Contra Costa,DANV111 0,State House,16,REP,JOSEPH A. RUBAY,34,171,205
Contra Costa,DANV112 0,State House,16,DEM,REBECCA BAUER-KAHAN,40,658,698
Contra Costa,DANV112 0,State House,16,REP,JOSEPH A. RUBAY,92,372,464
Contra Costa,DANV113 0,State House,16,DEM,REBECCA BAUER-KAHAN,22,521,543
Contra Costa,DANV113 0,State House,16,REP,JOSEPH A. RUBAY,55,218,273
Contra Costa,DANV114 0,State House,16,DEM,REBECCA BAUER-KAHAN,26,648,674
Contra Costa,DANV114 0,State House,16,REP,JOSEPH A. RUBAY,67,325,392
Contra Costa,DANV115 0,State House,16,DEM,REBECCA BAUER-KAHAN,25,473,498
Contra Costa,DANV115 0,State House,16,REP,JOSEPH A. RUBAY,75,320,395
Contra Costa,DANV116 0,State House,16,DEM,REBECCA BAUER-KAHAN,13,305,318
Contra Costa,DANV116 0,State House,16,REP,JOSEPH A. RUBAY,27,154,181
Contra Costa,DANV117 0,State House,16,DEM,REBECCA BAUER-KAHAN,34,659,693
Contra Costa,DANV117 0,State House,16,REP,JOSEPH A. RUBAY,57,319,376
Contra Costa,DANV118 0,State House,16,DEM,REBECCA BAUER-KAHAN,17,600,617
Contra Costa,DANV118 0,State House,16,REP,JOSEPH A. RUBAY,44,245,289
Contra Costa,DANV119 0,State House,16,DEM,REBECCA BAUER-KAHAN,25,840,865
Contra Costa,DANV119 0,State House,16,REP,JOSEPH A. RUBAY,43,481,524
Contra Costa,DANV120 0,State House,16,DEM,REBECCA BAUER-KAHAN,39,699,738
Contra Costa,DANV120 0,State House,16,REP,JOSEPH A. RUBAY,88,400,488
Contra Costa,DANV121 0,State House,16,DEM,REBECCA BAUER-KAHAN,12,375,387
Contra Costa,DANV121 0,State House,16,REP,JOSEPH A. RUBAY,25,227,252
Contra Costa,DANV122 0,State House,16,DEM,REBECCA BAUER-KAHAN,19,456,475
Contra Costa,DANV122 0,State House,16,REP,JOSEPH A. RUBAY,50,320,370
Contra Costa,DANV123 0,State House,16,DEM,REBECCA BAUER-KAHAN,21,496,517
Contra Costa,DANV123 0,State House,16,REP,JOSEPH A. RUBAY,47,348,395
Contra Costa,DANV124 0,State House,16,DEM,REBECCA BAUER-KAHAN,15,401,416
Contra Costa,DANV124 0,State House,16,REP,JOSEPH A. RUBAY,28,188,216
Contra Costa,DANV125 0,State House,16,DEM,REBECCA BAUER-KAHAN,7,283,290
Contra Costa,DANV125 0,State House,16,REP,JOSEPH A. RUBAY,27,139,166
Contra Costa,DANV126 0,State House,16,DEM,REBECCA BAUER-KAHAN,31,875,906
Contra Costa,DANV126 0,State House,16,REP,JOSEPH A. RUBAY,86,350,436
Contra Costa,DANV127 0,State House,16,DEM,REBECCA BAUER-KAHAN,30,527,557
Contra Costa,DANV127 0,State House,16,REP,JOSEPH A. RUBAY,48,259,307
Contra Costa,DANV129 0,State House,16,DEM,REBECCA BAUER-KAHAN,27,435,462
Contra Costa,DANV129 0,State House,16,REP,JOSEPH A. RUBAY,65,243,308
Contra Costa,DANV130 0,State House,16,DEM,REBECCA BAUER-KAHAN,36,399,435
Contra Costa,DANV130 0,State House,16,REP,JOSEPH A. RUBAY,45,290,335
Contra Costa,DANV801 0,State House,16,DEM,REBECCA BAUER-KAHAN,1,183,184
Contra Costa,DANV801 0,State House,16,REP,JOSEPH A. RUBAY,18,176,194
Contra Costa,DANV802 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,87,88
Contra Costa,DANV802 0,State House,16,REP,JOSEPH A. RUBAY,N/A,69,76
Contra Costa,DANV803 0,State House,16,DEM,REBECCA BAUER-KAHAN,2,97,99
Contra Costa,DANV803 0,State House,16,REP,JOSEPH A. RUBAY,11,37,48
Contra Costa,DANV804 0,State House,16,DEM,REBECCA BAUER-KAHAN,N/A,17,20
Contra Costa,DANV804 0,State House,16,REP,JOSEPH A. RUBAY,N/A,7,11
Contra Costa,DANV805 0,State House,16,DEM,REBECCA BAUER-KAHAN,5,191,196
