county,precinct,office,district,party,candidate,votes,early voting,election day,mail
Tuolumne,999502,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Tuolumne,999503,President,,DEMOCRAT,JULIAN CASTRO,2,2,0,2
Tuolumne,100003,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,100004,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,101006,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,101007,President,,DEMOCRAT,MICHAEL A. ELLINGER,1,1,0,1
Tuolumne,101008,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,101009,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,200010,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,200012,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,200015,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,200016,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,200017,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,300018,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,300021,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,300022,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,300024,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,300025,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400028,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400029,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400030,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400032,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400034,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,400035,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,500038,President,,DEMOCRAT,MICHAEL A. ELLINGER,1,1,0,1
Tuolumne,500041,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,500042,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,500043,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999101,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999102,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999106,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999108,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999109,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999117,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999201,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999203,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999205,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999206,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999207,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999208,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999301,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999303,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999304,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999305,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999306,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999307,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999308,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999309,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999401,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999402,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999403,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999405,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999406,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999407,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999408,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999409,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999410,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999412,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999413,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999414,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999415,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999501,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999502,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,999503,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Tuolumne,100003,President,,DEMOCRAT,ELIZABETH WARREN,14,11,3,5
Tuolumne,100004,President,,DEMOCRAT,ELIZABETH WARREN,24,20,4,7
Tuolumne,101006,President,,DEMOCRAT,ELIZABETH WARREN,32,24,8,15
Tuolumne,101007,President,,DEMOCRAT,ELIZABETH WARREN,39,34,5,22
Tuolumne,101008,President,,DEMOCRAT,ELIZABETH WARREN,24,21,3,17
Tuolumne,101009,President,,DEMOCRAT,ELIZABETH WARREN,27,20,7,10
Tuolumne,200010,President,,DEMOCRAT,ELIZABETH WARREN,20,19,1,12
Tuolumne,200012,President,,DEMOCRAT,ELIZABETH WARREN,27,24,3,19
Tuolumne,200015,President,,DEMOCRAT,ELIZABETH WARREN,36,27,9,21
Tuolumne,200016,President,,DEMOCRAT,ELIZABETH WARREN,23,15,8,8
Tuolumne,200017,President,,DEMOCRAT,ELIZABETH WARREN,13,11,2,8
Tuolumne,300018,President,,DEMOCRAT,ELIZABETH WARREN,11,10,1,4
Tuolumne,300021,President,,DEMOCRAT,ELIZABETH WARREN,40,22,18,15
Tuolumne,300022,President,,DEMOCRAT,ELIZABETH WARREN,42,26,16,22
Tuolumne,300024,President,,DEMOCRAT,ELIZABETH WARREN,11,7,4,4
Tuolumne,300025,President,,DEMOCRAT,ELIZABETH WARREN,12,9,3,7
Tuolumne,400028,President,,DEMOCRAT,ELIZABETH WARREN,11,11,0,6
Tuolumne,400029,President,,DEMOCRAT,ELIZABETH WARREN,9,7,2,6
Tuolumne,400030,President,,DEMOCRAT,ELIZABETH WARREN,24,16,8,16
Tuolumne,400032,President,,DEMOCRAT,ELIZABETH WARREN,31,22,9,21
Tuolumne,400034,President,,DEMOCRAT,ELIZABETH WARREN,7,4,3,1
Tuolumne,400035,President,,DEMOCRAT,ELIZABETH WARREN,12,12,0,12
Tuolumne,500037,President,,DEMOCRAT,ELIZABETH WARREN,15,15,0,11
Tuolumne,500038,President,,DEMOCRAT,ELIZABETH WARREN,52,47,5,32
Tuolumne,500041,President,,DEMOCRAT,ELIZABETH WARREN,30,18,12,11
Tuolumne,500042,President,,DEMOCRAT,ELIZABETH WARREN,14,9,5,9
Tuolumne,500043,President,,DEMOCRAT,ELIZABETH WARREN,30,20,10,17
Tuolumne,999101,President,,DEMOCRAT,ELIZABETH WARREN,4,2,2,2
Tuolumne,999102,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,0
Tuolumne,999103,President,,DEMOCRAT,ELIZABETH WARREN,3,2,1,2
Tuolumne,999104,President,,DEMOCRAT,ELIZABETH WARREN,3,2,1,0
Tuolumne,999105,President,,DEMOCRAT,ELIZABETH WARREN,10,8,2,5
Tuolumne,999106,President,,DEMOCRAT,ELIZABETH WARREN,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,ELIZABETH WARREN,3,3,0,3
Tuolumne,999108,President,,DEMOCRAT,ELIZABETH WARREN,8,7,1,5
Tuolumne,999109,President,,DEMOCRAT,ELIZABETH WARREN,8,8,0,7
Tuolumne,999117,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,1
Tuolumne,999118,President,,DEMOCRAT,ELIZABETH WARREN,9,9,0,7
Tuolumne,999201,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,1
Tuolumne,999202,President,,DEMOCRAT,ELIZABETH WARREN,3,1,2,1
Tuolumne,999203,President,,DEMOCRAT,ELIZABETH WARREN,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,ELIZABETH WARREN,8,5,3,3
Tuolumne,999205,President,,DEMOCRAT,ELIZABETH WARREN,4,4,0,4
Tuolumne,999206,President,,DEMOCRAT,ELIZABETH WARREN,2,2,0,1
Tuolumne,999207,President,,DEMOCRAT,ELIZABETH WARREN,4,4,0,4
Tuolumne,999208,President,,DEMOCRAT,ELIZABETH WARREN,16,12,4,7
Tuolumne,999301,President,,DEMOCRAT,ELIZABETH WARREN,2,2,0,1
Tuolumne,999302,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,1
Tuolumne,999303,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,1
Tuolumne,999304,President,,DEMOCRAT,ELIZABETH WARREN,6,6,0,3
Tuolumne,999305,President,,DEMOCRAT,ELIZABETH WARREN,2,2,0,2
Tuolumne,999306,President,,DEMOCRAT,ELIZABETH WARREN,8,7,1,5
Tuolumne,999307,President,,DEMOCRAT,ELIZABETH WARREN,2,2,0,1
Tuolumne,999308,President,,DEMOCRAT,ELIZABETH WARREN,2,2,0,2
Tuolumne,999309,President,,DEMOCRAT,ELIZABETH WARREN,3,2,1,2
Tuolumne,999401,President,,DEMOCRAT,ELIZABETH WARREN,3,3,0,3
Tuolumne,999402,President,,DEMOCRAT,ELIZABETH WARREN,5,5,0,5
Tuolumne,999403,President,,DEMOCRAT,ELIZABETH WARREN,5,2,3,2
Tuolumne,999404,President,,DEMOCRAT,ELIZABETH WARREN,5,2,3,2
Tuolumne,999405,President,,DEMOCRAT,ELIZABETH WARREN,7,3,4,3
Tuolumne,999406,President,,DEMOCRAT,ELIZABETH WARREN,4,0,4,0
Tuolumne,999407,President,,DEMOCRAT,ELIZABETH WARREN,6,6,0,6
Tuolumne,999408,President,,DEMOCRAT,ELIZABETH WARREN,8,8,0,7
Tuolumne,999409,President,,DEMOCRAT,ELIZABETH WARREN,1,1,0,1
Tuolumne,999410,President,,DEMOCRAT,ELIZABETH WARREN,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,ELIZABETH WARREN,7,6,1,5
Tuolumne,999412,President,,DEMOCRAT,ELIZABETH WARREN,4,4,0,1
Tuolumne,999413,President,,DEMOCRAT,ELIZABETH WARREN,2,1,1,1
Tuolumne,999414,President,,DEMOCRAT,ELIZABETH WARREN,10,9,1,6
Tuolumne,999415,President,,DEMOCRAT,ELIZABETH WARREN,6,6,0,5
Tuolumne,999501,President,,DEMOCRAT,ELIZABETH WARREN,0,0,0,0
Tuolumne,999502,President,,DEMOCRAT,ELIZABETH WARREN,12,7,5,6
Tuolumne,999503,President,,DEMOCRAT,ELIZABETH WARREN,11,8,3,5
Tuolumne,100003,President,,DEMOCRAT,MARIANNE WILLIAMSON,2,2,0,2
Tuolumne,100004,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,101006,President,,DEMOCRAT,MARIANNE WILLIAMSON,2,1,1,0
Tuolumne,101007,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,0
Tuolumne,101008,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,101009,President,,DEMOCRAT,MARIANNE WILLIAMSON,2,2,0,1
Tuolumne,200010,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,200012,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,200015,President,,DEMOCRAT,MARIANNE WILLIAMSON,3,3,0,2
Tuolumne,200016,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,200017,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,300018,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,300021,President,,DEMOCRAT,MARIANNE WILLIAMSON,2,2,0,2
Tuolumne,300022,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,1
Tuolumne,300024,President,,DEMOCRAT,MARIANNE WILLIAMSON,2,2,0,2
Tuolumne,300025,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400028,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400029,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400030,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400032,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400034,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,400035,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,1
Tuolumne,500038,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,0
Tuolumne,500041,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,500042,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,500043,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,1
Tuolumne,999101,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999102,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,1
Tuolumne,999106,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999108,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999109,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999117,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999201,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999203,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999205,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999206,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999207,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999208,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,0
Tuolumne,999301,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999303,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999304,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999305,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999306,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999307,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999308,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999309,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999401,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999402,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999403,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,MARIANNE WILLIAMSON,1,1,0,1
Tuolumne,999405,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999406,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999407,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999408,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999409,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999410,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999412,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999413,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999414,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999415,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999501,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999502,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,999503,President,,DEMOCRAT,MARIANNE WILLIAMSON,0,0,0,0
Tuolumne,100003,President,,DEMOCRAT,ANDREW YANG,2,2,0,2
Tuolumne,100004,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,101006,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,101007,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,101008,President,,DEMOCRAT,ANDREW YANG,3,2,1,2
Tuolumne,101009,President,,DEMOCRAT,ANDREW YANG,1,0,1,0
Tuolumne,200010,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,200012,President,,DEMOCRAT,ANDREW YANG,2,1,1,1
Tuolumne,200015,President,,DEMOCRAT,ANDREW YANG,2,2,0,2
Tuolumne,200016,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,200017,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,300018,President,,DEMOCRAT,ANDREW YANG,2,2,0,2
Tuolumne,300021,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,300022,President,,DEMOCRAT,ANDREW YANG,3,2,1,2
Tuolumne,300024,President,,DEMOCRAT,ANDREW YANG,2,2,0,2
Tuolumne,300025,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,400028,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,400029,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,400030,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,400032,President,,DEMOCRAT,ANDREW YANG,1,1,0,1
Tuolumne,400034,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,400035,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,500038,President,,DEMOCRAT,ANDREW YANG,2,2,0,1
Tuolumne,500041,President,,DEMOCRAT,ANDREW YANG,3,2,1,2
Tuolumne,500042,President,,DEMOCRAT,ANDREW YANG,3,3,0,3
Tuolumne,500043,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999101,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999102,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
Tuolumne,999106,President,,DEMOCRAT,ANDREW YANG,0,0,0,0
