county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 7515,State Senate,11,DEM,Scott Wiener,37,382,419
San Francisco,PCT 7516,State Senate,11,DEM,Scott Wiener,18,437,455
San Francisco,PCT 7517,State Senate,11,DEM,Scott Wiener,21,329,350
San Francisco,PCT 7518,State Senate,11,DEM,Scott Wiener,23,365,388
San Francisco,PCT 7519,State Senate,11,DEM,Scott Wiener,23,271,294
San Francisco,PCT 7521,State Senate,11,DEM,Scott Wiener,34,347,381
San Francisco,PCT 7522,State Senate,11,DEM,Scott Wiener,14,338,352
San Francisco,PCT 7523,State Senate,11,DEM,Scott Wiener,22,295,317
San Francisco,PCT 7524,State Senate,11,DEM,Scott Wiener,17,236,253
San Francisco,PCT 7525,State Senate,11,DEM,Scott Wiener,15,303,318
San Francisco,PCT 7526,State Senate,11,DEM,Scott Wiener,22,473,495
San Francisco,PCT 7527/7528,State Senate,11,DEM,Scott Wiener,21,280,301
San Francisco,PCT 7529,State Senate,11,DEM,Scott Wiener,22,356,378
San Francisco,PCT 7531,State Senate,11,DEM,Scott Wiener,23,321,344
San Francisco,PCT 7532,State Senate,11,DEM,Scott Wiener,30,362,392
San Francisco,PCT 7533,State Senate,11,DEM,Scott Wiener,32,338,370
San Francisco,PCT 7534,State Senate,11,DEM,Scott Wiener,21,355,376
San Francisco,PCT 7535,State Senate,11,DEM,Scott Wiener,23,284,307
San Francisco,PCT 7536,State Senate,11,DEM,Scott Wiener,31,363,394
San Francisco,PCT 7537,State Senate,11,DEM,Scott Wiener,25,307,332
San Francisco,PCT 7538,State Senate,11,DEM,Scott Wiener,28,316,344
San Francisco,PCT 7539,State Senate,11,DEM,Scott Wiener,21,381,402
San Francisco,PCT 7541,State Senate,11,DEM,Scott Wiener,25,330,355
San Francisco,PCT 7542,State Senate,11,DEM,Scott Wiener,27,299,326
San Francisco,PCT 7543,State Senate,11,DEM,Scott Wiener,25,396,421
San Francisco,PCT 7544,State Senate,11,DEM,Scott Wiener,20,415,435
San Francisco,PCT 7545,State Senate,11,DEM,Scott Wiener,22,390,412
San Francisco,PCT 7546,State Senate,11,DEM,Scott Wiener,26,431,457
San Francisco,PCT 7547,State Senate,11,DEM,Scott Wiener,20,343,363
San Francisco,PCT 7548,State Senate,11,DEM,Scott Wiener,40,428,468
San Francisco,PCT 7549,State Senate,11,DEM,Scott Wiener,32,358,390
San Francisco,PCT 7551,State Senate,11,DEM,Scott Wiener,36,324,360
San Francisco,PCT 7552,State Senate,11,DEM,Scott Wiener,27,349,376
San Francisco,PCT 7553 MB,State Senate,11,DEM,Scott Wiener,2,85,87
San Francisco,PCT 7554,State Senate,11,DEM,Scott Wiener,36,425,461
San Francisco,PCT 7555,State Senate,11,DEM,Scott Wiener,42,457,499
San Francisco,PCT 7556/7557,State Senate,11,DEM,Scott Wiener,43,563,606
San Francisco,PCT 7601,State Senate,11,DEM,Scott Wiener,22,218,240
San Francisco,PCT 7602,State Senate,11,DEM,Scott Wiener,22,263,285
San Francisco,PCT 7603,State Senate,11,DEM,Scott Wiener,21,254,275
San Francisco,PCT 7604,State Senate,11,DEM,Scott Wiener,38,285,323
San Francisco,PCT 7605,State Senate,11,DEM,Scott Wiener,32,222,254
San Francisco,PCT 7606,State Senate,11,DEM,Scott Wiener,24,251,275
San Francisco,PCT 7607,State Senate,11,DEM,Scott Wiener,14,289,303
San Francisco,PCT 7608,State Senate,11,DEM,Scott Wiener,15,112,127
San Francisco,PCT 7609,State Senate,11,DEM,Scott Wiener,21,269,290
San Francisco,PCT 7611,State Senate,11,DEM,Scott Wiener,20,256,276
San Francisco,PCT 7612,State Senate,11,DEM,Scott Wiener,3,202,205
San Francisco,PCT 7613,State Senate,11,DEM,Scott Wiener,36,273,309
San Francisco,PCT 7614,State Senate,11,DEM,Scott Wiener,14,272,286
San Francisco,PCT 7615,State Senate,11,DEM,Scott Wiener,22,210,232
San Francisco,PCT 7616,State Senate,11,DEM,Scott Wiener,16,398,414
San Francisco,PCT 7617,State Senate,11,DEM,Scott Wiener,23,254,277
San Francisco,PCT 7618,State Senate,11,DEM,Scott Wiener,11,370,381
San Francisco,PCT 7619,State Senate,11,DEM,Scott Wiener,33,497,530
San Francisco,PCT 7621,State Senate,11,DEM,Scott Wiener,13,499,512
San Francisco,PCT 7622,State Senate,11,DEM,Scott Wiener,31,244,275
San Francisco,PCT 7623,State Senate,11,DEM,Scott Wiener,26,312,338
San Francisco,PCT 7624,State Senate,11,DEM,Scott Wiener,28,255,283
San Francisco,PCT 7625,State Senate,11,DEM,Scott Wiener,19,408,427
San Francisco,PCT 7626,State Senate,11,DEM,Scott Wiener,18,561,579
San Francisco,PCT 7627,State Senate,11,DEM,Scott Wiener,10,256,266
San Francisco,PCT 7628,State Senate,11,DEM,Scott Wiener,22,339,361
San Francisco,PCT 7629,State Senate,11,DEM,Scott Wiener,25,300,325
San Francisco,PCT 7631,State Senate,11,DEM,Scott Wiener,47,534,581
San Francisco,PCT 7632,State Senate,11,DEM,Scott Wiener,28,505,533
San Francisco,PCT 7633,State Senate,11,DEM,Scott Wiener,19,331,350
San Francisco,PCT 7634,State Senate,11,DEM,Scott Wiener,27,368,395
San Francisco,PCT 7635,State Senate,11,DEM,Scott Wiener,10,319,329
San Francisco,PCT 7636,State Senate,11,DEM,Scott Wiener,39,431,470
San Francisco,PCT 7637,State Senate,11,DEM,Scott Wiener,38,445,483
San Francisco,PCT 7638,State Senate,11,DEM,Scott Wiener,27,456,483
San Francisco,PCT 7639,State Senate,11,DEM,Scott Wiener,28,527,555
San Francisco,PCT 7641,State Senate,11,DEM,Scott Wiener,24,503,527
San Francisco,PCT 7642,State Senate,11,DEM,Scott Wiener,29,261,290
San Francisco,PCT 7643,State Senate,11,DEM,Scott Wiener,21,501,522
San Francisco,PCT 7644,State Senate,11,DEM,Scott Wiener,37,553,590
San Francisco,PCT 7645,State Senate,11,DEM,Scott Wiener,15,344,359
San Francisco,PCT 7646,State Senate,11,DEM,Scott Wiener,23,623,646
San Francisco,PCT 7647,State Senate,11,DEM,Scott Wiener,44,273,317
San Francisco,PCT 7648 MB,State Senate,11,DEM,Scott Wiener,0,4,4
San Francisco,PCT 7649,State Senate,11,DEM,Scott Wiener,26,331,357
San Francisco,PCT 7651,State Senate,11,DEM,Scott Wiener,39,576,615
San Francisco,PCT 7652,State Senate,11,DEM,Scott Wiener,26,268,294
San Francisco,PCT 7653,State Senate,11,DEM,Scott Wiener,22,450,472
San Francisco,PCT 7654,State Senate,11,DEM,Scott Wiener,12,210,222
San Francisco,PCT 7655,State Senate,11,DEM,Scott Wiener,34,351,385
San Francisco,PCT 7656,State Senate,11,DEM,Scott Wiener,17,403,420
San Francisco,PCT 7657,State Senate,11,DEM,Scott Wiener,32,359,391
San Francisco,PCT 7701,State Senate,11,DEM,Scott Wiener,33,498,531
San Francisco,PCT 7702,State Senate,11,DEM,Scott Wiener,29,403,432
San Francisco,PCT 7703 MB,State Senate,11,DEM,Scott Wiener,0,68,68
San Francisco,PCT 7704,State Senate,11,DEM,Scott Wiener,42,522,564
San Francisco,PCT 7705,State Senate,11,DEM,Scott Wiener,31,319,350
San Francisco,PCT 7706,State Senate,11,DEM,Scott Wiener,27,433,460
San Francisco,PCT 7707,State Senate,11,DEM,Scott Wiener,36,464,500
San Francisco,PCT 7708,State Senate,11,DEM,Scott Wiener,30,455,485
San Francisco,PCT 7709,State Senate,11,DEM,Scott Wiener,14,178,192
San Francisco,PCT 7711,State Senate,11,DEM,Scott Wiener,11,380,391
San Francisco,PCT 7712,State Senate,11,DEM,Scott Wiener,21,241,262
San Francisco,PCT 7801,State Senate,11,DEM,Scott Wiener,42,534,576
San Francisco,PCT 7802,State Senate,11,DEM,Scott Wiener,31,450,481
San Francisco,PCT 7803,State Senate,11,DEM,Scott Wiener,27,518,545
San Francisco,PCT 7804,State Senate,11,DEM,Scott Wiener,23,523,546
San Francisco,PCT 7805,State Senate,11,DEM,Scott Wiener,25,431,456
San Francisco,PCT 7806,State Senate,11,DEM,Scott Wiener,32,373,405
San Francisco,PCT 7807,State Senate,11,DEM,Scott Wiener,31,389,420
San Francisco,PCT 7808,State Senate,11,DEM,Scott Wiener,25,268,293
San Francisco,PCT 7809,State Senate,11,DEM,Scott Wiener,20,373,393
San Francisco,PCT 7811,State Senate,11,DEM,Scott Wiener,15,278,293
San Francisco,PCT 7812,State Senate,11,DEM,Scott Wiener,18,405,423
San Francisco,PCT 7813,State Senate,11,DEM,Scott Wiener,18,525,543
San Francisco,PCT 7814,State Senate,11,DEM,Scott Wiener,47,273,320
San Francisco,PCT 7815,State Senate,11,DEM,Scott Wiener,40,503,543
San Francisco,PCT 7816,State Senate,11,DEM,Scott Wiener,41,511,552
San Francisco,PCT 7817,State Senate,11,DEM,Scott Wiener,32,383,415
San Francisco,PCT 7818,State Senate,11,DEM,Scott Wiener,23,383,406
San Francisco,PCT 7819,State Senate,11,DEM,Scott Wiener,10,351,361
San Francisco,PCT 7821,State Senate,11,DEM,Scott Wiener,34,572,606
San Francisco,PCT 7822,State Senate,11,DEM,Scott Wiener,30,403,433
San Francisco,PCT 7823,State Senate,11,DEM,Scott Wiener,20,474,494
San Francisco,PCT 7824,State Senate,11,DEM,Scott Wiener,16,381,397
San Francisco,PCT 7825,State Senate,11,DEM,Scott Wiener,18,255,273
San Francisco,PCT 7826,State Senate,11,DEM,Scott Wiener,26,291,317
San Francisco,PCT 7827,State Senate,11,DEM,Scott Wiener,18,287,305
San Francisco,PCT 7828,State Senate,11,DEM,Scott Wiener,32,545,577
San Francisco,PCT 7829,State Senate,11,DEM,Scott Wiener,28,532,560
San Francisco,PCT 7831,State Senate,11,DEM,Scott Wiener,22,470,492
San Francisco,PCT 7832,State Senate,11,DEM,Scott Wiener,28,408,436
San Francisco,PCT 7833,State Senate,11,DEM,Scott Wiener,33,320,353
San Francisco,PCT 7834,State Senate,11,DEM,Scott Wiener,23,351,374
San Francisco,PCT 7835,State Senate,11,DEM,Scott Wiener,29,414,443
San Francisco,PCT 7836,State Senate,11,DEM,Scott Wiener,31,512,543
San Francisco,PCT 7837,State Senate,11,DEM,Scott Wiener,53,507,560
San Francisco,PCT 7838,State Senate,11,DEM,Scott Wiener,32,517,549
San Francisco,PCT 7839,State Senate,11,DEM,Scott Wiener,19,457,476
San Francisco,PCT 7841,State Senate,11,DEM,Scott Wiener,45,445,490
San Francisco,PCT 7842,State Senate,11,DEM,Scott Wiener,21,375,396
San Francisco,PCT 7843,State Senate,11,DEM,Scott Wiener,16,289,305
San Francisco,PCT 7844,State Senate,11,DEM,Scott Wiener,24,251,275
San Francisco,PCT 7845,State Senate,11,DEM,Scott Wiener,32,429,461
San Francisco,PCT 7846,State Senate,11,DEM,Scott Wiener,24,511,535
San Francisco,PCT 7847,State Senate,11,DEM,Scott Wiener,32,462,494
San Francisco,PCT 7848,State Senate,11,DEM,Scott Wiener,20,483,503
San Francisco,PCT 7849,State Senate,11,DEM,Scott Wiener,22,418,440
San Francisco,PCT 7851,State Senate,11,DEM,Scott Wiener,18,299,317
San Francisco,PCT 7852,State Senate,11,DEM,Scott Wiener,18,340,358
San Francisco,PCT 7853,State Senate,11,DEM,Scott Wiener,35,453,488
San Francisco,PCT 7854,State Senate,11,DEM,Scott Wiener,35,456,491
San Francisco,PCT 7855,State Senate,11,DEM,Scott Wiener,21,508,529
San Francisco,PCT 7856,State Senate,11,DEM,Scott Wiener,35,411,446
San Francisco,PCT 7857,State Senate,11,DEM,Scott Wiener,24,427,451
San Francisco,PCT 7858,State Senate,11,DEM,Scott Wiener,17,313,330
San Francisco,PCT 7859,State Senate,11,DEM,Scott Wiener,35,527,562
San Francisco,PCT 7861,State Senate,11,DEM,Scott Wiener,35,441,476
San Francisco,PCT 7862,State Senate,11,DEM,Scott Wiener,41,445,486
San Francisco,PCT 7863,State Senate,11,DEM,Scott Wiener,26,415,441
San Francisco,PCT 7864,State Senate,11,DEM,Scott Wiener,16,377,393
San Francisco,PCT 7865,State Senate,11,DEM,Scott Wiener,21,358,379
San Francisco,PCT 7866,State Senate,11,DEM,Scott Wiener,28,470,498
San Francisco,PCT 7867,State Senate,11,DEM,Scott Wiener,27,518,545
San Francisco,PCT 7868,State Senate,11,DEM,Scott Wiener,39,489,528
San Francisco,PCT 7869,State Senate,11,DEM,Scott Wiener,37,463,500
San Francisco,PCT 7871,State Senate,11,DEM,Scott Wiener,30,459,489
San Francisco,PCT 7872,State Senate,11,DEM,Scott Wiener,25,463,488
San Francisco,PCT 7873,State Senate,11,DEM,Scott Wiener,30,453,483
San Francisco,PCT 7874,State Senate,11,DEM,Scott Wiener,18,236,254
San Francisco,PCT 7875,State Senate,11,DEM,Scott Wiener,29,221,250
San Francisco,PCT 7876,State Senate,11,DEM,Scott Wiener,15,275,290
San Francisco,PCT 7901,State Senate,11,DEM,Scott Wiener,15,161,176
San Francisco,PCT 7902,State Senate,11,DEM,Scott Wiener,20,284,304
San Francisco,PCT 7903,State Senate,11,DEM,Scott Wiener,20,255,275
San Francisco,PCT 7904,State Senate,11,DEM,Scott Wiener,11,278,289
San Francisco,PCT 7905,State Senate,11,DEM,Scott Wiener,17,363,380
San Francisco,PCT 7906,State Senate,11,DEM,Scott Wiener,20,254,274
San Francisco,PCT 7907,State Senate,11,DEM,Scott Wiener,31,326,357
San Francisco,PCT 7908,State Senate,11,DEM,Scott Wiener,16,296,312
San Francisco,PCT 7909,State Senate,11,DEM,Scott Wiener,23,231,254
San Francisco,PCT 7911,State Senate,11,DEM,Scott Wiener,21,281,302
San Francisco,PCT 7912,State Senate,11,DEM,Scott Wiener,21,327,348
San Francisco,PCT 7913,State Senate,11,DEM,Scott Wiener,30,299,329
San Francisco,PCT 7914,State Senate,11,DEM,Scott Wiener,20,311,331
San Francisco,PCT 7915,State Senate,11,DEM,Scott Wiener,29,294,323
San Francisco,PCT 7916,State Senate,11,DEM,Scott Wiener,17,278,295
San Francisco,PCT 7917,State Senate,11,DEM,Scott Wiener,21,292,313
San Francisco,PCT 7918,State Senate,11,DEM,Scott Wiener,18,256,274
San Francisco,PCT 7919,State Senate,11,DEM,Scott Wiener,17,280,297
San Francisco,PCT 7921,State Senate,11,DEM,Scott Wiener,32,235,267
San Francisco,PCT 7922,State Senate,11,DEM,Scott Wiener,20,247,267
San Francisco,PCT 7923,State Senate,11,DEM,Scott Wiener,25,260,285
San Francisco,PCT 7924,State Senate,11,DEM,Scott Wiener,23,254,277
San Francisco,PCT 7925,State Senate,11,DEM,Scott Wiener,18,177,195
San Francisco,PCT 7926,State Senate,11,DEM,Scott Wiener,24,274,298
San Francisco,PCT 7927,State Senate,11,DEM,Scott Wiener,19,298,317
San Francisco,PCT 7928,State Senate,11,DEM,Scott Wiener,28,358,386
San Francisco,PCT 7929,State Senate,11,DEM,Scott Wiener,15,390,405
San Francisco,PCT 7931,State Senate,11,DEM,Scott Wiener,22,331,353
San Francisco,PCT 7932,State Senate,11,DEM,Scott Wiener,15,233,248
San Francisco,PCT 7933 MB,State Senate,11,DEM,Scott Wiener,1,2,3
San Francisco,PCT 7934,State Senate,11,DEM,Scott Wiener,18,328,346
San Francisco,PCT 7935,State Senate,11,DEM,Scott Wiener,27,365,392
San Francisco,PCT 7936,State Senate,11,DEM,Scott Wiener,14,328,342
San Francisco,PCT 7937,State Senate,11,DEM,Scott Wiener,26,316,342
San Francisco,PCT 7938,State Senate,11,DEM,Scott Wiener,33,248,281
San Francisco,PCT 7939,State Senate,11,DEM,Scott Wiener,22,264,286
San Francisco,PCT 7941,State Senate,11,DEM,Scott Wiener,21,302,323
San Francisco,PCT 7942,State Senate,11,DEM,Scott Wiener,29,327,356
San Francisco,PCT 7943,State Senate,11,DEM,Scott Wiener,30,358,388
San Francisco,PCT 7944,State Senate,11,DEM,Scott Wiener,26,312,338
San Francisco,PCT 7945,State Senate,11,DEM,Scott Wiener,21,326,347
San Francisco,PCT 7946,State Senate,11,DEM,Scott Wiener,25,398,423
San Francisco,PCT 7947,State Senate,11,DEM,Scott Wiener,25,366,391
San Francisco,PCT 7948,State Senate,11,DEM,Scott Wiener,27,348,375
San Francisco,PCT 7949,State Senate,11,DEM,Scott Wiener,10,268,278
San Francisco,PCT 7951,State Senate,11,DEM,Scott Wiener,21,356,377
San Francisco,PCT 7952,State Senate,11,DEM,Scott Wiener,20,287,307
San Francisco,PCT 7953,State Senate,11,DEM,Scott Wiener,27,335,362
San Francisco,PCT 7954 MB,State Senate,11,DEM,Scott Wiener,0,0,0
San Francisco,PCT 7955,State Senate,11,DEM,Scott Wiener,16,388,404
San Francisco,PCT 7956,State Senate,11,DEM,Scott Wiener,30,292,322
San Francisco,PCT 7957,State Senate,11,DEM,Scott Wiener,21,269,290
San Francisco,PCT 7958 MB,State Senate,11,DEM,Scott Wiener,3,111,114
San Francisco,PCT 7959,State Senate,11,DEM,Scott Wiener,15,238,253
San Francisco,PCT 9001 MB,State Senate,11,DEM,Scott Wiener,1,122,123
San Francisco,PCT 9101,State Senate,11,DEM,Scott Wiener,32,343,375
San Francisco,PCT 9102,State Senate,11,DEM,Scott Wiener,29,383,412
San Francisco,PCT 9103,State Senate,11,DEM,Scott Wiener,32,400,432
San Francisco,PCT 9104,State Senate,11,DEM,Scott Wiener,23,376,399
San Francisco,PCT 9105,State Senate,11,DEM,Scott Wiener,27,406,433
San Francisco,PCT 9106,State Senate,11,DEM,Scott Wiener,29,446,475
San Francisco,PCT 9107,State Senate,11,DEM,Scott Wiener,34,313,347
San Francisco,PCT 9108,State Senate,11,DEM,Scott Wiener,25,314,339
San Francisco,PCT 9109,State Senate,11,DEM,Scott Wiener,33,397,430
San Francisco,PCT 9111,State Senate,11,DEM,Scott Wiener,28,343,371
San Francisco,PCT 9112,State Senate,11,DEM,Scott Wiener,36,402,438
San Francisco,PCT 9113,State Senate,11,DEM,Scott Wiener,33,496,529
San Francisco,PCT 9114,State Senate,11,DEM,Scott Wiener,32,335,367
San Francisco,PCT 9115,State Senate,11,DEM,Scott Wiener,25,320,345
San Francisco,PCT 9116,State Senate,11,DEM,Scott Wiener,29,376,405
San Francisco,PCT 9117,State Senate,11,DEM,Scott Wiener,29,353,382
San Francisco,PCT 9118,State Senate,11,DEM,Scott Wiener,24,358,382
San Francisco,PCT 9119,State Senate,11,DEM,Scott Wiener,12,376,388
San Francisco,PCT 9121,State Senate,11,DEM,Scott Wiener,37,346,383
San Francisco,PCT 9122,State Senate,11,DEM,Scott Wiener,24,386,410
San Francisco,PCT 9123,State Senate,11,DEM,Scott Wiener,25,295,320
San Francisco,PCT 9124,State Senate,11,DEM,Scott Wiener,19,322,341
San Francisco,PCT 9125,State Senate,11,DEM,Scott Wiener,32,353,385
San Francisco,PCT 9126,State Senate,11,DEM,Scott Wiener,35,424,459
San Francisco,PCT 9127,State Senate,11,DEM,Scott Wiener,26,442,468
San Francisco,PCT 9128,State Senate,11,DEM,Scott Wiener,35,341,376
San Francisco,PCT 9129,State Senate,11,DEM,Scott Wiener,17,331,348
San Francisco,PCT 9131,State Senate,11,DEM,Scott Wiener,21,297,318
San Francisco,PCT 9132,State Senate,11,DEM,Scott Wiener,33,322,355
San Francisco,PCT 9133,State Senate,11,DEM,Scott Wiener,37,456,493
San Francisco,PCT 9134,State Senate,11,DEM,Scott Wiener,29,381,410
San Francisco,PCT 9135,State Senate,11,DEM,Scott Wiener,21,340,361
San Francisco,PCT 9136,State Senate,11,DEM,Scott Wiener,32,349,381
San Francisco,PCT 9137,State Senate,11,DEM,Scott Wiener,27,408,435
San Francisco,PCT 9138,State Senate,11,DEM,Scott Wiener,19,418,437
San Francisco,PCT 9139,State Senate,11,DEM,Scott Wiener,38,428,466
San Francisco,PCT 9141,State Senate,11,DEM,Scott Wiener,32,353,385
San Francisco,PCT 9142,State Senate,11,DEM,Scott Wiener,34,391,425
San Francisco,PCT 9143,State Senate,11,DEM,Scott Wiener,27,375,402
San Francisco,PCT 9144,State Senate,11,DEM,Scott Wiener,29,402,431
San Francisco,PCT 9145,State Senate,11,DEM,Scott Wiener,30,392,422
San Francisco,PCT 9146,State Senate,11,DEM,Scott Wiener,24,337,361
San Francisco,PCT 9147,State Senate,11,DEM,Scott Wiener,31,390,421
San Francisco,PCT 9148,State Senate,11,DEM,Scott Wiener,28,420,448
San Francisco,PCT 9149,State Senate,11,DEM,Scott Wiener,43,380,423
San Francisco,PCT 9151,State Senate,11,DEM,Scott Wiener,30,378,408
San Francisco,PCT 9152,State Senate,11,DEM,Scott Wiener,21,155,176
San Francisco,PCT 9201,State Senate,11,DEM,Scott Wiener,55,404,459
San Francisco,PCT 9202,State Senate,11,DEM,Scott Wiener,42,441,483
San Francisco,PCT 9203,State Senate,11,DEM,Scott Wiener,57,518,575
San Francisco,PCT 9204,State Senate,11,DEM,Scott Wiener,34,421,455
San Francisco,PCT 9205,State Senate,11,DEM,Scott Wiener,27,366,393
San Francisco,PCT 9206,State Senate,11,DEM,Scott Wiener,51,429,480
San Francisco,PCT 9207,State Senate,11,DEM,Scott Wiener,47,474,521
San Francisco,PCT 9208,State Senate,11,DEM,Scott Wiener,40,469,509
San Francisco,PCT 9209,State Senate,11,DEM,Scott Wiener,41,386,427
San Francisco,PCT 9211,State Senate,11,DEM,Scott Wiener,38,442,480
San Francisco,PCT 9212,State Senate,11,DEM,Scott Wiener,31,390,421
San Francisco,PCT 9213,State Senate,11,DEM,Scott Wiener,38,450,488
San Francisco,PCT 9214,State Senate,11,DEM,Scott Wiener,32,298,330
San Francisco,PCT 9215,State Senate,11,DEM,Scott Wiener,24,284,308
San Francisco,PCT 9216,State Senate,11,DEM,Scott Wiener,53,375,428
San Francisco,PCT 9217,State Senate,11,DEM,Scott Wiener,27,380,407
San Francisco,PCT 9218,State Senate,11,DEM,Scott Wiener,36,427,463
San Francisco,PCT 9219,State Senate,11,DEM,Scott Wiener,35,375,410
San Francisco,PCT 9221,State Senate,11,DEM,Scott Wiener,22,344,366
San Francisco,PCT 9222,State Senate,11,DEM,Scott Wiener,30,486,516
San Francisco,PCT 9223,State Senate,11,DEM,Scott Wiener,21,326,347
San Francisco,PCT 9224,State Senate,11,DEM,Scott Wiener,43,493,536
San Francisco,PCT 9225,State Senate,11,DEM,Scott Wiener,35,424,459
San Francisco,PCT 9226,State Senate,11,DEM,Scott Wiener,42,462,504
San Francisco,PCT 9227,State Senate,11,DEM,Scott Wiener,28,373,401
San Francisco,PCT 9228,State Senate,11,DEM,Scott Wiener,39,373,412
San Francisco,PCT 9229,State Senate,11,DEM,Scott Wiener,32,317,349
San Francisco,PCT 9231,State Senate,11,DEM,Scott Wiener,64,484,548
San Francisco,PCT 9232,State Senate,11,DEM,Scott Wiener,30,397,427
