county,precinct,office,district,party,candidate,mail,election_day,votes
Trinity,MINERSVILLE - 112,State Assembly,2,,Undervotes,3,2,5
Trinity,MINERSVILLE - 112,State Assembly,2,,Overvotes,0,0,0
Trinity,MINERSVILLE - 112,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,LEWISTON - 121,Registered Voters,,,,,,903
Trinity,LEWISTON - 121,Ballots Cast,,,,,,719
Trinity,LEWISTON - 121,President,,,Donald J Trump,307,74,381
Trinity,LEWISTON - 121,President,,,Gloria La Riva,0,0,0
Trinity,LEWISTON - 121,President,,,"Roque ""Rocky"" De La Fuente Guerra",4,0,4
Trinity,LEWISTON - 121,President,,,Howie Hawkins,0,1,1
Trinity,LEWISTON - 121,President,,,Jo Jorgensen,8,3,11
Trinity,LEWISTON - 121,President,,,Joseph R Biden,260,47,307
Trinity,LEWISTON - 121,President,,,Jesse Ventura (W),0,0,0
Trinity,LEWISTON - 121,President,,,Undervotes,9,1,10
Trinity,LEWISTON - 121,President,,,Overvotes,0,0,0
Trinity,LEWISTON - 121,President,,,Non Qualified write-ins,3,2,5
Trinity,LEWISTON - 121,U.S. House,2,DEM,Jared Huffman,259,48,307
Trinity,LEWISTON - 121,U.S. House,2,REP,Dale K Mensing,310,70,380
Trinity,LEWISTON - 121,U.S. House,2,,Undervotes,22,10,32
Trinity,LEWISTON - 121,U.S. House,2,,Overvotes,0,0,0
Trinity,LEWISTON - 121,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,LEWISTON - 121,State Assembly,2,REP,Charlotte Svolos,314,73,387
Trinity,LEWISTON - 121,State Assembly,2,DEM,Jim Wood,260,49,309
Trinity,LEWISTON - 121,State Assembly,2,,Undervotes,17,6,23
Trinity,LEWISTON - 121,State Assembly,2,,Overvotes,0,0,0
Trinity,LEWISTON - 121,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,EAST WEAVER - 123,Registered Voters,,,,,,400
Trinity,EAST WEAVER - 123,Ballots Cast,,,,,,354
Trinity,EAST WEAVER - 123,President,,,Donald J Trump,100,43,143
Trinity,EAST WEAVER - 123,President,,,Gloria La Riva,0,1,1
Trinity,EAST WEAVER - 123,President,,,"Roque ""Rocky"" De La Fuente Guerra",2,0,2
Trinity,EAST WEAVER - 123,President,,,Howie Hawkins,2,0,2
Trinity,EAST WEAVER - 123,President,,,Jo Jorgensen,6,1,7
Trinity,EAST WEAVER - 123,President,,,Joseph R Biden,165,27,192
Trinity,EAST WEAVER - 123,President,,,Jesse Ventura (W),0,0,0
Trinity,EAST WEAVER - 123,President,,,Undervotes,5,0,5
Trinity,EAST WEAVER - 123,President,,,Overvotes,0,0,0
Trinity,EAST WEAVER - 123,President,,,Non Qualified write-ins,2,0,2
Trinity,EAST WEAVER - 123,U.S. House,2,DEM,Jared Huffman,173,32,205
Trinity,EAST WEAVER - 123,U.S. House,2,REP,Dale K Mensing,98,39,137
Trinity,EAST WEAVER - 123,U.S. House,2,,Undervotes,11,1,12
Trinity,EAST WEAVER - 123,U.S. House,2,,Overvotes,0,0,0
Trinity,EAST WEAVER - 123,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,EAST WEAVER - 123,State Assembly,2,REP,Charlotte Svolos,99,39,138
Trinity,EAST WEAVER - 123,State Assembly,2,DEM,Jim Wood,176,30,206
Trinity,EAST WEAVER - 123,State Assembly,2,,Undervotes,7,3,10
Trinity,EAST WEAVER - 123,State Assembly,2,,Overvotes,0,0,0
Trinity,EAST WEAVER - 123,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,WEAVER - 211,Registered Voters,,,,,,1160
Trinity,WEAVER - 211,Ballots Cast,,,,,,916
Trinity,WEAVER - 211,President,,,Donald J Trump,340,111,451
Trinity,WEAVER - 211,President,,,Gloria La Riva,2,2,4
Trinity,WEAVER - 211,President,,,"Roque ""Rocky"" De La Fuente Guerra",3,0,3
Trinity,WEAVER - 211,President,,,Howie Hawkins,3,1,4
Trinity,WEAVER - 211,President,,,Jo Jorgensen,11,5,16
Trinity,WEAVER - 211,President,,,Joseph R Biden,341,82,423
Trinity,WEAVER - 211,President,,,Jesse Ventura (W),0,0,0
Trinity,WEAVER - 211,President,,,Undervotes,2,1,3
Trinity,WEAVER - 211,President,,,Overvotes,1,0,1
Trinity,WEAVER - 211,President,,,Non Qualified write-ins,8,3,11
Trinity,WEAVER - 211,U.S. House,2,DEM,Jared Huffman,367,84,451
Trinity,WEAVER - 211,U.S. House,2,REP,Dale K Mensing,330,104,434
Trinity,WEAVER - 211,U.S. House,2,,Undervotes,14,17,31
Trinity,WEAVER - 211,U.S. House,2,,Overvotes,0,0,0
Trinity,WEAVER - 211,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,WEAVER - 211,State Assembly,2,REP,Charlotte Svolos,336,109,445
Trinity,WEAVER - 211,State Assembly,2,DEM,Jim Wood,361,84,445
Trinity,WEAVER - 211,State Assembly,2,,Undervotes,14,12,26
Trinity,WEAVER - 211,State Assembly,2,,Overvotes,0,0,0
Trinity,WEAVER - 211,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,SOUTH WEAVER - 217,Registered Voters,,,,,,551
Trinity,SOUTH WEAVER - 217,Ballots Cast,,,,,,428
Trinity,SOUTH WEAVER - 217,President,,,Donald J Trump,188,62,250
Trinity,SOUTH WEAVER - 217,President,,,Gloria La Riva,2,2,4
Trinity,SOUTH WEAVER - 217,President,,,"Roque ""Rocky"" De La Fuente Guerra",2,2,4
Trinity,SOUTH WEAVER - 217,President,,,Howie Hawkins,1,2,3
Trinity,SOUTH WEAVER - 217,President,,,Jo Jorgensen,5,3,8
Trinity,SOUTH WEAVER - 217,President,,,Joseph R Biden,129,23,152
Trinity,SOUTH WEAVER - 217,President,,,Jesse Ventura (W),0,0,0
Trinity,SOUTH WEAVER - 217,President,,,Undervotes,1,2,3
Trinity,SOUTH WEAVER - 217,President,,,Overvotes,0,0,0
Trinity,SOUTH WEAVER - 217,President,,,Non Qualified write-ins,4,0,4
Trinity,SOUTH WEAVER - 217,U.S. House,2,DEM,Jared Huffman,142,29,171
Trinity,SOUTH WEAVER - 217,U.S. House,2,REP,Dale K Mensing,175,60,235
Trinity,SOUTH WEAVER - 217,U.S. House,2,,Undervotes,15,7,22
Trinity,SOUTH WEAVER - 217,U.S. House,2,,Overvotes,0,0,0
Trinity,SOUTH WEAVER - 217,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,SOUTH WEAVER - 217,State Assembly,2,REP,Charlotte Svolos,180,67,247
Trinity,SOUTH WEAVER - 217,State Assembly,2,DEM,Jim Wood,138,26,164
Trinity,SOUTH WEAVER - 217,State Assembly,2,,Undervotes,14,3,17
Trinity,SOUTH WEAVER - 217,State Assembly,2,,Overvotes,0,0,0
Trinity,SOUTH WEAVER - 217,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,DOUGLAS CITY - 301,Registered Voters,,,,,,719
Trinity,DOUGLAS CITY - 301,Ballots Cast,,,,,,561
Trinity,DOUGLAS CITY - 301,President,,,Donald J Trump,187,65,252
Trinity,DOUGLAS CITY - 301,President,,,Gloria La Riva,1,2,3
Trinity,DOUGLAS CITY - 301,President,,,"Roque ""Rocky"" De La Fuente Guerra",2,0,2
Trinity,DOUGLAS CITY - 301,President,,,Howie Hawkins,1,1,2
Trinity,DOUGLAS CITY - 301,President,,,Jo Jorgensen,12,5,17
Trinity,DOUGLAS CITY - 301,President,,,Joseph R Biden,231,46,277
Trinity,DOUGLAS CITY - 301,President,,,Jesse Ventura (W),0,0,0
Trinity,DOUGLAS CITY - 301,President,,,Undervotes,4,1,5
Trinity,DOUGLAS CITY - 301,President,,,Overvotes,0,0,0
Trinity,DOUGLAS CITY - 301,President,,,Non Qualified write-ins,3,0,3
Trinity,DOUGLAS CITY - 301,U.S. House,2,DEM,Jared Huffman,247,48,295
Trinity,DOUGLAS CITY - 301,U.S. House,2,REP,Dale K Mensing,182,62,244
Trinity,DOUGLAS CITY - 301,U.S. House,2,,Undervotes,12,10,22
Trinity,DOUGLAS CITY - 301,U.S. House,2,,Overvotes,0,0,0
Trinity,DOUGLAS CITY - 301,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,DOUGLAS CITY - 301,State Assembly,2,REP,Charlotte Svolos,195,66,261
Trinity,DOUGLAS CITY - 301,State Assembly,2,DEM,Jim Wood,240,46,286
Trinity,DOUGLAS CITY - 301,State Assembly,2,,Undervotes,6,8,14
Trinity,DOUGLAS CITY - 301,State Assembly,2,,Overvotes,0,0,0
Trinity,DOUGLAS CITY - 301,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,INDIAN CREEK - 302,Registered Voters,,,,,,25
Trinity,INDIAN CREEK - 302,Ballots Cast,,,,,,19
Trinity,INDIAN CREEK - 302,President,,,Donald J Trump,3,3,6
Trinity,INDIAN CREEK - 302,President,,,Gloria La Riva,0,0,0
Trinity,INDIAN CREEK - 302,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,INDIAN CREEK - 302,President,,,Howie Hawkins,1,0,1
Trinity,INDIAN CREEK - 302,President,,,Jo Jorgensen,0,0,0
Trinity,INDIAN CREEK - 302,President,,,Joseph R Biden,10,0,10
Trinity,INDIAN CREEK - 302,President,,,Jesse Ventura (W),0,0,0
Trinity,INDIAN CREEK - 302,President,,,Undervotes,0,0,0
Trinity,INDIAN CREEK - 302,President,,,Overvotes,0,0,0
Trinity,INDIAN CREEK - 302,President,,,Non Qualified write-ins,1,1,2
Trinity,INDIAN CREEK - 302,U.S. House,2,DEM,Jared Huffman,11,2,13
Trinity,INDIAN CREEK - 302,U.S. House,2,REP,Dale K Mensing,4,2,6
Trinity,INDIAN CREEK - 302,U.S. House,2,,Undervotes,0,0,0
Trinity,INDIAN CREEK - 302,U.S. House,2,,Overvotes,0,0,0
Trinity,INDIAN CREEK - 302,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,INDIAN CREEK - 302,State Assembly,2,REP,Charlotte Svolos,4,4,8
Trinity,INDIAN CREEK - 302,State Assembly,2,DEM,Jim Wood,11,0,11
Trinity,INDIAN CREEK - 302,State Assembly,2,,Undervotes,0,0,0
Trinity,INDIAN CREEK - 302,State Assembly,2,,Overvotes,0,0,0
Trinity,INDIAN CREEK - 302,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,HAYFORK - 311,Registered Voters,,,,,,811
Trinity,HAYFORK - 311,Ballots Cast,,,,,,526
Trinity,HAYFORK - 311,President,,,Donald J Trump,206,55,261
Trinity,HAYFORK - 311,President,,,Gloria La Riva,3,4,7
Trinity,HAYFORK - 311,President,,,"Roque ""Rocky"" De La Fuente Guerra",1,0,1
Trinity,HAYFORK - 311,President,,,Howie Hawkins,3,3,6
Trinity,HAYFORK - 311,President,,,Jo Jorgensen,6,3,9
Trinity,HAYFORK - 311,President,,,Joseph R Biden,172,52,224
Trinity,HAYFORK - 311,President,,,Jesse Ventura (W),0,1,1
Trinity,HAYFORK - 311,President,,,Undervotes,5,1,6
Trinity,HAYFORK - 311,President,,,Overvotes,0,0,0
Trinity,HAYFORK - 311,President,,,Non Qualified write-ins,6,5,11
Trinity,HAYFORK - 311,U.S. House,2,DEM,Jared Huffman,191,62,253
Trinity,HAYFORK - 311,U.S. House,2,REP,Dale K Mensing,198,50,248
Trinity,HAYFORK - 311,U.S. House,2,,Undervotes,13,12,25
Trinity,HAYFORK - 311,U.S. House,2,,Overvotes,0,0,0
Trinity,HAYFORK - 311,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,HAYFORK - 311,State Assembly,2,REP,Charlotte Svolos,192,52,244
Trinity,HAYFORK - 311,State Assembly,2,DEM,Jim Wood,192,56,248
Trinity,HAYFORK - 311,State Assembly,2,,Undervotes,18,16,34
Trinity,HAYFORK - 311,State Assembly,2,,Overvotes,0,0,0
Trinity,HAYFORK - 311,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,WILDWOOD - 321,Registered Voters,,,,,,40
Trinity,WILDWOOD - 321,Ballots Cast,,,,,,31
Trinity,WILDWOOD - 321,President,,,Donald J Trump,17,1,18
Trinity,WILDWOOD - 321,President,,,Gloria La Riva,0,0,0
Trinity,WILDWOOD - 321,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,WILDWOOD - 321,President,,,Howie Hawkins,0,0,0
Trinity,WILDWOOD - 321,President,,,Jo Jorgensen,0,0,0
Trinity,WILDWOOD - 321,President,,,Joseph R Biden,11,2,13
Trinity,WILDWOOD - 321,President,,,Jesse Ventura (W),0,0,0
Trinity,WILDWOOD - 321,President,,,Undervotes,0,0,0
Trinity,WILDWOOD - 321,President,,,Overvotes,0,0,0
Trinity,WILDWOOD - 321,President,,,Non Qualified write-ins,0,0,0
Trinity,WILDWOOD - 321,U.S. House,2,DEM,Jared Huffman,10,2,12
Trinity,WILDWOOD - 321,U.S. House,2,REP,Dale K Mensing,17,1,18
Trinity,WILDWOOD - 321,U.S. House,2,,Undervotes,1,0,1
Trinity,WILDWOOD - 321,U.S. House,2,,Overvotes,0,0,0
Trinity,WILDWOOD - 321,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,WILDWOOD - 321,State Assembly,2,REP,Charlotte Svolos,17,1,18
Trinity,WILDWOOD - 321,State Assembly,2,DEM,Jim Wood,10,2,12
Trinity,WILDWOOD - 321,State Assembly,2,,Undervotes,1,0,1
Trinity,WILDWOOD - 321,State Assembly,2,,Overvotes,0,0,0
Trinity,WILDWOOD - 321,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,OREGON MTN - 331,Registered Voters,,,,,,111
Trinity,OREGON MTN - 331,Ballots Cast,,,,,,90
Trinity,OREGON MTN - 331,President,,,Donald J Trump,35,6,41
Trinity,OREGON MTN - 331,President,,,Gloria La Riva,0,0,0
Trinity,OREGON MTN - 331,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,OREGON MTN - 331,President,,,Howie Hawkins,2,0,2
Trinity,OREGON MTN - 331,President,,,Jo Jorgensen,0,2,2
Trinity,OREGON MTN - 331,President,,,Joseph R Biden,32,12,44
Trinity,OREGON MTN - 331,President,,,Jesse Ventura (W),0,0,0
Trinity,OREGON MTN - 331,President,,,Undervotes,0,0,0
Trinity,OREGON MTN - 331,President,,,Overvotes,0,0,0
Trinity,OREGON MTN - 331,President,,,Non Qualified write-ins,1,0,1
Trinity,OREGON MTN - 331,U.S. House,2,DEM,Jared Huffman,33,13,46
Trinity,OREGON MTN - 331,U.S. House,2,REP,Dale K Mensing,37,6,43
Trinity,OREGON MTN - 331,U.S. House,2,,Undervotes,0,1,1
Trinity,OREGON MTN - 331,U.S. House,2,,Overvotes,0,0,0
Trinity,OREGON MTN - 331,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,OREGON MTN - 331,State Assembly,2,REP,Charlotte Svolos,39,7,46
Trinity,OREGON MTN - 331,State Assembly,2,DEM,Jim Wood,30,12,42
Trinity,OREGON MTN - 331,State Assembly,2,,Undervotes,1,1,2
Trinity,OREGON MTN - 331,State Assembly,2,,Overvotes,0,0,0
Trinity,OREGON MTN - 331,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,JUNCTION CITY - 401,Registered Voters,,,,,,476
Trinity,JUNCTION CITY - 401,Ballots Cast,,,,,,383
Trinity,JUNCTION CITY - 401,President,,,Donald J Trump,95,41,136
Trinity,JUNCTION CITY - 401,President,,,Gloria La Riva,2,1,3
Trinity,JUNCTION CITY - 401,President,,,"Roque ""Rocky"" De La Fuente Guerra",1,0,1
Trinity,JUNCTION CITY - 401,President,,,Howie Hawkins,3,6,9
Trinity,JUNCTION CITY - 401,President,,,Jo Jorgensen,4,2,6
Trinity,JUNCTION CITY - 401,President,,,Joseph R Biden,166,50,216
Trinity,JUNCTION CITY - 401,President,,,Jesse Ventura (W),0,0,0
Trinity,JUNCTION CITY - 401,President,,,Undervotes,3,2,5
Trinity,JUNCTION CITY - 401,President,,,Overvotes,1,0,1
Trinity,JUNCTION CITY - 401,President,,,Non Qualified write-ins,2,4,6
Trinity,JUNCTION CITY - 401,U.S. House,2,DEM,Jared Huffman,169,60,229
Trinity,JUNCTION CITY - 401,U.S. House,2,REP,Dale K Mensing,96,43,139
Trinity,JUNCTION CITY - 401,U.S. House,2,,Undervotes,12,3,15
Trinity,JUNCTION CITY - 401,U.S. House,2,,Overvotes,0,0,0
Trinity,JUNCTION CITY - 401,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,JUNCTION CITY - 401,State Assembly,2,REP,Charlotte Svolos,107,44,151
Trinity,JUNCTION CITY - 401,State Assembly,2,DEM,Jim Wood,164,57,221
Trinity,JUNCTION CITY - 401,State Assembly,2,,Undervotes,6,5,11
Trinity,JUNCTION CITY - 401,State Assembly,2,,Overvotes,0,0,0
Trinity,JUNCTION CITY - 401,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.01,Registered Voters,,,,,,87
Trinity,BIG BAR - 411.01,Ballots Cast,,,,,,66
Trinity,BIG BAR - 411.01,President,,,Donald J Trump,25,9,34
Trinity,BIG BAR - 411.01,President,,,Gloria La Riva,0,0,0
Trinity,BIG BAR - 411.01,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,BIG BAR - 411.01,President,,,Howie Hawkins,0,0,0
Trinity,BIG BAR - 411.01,President,,,Jo Jorgensen,0,0,0
Trinity,BIG BAR - 411.01,President,,,Joseph R Biden,27,4,31
Trinity,BIG BAR - 411.01,President,,,Jesse Ventura (W),0,0,0
Trinity,BIG BAR - 411.01,President,,,Undervotes,0,1,1
Trinity,BIG BAR - 411.01,President,,,Overvotes,0,0,0
Trinity,BIG BAR - 411.01,President,,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.01,U.S. House,2,DEM,Jared Huffman,24,3,27
Trinity,BIG BAR - 411.01,U.S. House,2,REP,Dale K Mensing,21,10,31
Trinity,BIG BAR - 411.01,U.S. House,2,,Undervotes,7,1,8
Trinity,BIG BAR - 411.01,U.S. House,2,,Overvotes,0,0,0
Trinity,BIG BAR - 411.01,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.01,State Assembly,2,REP,Charlotte Svolos,24,10,34
Trinity,BIG BAR - 411.01,State Assembly,2,DEM,Jim Wood,25,3,28
Trinity,BIG BAR - 411.01,State Assembly,2,,Undervotes,3,1,4
Trinity,BIG BAR - 411.01,State Assembly,2,,Overvotes,0,0,0
Trinity,BIG BAR - 411.01,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.02,Registered Voters,,,,,,23
Trinity,BIG BAR - 411.02,Ballots Cast,,,,,,21
Trinity,BIG BAR - 411.02,President,,,Donald J Trump,5,3,8
Trinity,BIG BAR - 411.02,President,,,Gloria La Riva,0,0,0
Trinity,BIG BAR - 411.02,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,BIG BAR - 411.02,President,,,Howie Hawkins,0,0,0
Trinity,BIG BAR - 411.02,President,,,Jo Jorgensen,0,0,0
Trinity,BIG BAR - 411.02,President,,,Joseph R Biden,11,2,13
Trinity,BIG BAR - 411.02,President,,,Jesse Ventura (W),0,0,0
Trinity,BIG BAR - 411.02,President,,,Undervotes,0,0,0
Trinity,BIG BAR - 411.02,President,,,Overvotes,0,0,0
Trinity,BIG BAR - 411.02,President,,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.02,U.S. House,2,DEM,Jared Huffman,11,2,13
Trinity,BIG BAR - 411.02,U.S. House,2,REP,Dale K Mensing,5,3,8
Trinity,BIG BAR - 411.02,U.S. House,2,,Undervotes,0,0,0
Trinity,BIG BAR - 411.02,U.S. House,2,,Overvotes,0,0,0
Trinity,BIG BAR - 411.02,U.S. House,2,,Non Qualified write-ins,0,0,0
Trinity,BIG BAR - 411.02,State Assembly,2,REP,Charlotte Svolos,5,3,8
Trinity,BIG BAR - 411.02,State Assembly,2,DEM,Jim Wood,11,2,13
Trinity,BIG BAR - 411.02,State Assembly,2,,Undervotes,0,0,0
Trinity,BIG BAR - 411.02,State Assembly,2,,Overvotes,0,0,0
Trinity,BIG BAR - 411.02,State Assembly,2,,Non Qualified write-ins,0,0,0
Trinity,BURNT RANCH - 421.01,Registered Voters,,,,,,169
Trinity,BURNT RANCH - 421.01,Ballots Cast,,,,,,140
Trinity,BURNT RANCH - 421.01,President,,,Donald J Trump,46,9,55
Trinity,BURNT RANCH - 421.01,President,,,Gloria La Riva,1,0,1
Trinity,BURNT RANCH - 421.01,President,,,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Trinity,BURNT RANCH - 421.01,President,,,Howie Hawkins,0,0,0
Trinity,BURNT RANCH - 421.01,President,,,Jo Jorgensen,3,2,5
Trinity,BURNT RANCH - 421.01,President,,,Joseph R Biden,66,9,75
