County,Precinct,Office,District,Party,Candidate,election_day,early_voting,mail,Total
kern,12924,SOVC,,,Voters Cast,179,0,1200,1379
kern,12925,SOVC,,,Cards Cast,189,0,981,1170
kern,12925,SOVC,,,Registered Voters,1566,1566,1566,1566
kern,12925,SOVC,,,Voters Cast,189,0,981,1170
kern,12927,SOVC,,,Cards Cast,162,0,717,879
kern,12927,SOVC,,,Registered Voters,1087,1087,1087,1087
kern,12927,SOVC,,,Voters Cast,162,0,717,879
kern,12928,SOVC,,,Cards Cast,172,0,1207,1379
kern,12928,SOVC,,,Registered Voters,1816,1816,1816,1816
kern,12928,SOVC,,,Voters Cast,172,0,1207,1379
kern,12929,SOVC,,,Cards Cast,168,0,1028,1196
kern,12929,SOVC,,,Registered Voters,1479,1479,1479,1479
kern,12929,SOVC,,,Voters Cast,168,0,1028,1196
kern,12933,SOVC,,,Cards Cast,180,0,1189,1369
kern,12933,SOVC,,,Registered Voters,1583,1583,1583,1583
kern,12933,SOVC,,,Voters Cast,180,0,1189,1369
kern,12934,SOVC,,,Cards Cast,129,0,550,679
kern,12934,SOVC,,,Registered Voters,889,889,889,889
kern,12934,SOVC,,,Voters Cast,129,0,550,679
kern,12935,SOVC,,,Cards Cast,94,0,842,936
kern,12935,SOVC,,,Registered Voters,1111,1111,1111,1111
kern,12935,SOVC,,,Voters Cast,94,0,842,936
kern,12941,SOVC,,,Cards Cast,126,0,1062,1188
kern,12941,SOVC,,,Registered Voters,1522,1522,1522,1522
kern,12941,SOVC,,,Voters Cast,126,0,1062,1188
kern,12996,SOVC,,,Cards Cast,109,0,622,731
kern,12996,SOVC,,,Registered Voters,838,838,838,838
kern,12996,SOVC,,,Voters Cast,109,0,622,731
kern,13070,SOVC,,,Cards Cast,69,0,730,799
kern,13070,SOVC,,,Registered Voters,937,937,937,937
kern,13070,SOVC,,,Voters Cast,69,0,730,799
kern,13072,SOVC,,,Cards Cast,73,0,561,634
kern,13072,SOVC,,,Registered Voters,742,742,742,742
kern,13072,SOVC,,,Voters Cast,73,0,561,634
kern,13076,SOVC,,,Cards Cast,77,0,303,380
kern,13076,SOVC,,,Registered Voters,478,478,478,478
kern,13076,SOVC,,,Voters Cast,77,0,303,380
kern,13078,SOVC,,,Cards Cast,159,0,422,581
kern,13078,SOVC,,,Registered Voters,760,760,760,760
kern,13078,SOVC,,,Voters Cast,159,0,422,581
kern,13100,SOVC,,,Cards Cast,157,0,840,997
kern,13100,SOVC,,,Registered Voters,1461,1461,1461,1461
kern,13100,SOVC,,,Voters Cast,157,0,840,997
kern,13107,SOVC,,,Cards Cast,128,0,669,797
kern,13107,SOVC,,,Registered Voters,1295,1295,1295,1295
kern,13107,SOVC,,,Voters Cast,128,0,669,797
kern,13110,SOVC,,,Cards Cast,197,0,870,1067
kern,13110,SOVC,,,Registered Voters,1486,1486,1486,1486
kern,13110,SOVC,,,Voters Cast,197,0,870,1067
kern,13120,SOVC,,,Cards Cast,155,0,716,871
kern,13120,SOVC,,,Registered Voters,1245,1245,1245,1245
kern,13120,SOVC,,,Voters Cast,155,0,716,871
kern,13129,SOVC,,,Cards Cast,99,0,478,577
kern,13129,SOVC,,,Registered Voters,861,861,861,861
kern,13129,SOVC,,,Voters Cast,99,0,478,577
kern,13194,SOVC,,,Cards Cast,69,0,363,432
kern,13194,SOVC,,,Registered Voters,535,535,535,535
kern,13194,SOVC,,,Voters Cast,69,0,363,432
kern,15106,SOVC,,,Cards Cast,134,0,1306,1440
kern,15106,SOVC,,,Registered Voters,1590,1590,1590,1590
kern,15106,SOVC,,,Voters Cast,134,0,1306,1440
kern,15109,SOVC,,,Cards Cast,91,0,755,846
kern,15109,SOVC,,,Registered Voters,976,976,976,976
kern,15109,SOVC,,,Voters Cast,91,0,755,846
kern,15110,SOVC,,,Cards Cast,22,0,800,822
kern,15110,SOVC,,,Registered Voters,881,881,881,881
kern,15110,SOVC,,,Voters Cast,22,0,800,822
kern,15113,SOVC,,,Cards Cast,158,0,801,959
kern,15113,SOVC,,,Registered Voters,1121,1121,1121,1121
kern,15113,SOVC,,,Voters Cast,158,0,801,959
kern,15114,SOVC,,,Cards Cast,92,0,557,649
kern,15114,SOVC,,,Registered Voters,797,797,797,797
kern,15114,SOVC,,,Voters Cast,92,0,557,649
kern,15123,SOVC,,,Cards Cast,161,0,717,878
kern,15123,SOVC,,,Registered Voters,1080,1080,1080,1080
kern,15123,SOVC,,,Voters Cast,161,0,717,878
kern,15124,SOVC,,,Cards Cast,119,0,828,947
kern,15124,SOVC,,,Registered Voters,1123,1123,1123,1123
kern,15124,SOVC,,,Voters Cast,119,0,828,947
kern,15132,SOVC,,,Cards Cast,83,0,837,920
kern,15132,SOVC,,,Registered Voters,1049,1049,1049,1049
kern,15132,SOVC,,,Voters Cast,83,0,837,920
kern,15133,SOVC,,,Cards Cast,146,0,647,793
kern,15133,SOVC,,,Registered Voters,927,927,927,927
kern,15133,SOVC,,,Voters Cast,146,0,647,793
kern,15135,SOVC,,,Cards Cast,124,0,782,906
kern,15135,SOVC,,,Registered Voters,1146,1146,1146,1146
kern,15135,SOVC,,,Voters Cast,124,0,782,906
kern,20121,SOVC,,,Cards Cast,155,0,368,523
kern,20121,SOVC,,,Registered Voters,730,730,730,730
kern,20121,SOVC,,,Voters Cast,155,0,368,523
kern,20232,SOVC,,,Cards Cast,82,0,393,475
kern,20232,SOVC,,,Registered Voters,735,735,735,735
kern,20232,SOVC,,,Voters Cast,82,0,393,475
kern,20236,SOVC,,,Cards Cast,107,0,742,849
kern,20236,SOVC,,,Registered Voters,1561,1561,1561,1561
kern,20236,SOVC,,,Voters Cast,107,0,742,849
kern,20243,SOVC,,,Cards Cast,132,0,985,1117
kern,20243,SOVC,,,Registered Voters,1601,1601,1601,1601
kern,20243,SOVC,,,Voters Cast,132,0,985,1117
kern,20245,SOVC,,,Cards Cast,120,0,790,910
kern,20245,SOVC,,,Registered Voters,1507,1507,1507,1507
kern,20245,SOVC,,,Voters Cast,120,0,790,910
kern,20246,SOVC,,,Cards Cast,137,0,563,700
kern,20246,SOVC,,,Registered Voters,1070,1070,1070,1070
kern,20246,SOVC,,,Voters Cast,137,0,563,700
kern,20248,SOVC,,,Cards Cast,69,0,331,400
kern,20248,SOVC,,,Registered Voters,631,631,631,631
kern,20248,SOVC,,,Voters Cast,69,0,331,400
kern,20249,SOVC,,,Cards Cast,59,0,585,644
kern,20249,SOVC,,,Registered Voters,893,893,893,893
kern,20249,SOVC,,,Voters Cast,59,0,585,644
kern,20253,SOVC,,,Cards Cast,83,0,353,436
kern,20253,SOVC,,,Registered Voters,681,681,681,681
kern,20253,SOVC,,,Voters Cast,83,0,353,436
kern,20254,SOVC,,,Cards Cast,181,0,871,1052
kern,20254,SOVC,,,Registered Voters,1589,1589,1589,1589
kern,20254,SOVC,,,Voters Cast,181,0,871,1052
kern,20256,SOVC,,,Cards Cast,148,0,1044,1192
kern,20256,SOVC,,,Registered Voters,1566,1566,1566,1566
kern,20256,SOVC,,,Voters Cast,148,0,1044,1192
kern,20257,SOVC,,,Cards Cast,86,0,397,483
kern,20257,SOVC,,,Registered Voters,724,724,724,724
kern,20257,SOVC,,,Voters Cast,86,0,397,483
kern,20260,SOVC,,,Cards Cast,91,0,579,670
kern,20260,SOVC,,,Registered Voters,968,968,968,968
kern,20260,SOVC,,,Voters Cast,91,0,579,670
kern,20262,SOVC,,,Cards Cast,105,0,493,598
kern,20262,SOVC,,,Registered Voters,764,764,764,764
kern,20262,SOVC,,,Voters Cast,105,0,493,598
kern,20263,SOVC,,,Cards Cast,79,0,567,646
kern,20263,SOVC,,,Registered Voters,889,889,889,889
kern,20263,SOVC,,,Voters Cast,79,0,567,646
kern,20271,SOVC,,,Cards Cast,138,0,879,1017
kern,20271,SOVC,,,Registered Voters,1447,1447,1447,1447
kern,20271,SOVC,,,Voters Cast,138,0,879,1017
kern,20272,SOVC,,,Cards Cast,93,0,896,989
kern,20272,SOVC,,,Registered Voters,1459,1459,1459,1459
kern,20272,SOVC,,,Voters Cast,93,0,896,989
kern,20282,SOVC,,,Cards Cast,150,0,778,928
kern,20282,SOVC,,,Registered Voters,1210,1210,1210,1210
kern,20282,SOVC,,,Voters Cast,150,0,778,928
kern,20283,SOVC,,,Cards Cast,188,0,1719,1907
kern,20283,SOVC,,,Registered Voters,2570,2570,2570,2570
kern,20283,SOVC,,,Voters Cast,188,0,1719,1907
kern,20284,SOVC,,,Cards Cast,100,0,522,622
kern,20284,SOVC,,,Registered Voters,908,908,908,908
kern,20284,SOVC,,,Voters Cast,100,0,522,622
kern,20286,SOVC,,,Cards Cast,124,0,1001,1125
kern,20286,SOVC,,,Registered Voters,1505,1505,1505,1505
kern,20286,SOVC,,,Voters Cast,124,0,1001,1125
kern,20288,SOVC,,,Cards Cast,80,0,467,547
kern,20288,SOVC,,,Registered Voters,924,924,924,924
kern,20288,SOVC,,,Voters Cast,80,0,467,547
kern,20289,SOVC,,,Cards Cast,119,0,802,921
kern,20289,SOVC,,,Registered Voters,1429,1429,1429,1429
kern,20289,SOVC,,,Voters Cast,119,0,802,921
kern,20294,SOVC,,,Cards Cast,109,0,767,876
kern,20294,SOVC,,,Registered Voters,1168,1168,1168,1168
kern,20294,SOVC,,,Voters Cast,109,0,767,876
kern,20298,SOVC,,,Cards Cast,95,0,774,869
kern,20298,SOVC,,,Registered Voters,1210,1210,1210,1210
kern,20298,SOVC,,,Voters Cast,95,0,774,869
kern,21143,SOVC,,,Cards Cast,172,0,816,988
kern,21143,SOVC,,,Registered Voters,1124,1124,1124,1124
kern,21143,SOVC,,,Voters Cast,172,0,816,988
kern,21144,SOVC,,,Cards Cast,119,0,737,856
kern,21144,SOVC,,,Registered Voters,983,983,983,983
kern,21144,SOVC,,,Voters Cast,119,0,737,856
kern,21145,SOVC,,,Cards Cast,200,0,1116,1316
kern,21145,SOVC,,,Registered Voters,1444,1444,1444,1444
kern,21145,SOVC,,,Voters Cast,200,0,1116,1316
kern,21148,SOVC,,,Cards Cast,131,0,625,756
kern,21148,SOVC,,,Registered Voters,852,852,852,852
kern,21148,SOVC,,,Voters Cast,131,0,625,756
kern,21275,SOVC,,,Cards Cast,169,0,930,1099
kern,21275,SOVC,,,Registered Voters,1627,1627,1627,1627
kern,21275,SOVC,,,Voters Cast,169,0,930,1099
kern,21280,SOVC,,,Cards Cast,122,0,512,634
kern,21280,SOVC,,,Registered Voters,920,920,920,920
kern,21280,SOVC,,,Voters Cast,122,0,512,634
kern,21281,SOVC,,,Cards Cast,157,0,739,896
kern,21281,SOVC,,,Registered Voters,1139,1139,1139,1139
kern,21281,SOVC,,,Voters Cast,157,0,739,896
kern,21282,SOVC,,,Cards Cast,168,0,662,830
kern,21282,SOVC,,,Registered Voters,1118,1118,1118,1118
kern,21282,SOVC,,,Voters Cast,168,0,662,830
kern,21283,SOVC,,,Cards Cast,231,0,912,1143
kern,21283,SOVC,,,Registered Voters,1561,1561,1561,1561
kern,21283,SOVC,,,Voters Cast,231,0,912,1143
kern,21511,SOVC,,,Cards Cast,43,0,292,335
kern,21511,SOVC,,,Registered Voters,382,382,382,382
kern,21511,SOVC,,,Voters Cast,43,0,292,335
kern,21512,SOVC,,,Cards Cast,126,0,848,974
kern,21512,SOVC,,,Registered Voters,1090,1090,1090,1090
kern,21512,SOVC,,,Voters Cast,126,0,848,974
kern,21513,SOVC,,,Cards Cast,23,0,206,229
kern,21513,SOVC,,,Registered Voters,262,262,262,262
kern,21513,SOVC,,,Voters Cast,23,0,206,229
kern,21660,SOVC,,,Cards Cast,90,0,194,284
kern,21660,SOVC,,,Registered Voters,351,351,351,351
kern,21660,SOVC,,,Voters Cast,90,0,194,284
kern,21710,SOVC,,,Cards Cast,95,0,312,407
kern,21710,SOVC,,,Registered Voters,540,540,540,540
kern,21710,SOVC,,,Voters Cast,95,0,312,407
kern,21781,SOVC,,,Cards Cast,125,0,381,506
kern,21781,SOVC,,,Registered Voters,583,583,583,583
kern,21781,SOVC,,,Voters Cast,125,0,381,506
kern,21885,SOVC,,,Cards Cast,137,0,598,735
kern,21885,SOVC,,,Registered Voters,876,876,876,876
kern,21885,SOVC,,,Voters Cast,137,0,598,735
kern,21886,SOVC,,,Cards Cast,81,0,671,752
kern,21886,SOVC,,,Registered Voters,1008,1008,1008,1008
kern,21886,SOVC,,,Voters Cast,81,0,671,752
kern,21888,SOVC,,,Cards Cast,158,0,1063,1221
kern,21888,SOVC,,,Registered Voters,1381,1381,1381,1381
kern,21888,SOVC,,,Voters Cast,158,0,1063,1221
kern,21889,SOVC,,,Cards Cast,161,0,1115,1276
kern,21889,SOVC,,,Registered Voters,1513,1513,1513,1513
kern,21889,SOVC,,,Voters Cast,161,0,1115,1276
kern,21894,SOVC,,,Cards Cast,169,0,726,895
kern,21894,SOVC,,,Registered Voters,1067,1067,1067,1067
kern,21894,SOVC,,,Voters Cast,169,0,726,895
kern,22003,SOVC,,,Cards Cast,90,0,462,552
kern,22003,SOVC,,,Registered Voters,856,856,856,856
kern,22003,SOVC,,,Voters Cast,90,0,462,552
kern,22004,SOVC,,,Cards Cast,57,0,496,553
kern,22004,SOVC,,,Registered Voters,867,867,867,867
kern,22004,SOVC,,,Voters Cast,57,0,496,553
kern,22005,SOVC,,,Cards Cast,90,0,499,589
kern,22005,SOVC,,,Registered Voters,1026,1026,1026,1026
kern,22005,SOVC,,,Voters Cast,90,0,499,589
kern,22006,SOVC,,,Cards Cast,120,0,964,1084
kern,22006,SOVC,,,Registered Voters,1648,1648,1648,1648
kern,22006,SOVC,,,Voters Cast,120,0,964,1084
kern,22008,SOVC,,,Cards Cast,105,0,868,973
kern,22008,SOVC,,,Registered Voters,1461,1461,1461,1461
kern,22008,SOVC,,,Voters Cast,105,0,868,973
kern,22018,SOVC,,,Cards Cast,197,0,1265,1462
kern,22018,SOVC,,,Registered Voters,1880,1880,1880,1880
kern,22018,SOVC,,,Voters Cast,197,0,1265,1462
kern,22030,SOVC,,,Cards Cast,129,0,1138,1267
kern,22030,SOVC,,,Registered Voters,1776,1776,1776,1776
kern,22030,SOVC,,,Voters Cast,129,0,1138,1267
kern,22033,SOVC,,,Cards Cast,104,0,753,857
kern,22033,SOVC,,,Registered Voters,1204,1204,1204,1204
kern,22033,SOVC,,,Voters Cast,104,0,753,857
kern,22037,SOVC,,,Cards Cast,191,0,1109,1300
kern,22037,SOVC,,,Registered Voters,1726,1726,1726,1726
kern,22037,SOVC,,,Voters Cast,191,0,1109,1300
kern,22450,SOVC,,,Cards Cast,227,0,777,1004
kern,22450,SOVC,,,Registered Voters,1586,1586,1586,1586
kern,22450,SOVC,,,Voters Cast,227,0,777,1004
kern,22480,SOVC,,,Cards Cast,169,0,830,999
kern,22480,SOVC,,,Registered Voters,1258,1258,1258,1258
kern,22480,SOVC,,,Voters Cast,169,0,830,999
kern,23020,SOVC,,,Cards Cast,130,0,647,777
kern,23020,SOVC,,,Registered Voters,1053,1053,1053,1053
kern,23020,SOVC,,,Voters Cast,130,0,647,777
kern,23021,SOVC,,,Cards Cast,211,0,878,1089
kern,23021,SOVC,,,Registered Voters,1557,1557,1557,1557
kern,23021,SOVC,,,Voters Cast,211,0,878,1089
kern,23023,SOVC,,,Cards Cast,124,0,843,967
kern,23023,SOVC,,,Registered Voters,1235,1235,1235,1235
kern,23023,SOVC,,,Voters Cast,124,0,843,967
kern,23025,SOVC,,,Cards Cast,185,0,757,942
kern,23025,SOVC,,,Registered Voters,1159,1159,1159,1159
kern,23025,SOVC,,,Voters Cast,185,0,757,942
kern,23030,SOVC,,,Cards Cast,206,0,714,920
kern,23030,SOVC,,,Registered Voters,1411,1411,1411,1411
kern,23030,SOVC,,,Voters Cast,206,0,714,920
kern,23031,SOVC,,,Cards Cast,183,0,604,787
kern,23031,SOVC,,,Registered Voters,918,918,918,918
kern,23031,SOVC,,,Voters Cast,183,0,604,787
kern,23035,SOVC,,,Cards Cast,177,0,776,953
kern,23035,SOVC,,,Registered Voters,1205,1205,1205,1205
kern,23035,SOVC,,,Voters Cast,177,0,776,953
kern,23211,SOVC,,,Cards Cast,198,0,790,988
kern,23211,SOVC,,,Registered Voters,1114,1114,1114,1114
kern,23211,SOVC,,,Voters Cast,198,0,790,988
kern,23212,SOVC,,,Cards Cast,126,0,607,733
kern,23212,SOVC,,,Registered Voters,833,833,833,833
kern,23212,SOVC,,,Voters Cast,126,0,607,733
kern,23239,SOVC,,,Cards Cast,63,0,212,275
kern,23239,SOVC,,,Registered Voters,389,389,389,389
kern,23239,SOVC,,,Voters Cast,63,0,212,275
kern,23240,SOVC,,,Cards Cast,94,0,401,495
kern,23240,SOVC,,,Registered Voters,789,789,789,789
kern,23240,SOVC,,,Voters Cast,94,0,401,495
kern,23241,SOVC,,,Cards Cast,59,0,390,449
kern,23241,SOVC,,,Registered Voters,685,685,685,685
kern,23241,SOVC,,,Voters Cast,59,0,390,449
kern,23401,SOVC,,,Cards Cast,116,0,543,659
kern,23401,SOVC,,,Registered Voters,832,832,832,832
kern,23401,SOVC,,,Voters Cast,116,0,543,659
kern,23402,SOVC,,,Cards Cast,156,0,797,953
kern,23402,SOVC,,,Registered Voters,1164,1164,1164,1164
kern,23402,SOVC,,,Voters Cast,156,0,797,953
kern,23404,SOVC,,,Cards Cast,141,0,966,1107
kern,23404,SOVC,,,Registered Voters,1317,1317,1317,1317
kern,23404,SOVC,,,Voters Cast,141,0,966,1107
kern,23406,SOVC,,,Cards Cast,96,0,621,717
kern,23406,SOVC,,,Registered Voters,1010,1010,1010,1010
kern,23406,SOVC,,,Voters Cast,96,0,621,717
kern,23450,SOVC,,,Cards Cast,162,0,592,754
kern,23450,SOVC,,,Registered Voters,933,933,933,933
kern,23450,SOVC,,,Voters Cast,162,0,592,754
kern,23451,SOVC,,,Cards Cast,52,0,237,289
kern,23451,SOVC,,,Registered Voters,380,380,380,380
kern,23451,SOVC,,,Voters Cast,52,0,237,289
kern,23452,SOVC,,,Cards Cast,127,0,521,648
kern,23452,SOVC,,,Registered Voters,854,854,854,854
kern,23452,SOVC,,,Voters Cast,127,0,521,648
kern,25270,SOVC,,,Cards Cast,131,0,614,745
kern,25270,SOVC,,,Registered Voters,996,996,996,996
kern,25270,SOVC,,,Voters Cast,131,0,614,745
kern,25271,SOVC,,,Cards Cast,57,0,593,650
kern,25271,SOVC,,,Registered Voters,933,933,933,933
kern,25271,SOVC,,,Voters Cast,57,0,593,650
kern,25272,SOVC,,,Cards Cast,86,0,700,786
kern,25272,SOVC,,,Registered Voters,1098,1098,1098,1098
kern,25272,SOVC,,,Voters Cast,86,0,700,786
kern,25289,SOVC,,,Cards Cast,109,0,546,655
kern,25289,SOVC,,,Registered Voters,1010,1010,1010,1010
kern,25289,SOVC,,,Voters Cast,109,0,546,655
kern,30040,SOVC,,,Cards Cast,167,0,697,864
kern,30040,SOVC,,,Registered Voters,1257,1257,1257,1257
kern,30040,SOVC,,,Voters Cast,167,0,697,864
kern,30060,SOVC,,,Cards Cast,149,0,554,703
kern,30060,SOVC,,,Registered Voters,963,963,963,963
kern,30060,SOVC,,,Voters Cast,149,0,554,703
kern,30150,SOVC,,,Cards Cast,158,0,668,826
kern,30150,SOVC,,,Registered Voters,1559,1559,1559,1559
kern,30150,SOVC,,,Voters Cast,158,0,668,826
kern,30170,SOVC,,,Cards Cast,136,0,557,693
kern,30170,SOVC,,,Registered Voters,1212,1212,1212,1212
kern,30170,SOVC,,,Voters Cast,136,0,557,693
kern,30302,SOVC,,,Cards Cast,133,0,597,730
kern,30302,SOVC,,,Registered Voters,1062,1062,1062,1062
kern,30302,SOVC,,,Voters Cast,133,0,597,730
kern,30304,SOVC,,,Cards Cast,91,0,925,1016
kern,30304,SOVC,,,Registered Voters,1440,1440,1440,1440
kern,30304,SOVC,,,Voters Cast,91,0,925,1016
kern,30308,SOVC,,,Cards Cast,97,0,863,960
kern,30308,SOVC,,,Registered Voters,1441,1441,1441,1441
kern,30308,SOVC,,,Voters Cast,97,0,863,960
kern,30312,SOVC,,,Cards Cast,159,0,722,881
kern,30312,SOVC,,,Registered Voters,1132,1132,1132,1132
kern,30312,SOVC,,,Voters Cast,159,0,722,881
kern,30314,SOVC,,,Cards Cast,84,0,658,742
kern,30314,SOVC,,,Registered Voters,1121,1121,1121,1121
kern,30314,SOVC,,,Voters Cast,84,0,658,742
kern,30316,SOVC,,,Cards Cast,112,0,583,695
kern,30316,SOVC,,,Registered Voters,964,964,964,964
kern,30316,SOVC,,,Voters Cast,112,0,583,695
kern,30317,SOVC,,,Cards Cast,51,0,317,368
kern,30317,SOVC,,,Registered Voters,514,514,514,514
kern,30317,SOVC,,,Voters Cast,51,0,317,368
kern,30318,SOVC,,,Cards Cast,142,0,873,1015
kern,30318,SOVC,,,Registered Voters,1425,1425,1425,1425
kern,30318,SOVC,,,Voters Cast,142,0,873,1015
kern,30321,SOVC,,,Cards Cast,64,0,576,640
kern,30321,SOVC,,,Registered Voters,774,774,774,774
kern,30321,SOVC,,,Voters Cast,64,0,576,640
kern,30322,SOVC,,,Cards Cast,149,0,836,985
kern,30322,SOVC,,,Registered Voters,1248,1248,1248,1248
kern,30322,SOVC,,,Voters Cast,149,0,836,985
kern,30325,SOVC,,,Cards Cast,62,0,531,593
kern,30325,SOVC,,,Registered Voters,839,839,839,839
kern,30325,SOVC,,,Voters Cast,62,0,531,593
kern,30332,SOVC,,,Cards Cast,34,0,191,225
kern,30332,SOVC,,,Registered Voters,482,482,482,482
kern,30332,SOVC,,,Voters Cast,34,0,191,225
kern,30337,SOVC,,,Cards Cast,111,0,834,945
kern,30337,SOVC,,,Registered Voters,1216,1216,1216,1216
kern,30337,SOVC,,,Voters Cast,111,0,834,945
kern,30338,SOVC,,,Cards Cast,139,0,670,809
